# BUSCO version is: 5.4.2 
# The lineage dataset is: metazoa_odb10 (Creation date: 2021-02-17, number of genomes: 65, number of BUSCOs: 954)
# Busco id	Status	Sequence	Score	Length
164767at33208	Complete	jg10167.t1	682.0	696
166097at33208	Missing
168850at33208	Fragmented	jg5865.t2	200.3	140
168924at33208	Complete	jg8705.t1	359.6	594
169864at33208	Complete	jg17209.t1	338.2	538
172677at33208	Complete	jg14167.t1	148.2	192
176247at33208	Complete	jg13778.t1	320.5	352
177718at33208	Complete	jg4998.t1	333.1	390
177858at33208	Complete	jg4278.t1	846.7	584
178537at33208	Complete	jg8981.t1	939.1	465
179485at33208	Complete	jg17214.t1	481.6	497
180808at33208	Complete	jg17924.t1	748.5	475
182834at33208	Missing
184508at33208	Complete	jg11865.t1	206.0	336
184717at33208	Complete	jg17539.t1	848.6	518
186208at33208	Complete	jg11460.t3	785.8	559
186707at33208	Complete	jg5308.t1	205.7	318
187280at33208	Complete	jg4666.t1	677.3	522
189414at33208	Complete	jg7352.t2	433.6	551
190726at33208	Complete	jg11818.t1	286.3	362
191938at33208	Complete	jg13300.t1	270.6	382
192250at33208	Complete	jg10486.t1	387.6	321
194754at33208	Complete	jg17224.t1	460.0	402
195986at33208	Complete	jg1458.t1	747.5	603
196950at33208	Complete	jg11544.t1	615.3	592
197549at33208	Complete	jg4020.t1	85.5	386
197652at33208	Complete	jg2049.t1	639.0	433
200997at33208	Complete	jg17862.t1	409.3	496
201397at33208	Missing
202545at33208	Missing
203128at33208	Duplicated	jg8952.t1	806.2	438
203128at33208	Duplicated	jg16861.t1	788.0	438
203698at33208	Missing
205220at33208	Complete	jg11211.t1	724.6	642
206786at33208	Complete	jg16835.t1	381.1	382
206858at33208	Missing
207599at33208	Complete	jg13202.t1	362.1	366
208219at33208	Complete	jg8783.t1	331.8	462
210614at33208	Complete	jg11268.t1	490.8	657
212972at33208	Complete	jg9829.t1	401.0	494
214788at33208	Complete	jg4374.t1	384.8	518
215654at33208	Complete	jg4974.t1	477.6	408
216257at33208	Complete	jg4435.t2	229.6	328
216563at33208	Complete	jg9406.t1	211.0	291
218441at33208	Complete	jg9459.t1	240.6	292
219795at33208	Complete	jg16292.t1	416.9	518
219856at33208	Complete	jg2875.t1	600.4	394
222489at33208	Complete	jg4033.t1	610.1	367
223234at33208	Missing
224280at33208	Complete	jg4222.t1	722.4	439
226335at33208	Complete	jg11033.t1	568.3	363
226941at33208	Complete	jg6198.t1	501.7	392
227087at33208	Complete	jg4871.t1	652.7	561
227453at33208	Complete	jg13931.t1	150.2	356
227979at33208	Complete	jg10271.t1	688.3	594
231157at33208	Complete	jg4409.t1	454.6	430
231700at33208	Missing
234290at33208	Duplicated	jg7889.t1	576.9	472
234290at33208	Duplicated	jg7889.t2	560.4	463
235149at33208	Complete	jg10278.t1	223.2	490
235430at33208	Complete	jg5861.t1	361.2	352
235458at33208	Duplicated	jg13425.t2	360.7	433
235458at33208	Duplicated	jg13425.t1	346.9	410
239016at33208	Complete	jg4489.t1	308.3	387
239149at33208	Missing
239597at33208	Complete	jg4366.t1	346.7	349
240437at33208	Complete	jg13180.t1	351.2	203
244863at33208	Complete	jg16800.t1	286.7	488
245482at33208	Complete	jg10135.t1	419.8	403
245567at33208	Complete	jg2245.t1	361.1	442
246241at33208	Fragmented	jg9141.t1	269.5	237
247183at33208	Missing
247905at33208	Missing
249486at33208	Complete	jg4613.t2	413.3	429
251076at33208	Missing
251577at33208	Complete	jg4105.t1	205.6	214
255117at33208	Complete	jg1589.t1	753.3	717
255242at33208	Complete	jg17465.t1	236.2	259
255924at33208	Complete	jg2166.t1	532.9	441
257141at33208	Missing
257339at33208	Complete	jg11313.t1	213.7	290
259581at33208	Complete	jg5864.t1	102.8	374
260752at33208	Complete	jg1426.t1	330.1	469
261284at33208	Complete	jg5154.t1	408.4	610
261614at33208	Complete	jg3788.t1	641.7	519
262757at33208	Complete	jg16227.t1	230.0	259
266460at33208	Fragmented	jg13131.t1	263.7	208
266469at33208	Complete	jg5878.t1	119.6	191
266808at33208	Complete	jg2898.t1	422.4	364
267439at33208	Complete	jg1578.t1	663.9	384
268134at33208	Duplicated	jg13313.t1	262.5	231
268134at33208	Duplicated	jg13319.t1	261.4	227
268397at33208	Complete	jg12646.t1	498.6	459
270594at33208	Missing
271297at33208	Complete	jg11181.t1	263.0	232
271742at33208	Complete	jg7470.t1	504.0	420
272605at33208	Missing
273040at33208	Complete	jg7962.t1	131.9	126
273367at33208	Missing
273989at33208	Complete	jg17981.t1	534.2	479
274044at33208	Complete	jg8764.t1	416.2	579
274064at33208	Duplicated	jg2708.t2	346.1	235
274064at33208	Duplicated	jg2708.t1	346.0	235
274769at33208	Complete	jg3904.t1	405.2	380
274992at33208	Complete	jg6927.t1	513.3	352
277935at33208	Complete	jg16705.t1	419.1	576
278227at33208	Complete	jg649.t1	347.6	350
279631at33208	Complete	jg9201.t1	519.4	544
279992at33208	Missing
280914at33208	Complete	jg16804.t1	290.5	512
281304at33208	Complete	jg13628.t1	189.5	336
281693at33208	Complete	jg17743.t1	723.2	592
283637at33208	Complete	jg15526.t1	587.2	357
284059at33208	Complete	jg2562.t2	304.9	280
285146at33208	Complete	jg15773.t1	335.3	313
285902at33208	Complete	jg7555.t1	331.5	348
285966at33208	Complete	jg15799.t1	282.6	420
286553at33208	Complete	jg15901.t1	265.0	262
289235at33208	Complete	jg4744.t1	113.7	213
289928at33208	Complete	jg10730.t1	315.3	332
291505at33208	Complete	jg11202.t1	487.6	435
291875at33208	Complete	jg18706.t1	302.5	437
295556at33208	Missing
295775at33208	Complete	jg13800.t1	230.2	267
300303at33208	Complete	jg17887.t1	103.6	356
301572at33208	Complete	jg5233.t1	479.6	387
302186at33208	Complete	jg13729.t1	105.1	289
302279at33208	Duplicated	jg6528.t1	460.9	302
302279at33208	Duplicated	jg6528.t2	457.5	302
302921at33208	Complete	jg19118.t1	71.1	147
303117at33208	Complete	jg8961.t1	302.7	309
304388at33208	Complete	jg3738.t1	258.0	331
305260at33208	Complete	jg6580.t1	499.4	344
306101at33208	Duplicated	jg9458.t2	330.6	291
306101at33208	Duplicated	jg9458.t3	300.3	255
307109at33208	Missing
308610at33208	Missing
311438at33208	Complete	jg10378.t1	297.7	254
311758at33208	Complete	jg15778.t1	581.6	443
311761at33208	Complete	jg10475.t1	133.8	329
312577at33208	Complete	jg4725.t1	186.2	311
313091at33208	Complete	jg8755.t1	328.0	276
315044at33208	Complete	jg4794.t1	488.0	411
315393at33208	Complete	jg4285.t1	508.8	327
317470at33208	Complete	jg14856.t1	317.4	372
318483at33208	Complete	jg2033.t1	391.7	318
318532at33208	Complete	jg5860.t1	577.5	336
319574at33208	Complete	jg16830.t1	255.2	240
320390at33208	Complete	jg17647.t1	257.0	484
321332at33208	Complete	jg7901.t1	200.1	394
323399at33208	Complete	jg4853.t1	501.2	378
323473at33208	Complete	jg2963.t1	444.8	285
324249at33208	Complete	jg15101.t1	205.8	330
325183at33208	Fragmented	jg18731.t1	327.8	203
327301at33208	Missing
331112at33208	Missing
331186at33208	Complete	jg13337.t1	262.3	407
332870at33208	Complete	jg8378.t1	93.4	175
333062at33208	Complete	jg4010.t1	273.5	359
333800at33208	Missing
334272at33208	Missing
334331at33208	Complete	jg13815.t1	522.8	404
334336at33208	Complete	jg1530.t1	314.8	401
334342at33208	Complete	jg8780.t1	355.7	617
334764at33208	Complete	jg6475.t1	364.9	285
334820at33208	Complete	jg5056.t1	373.7	309
335107at33208	Complete	jg13320.t1	277.7	252
336647at33208	Complete	jg4499.t1	57.0	323
338191at33208	Complete	jg5832.t1	723.0	509
338482at33208	Complete	jg11197.t1	319.0	421
339127at33208	Complete	jg11281.t1	221.2	360
339319at33208	Fragmented	jg1567.t1	124.9	166
340558at33208	Complete	jg4841.t1	339.8	306
340577at33208	Complete	jg5131.t1	476.2	481
344338at33208	Complete	jg8925.t1	256.5	315
344346at33208	Missing
344442at33208	Complete	jg5176.t1	129.6	193
344581at33208	Complete	jg17865.t1	297.1	243
344611at33208	Complete	jg4652.t1	176.4	250
345099at33208	Complete	jg12163.t1	451.3	644
345959at33208	Complete	jg15733.t1	96.9	139
346541at33208	Missing
347600at33208	Complete	jg2206.t1	390.0	307
348449at33208	Complete	jg14982.t1	152.7	295
348544at33208	Complete	jg16718.t1	257.4	321
348761at33208	Complete	jg9576.t1	219.6	223
349064at33208	Complete	jg7543.t1	291.4	284
349627at33208	Complete	jg8691.t1	184.3	261
351226at33208	Complete	jg11038.t1	77.3	183
352600at33208	Complete	jg11484.t1	484.2	302
352854at33208	Complete	jg2102.t1	320.8	330
353286at33208	Missing
353768at33208	Missing
354829at33208	Complete	jg10802.t1	447.1	280
354949at33208	Complete	jg1373.t1	229.9	296
355210at33208	Complete	jg12617.t1	212.4	348
355739at33208	Complete	jg4006.t1	95.4	240
356175at33208	Missing
356334at33208	Complete	jg2652.t1	572.6	711
356503at33208	Complete	jg17822.t1	216.5	261
357580at33208	Complete	jg13166.t1	333.6	252
359075at33208	Complete	jg9271.t1	361.4	335
359324at33208	Complete	jg9978.t1	221.4	208
359369at33208	Complete	jg11584.t1	316.9	245
359532at33208	Missing
360379at33208	Missing
360753at33208	Missing
361100at33208	Complete	jg17619.t1	330.4	269
361203at33208	Complete	jg2994.t1	520.9	385
361216at33208	Missing
363634at33208	Missing
363840at33208	Fragmented	jg9942.t1	81.0	181
363851at33208	Fragmented	jg11226.t1	164.8	160
364383at33208	Complete	jg16207.t1	408.7	334
364694at33208	Complete	jg16447.t1	526.2	409
365323at33208	Complete	jg17814.t1	356.6	295
365561at33208	Missing
365691at33208	Complete	jg17697.t1	230.5	224
366124at33208	Complete	jg4343.t1	215.1	235
366814at33208	Complete	jg17695.t1	452.7	380
366936at33208	Complete	jg7548.t1	374.3	217
367493at33208	Complete	jg11559.t1	171.1	331
367551at33208	Complete	jg16741.t1	537.8	379
367596at33208	Complete	jg2163.t1	539.0	507
367957at33208	Complete	jg17276.t1	351.6	291
368565at33208	Complete	jg19117.t1	483.0	329
368670at33208	Complete	jg4153.t1	126.5	183
368875at33208	Missing
371241at33208	Complete	jg6835.t1	175.7	174
371297at33208	Complete	jg17403.t1	531.5	328
371526at33208	Complete	jg7315.t1	405.4	236
372257at33208	Complete	jg15117.t1	223.5	219
372707at33208	Fragmented	jg14852.t1	248.8	160
373040at33208	Missing
376982at33208	Complete	jg13676.t1	459.1	251
378033at33208	Missing
378316at33208	Complete	jg13703.t1	465.0	276
378768at33208	Complete	jg9345.t1	349.7	259
378913at33208	Complete	jg4315.t1	192.6	151
379076at33208	Complete	jg5389.t1	113.4	172
379636at33208	Complete	jg16764.t1	247.4	284
379771at33208	Complete	jg17719.t1	237.8	233
380583at33208	Complete	jg5831.t1	461.8	273
381303at33208	Complete	jg5824.t1	109.3	229
382000at33208	Complete	jg14799.t1	111.6	243
382262at33208	Complete	jg16772.t1	98.0	146
382750at33208	Complete	jg11177.t1	354.1	318
383313at33208	Missing
384187at33208	Complete	jg8418.t1	533.3	422
386666at33208	Complete	jg11340.t1	146.1	198
387079at33208	Complete	jg13605.t1	170.7	228
387117at33208	Complete	jg14848.t1	128.8	212
387878at33208	Complete	jg11703.t1	326.2	329
389367at33208	Complete	jg17732.t1	370.9	241
389527at33208	Duplicated	jg4692.t2	280.7	350
389527at33208	Duplicated	jg4694.t1	264.6	303
389527at33208	Duplicated	jg4692.t1	242.6	328
389570at33208	Complete	jg5076.t1	418.5	320
389591at33208	Complete	jg16711.t1	212.7	215
390192at33208	Missing
390402at33208	Missing
391896at33208	Complete	jg12197.t1	321.8	262
393219at33208	Missing
393291at33208	Complete	jg11473.t1	98.9	279
393419at33208	Complete	jg8729.t1	444.8	425
393895at33208	Complete	jg16532.t2	579.9	394
395147at33208	Complete	jg14867.t1	321.6	271
395183at33208	Complete	jg7723.t1	250.9	173
395556at33208	Complete	jg13302.t1	220.4	236
395919at33208	Complete	jg4019.t1	246.8	256
395948at33208	Complete	jg18913.t1	86.9	232
396237at33208	Complete	jg6626.t1	301.2	270
397019at33208	Complete	jg17809.t1	394.9	290
397659at33208	Complete	jg13689.t1	79.2	237
398013at33208	Complete	jg17145.t1	445.6	278
398202at33208	Complete	jg5772.t1	143.7	244
398607at33208	Missing
399092at33208	Complete	jg5306.t1	213.1	183
399439at33208	Missing
400042at33208	Complete	jg2061.t1	192.3	268
401196at33208	Missing
401220at33208	Complete	jg8432.t1	343.7	314
401679at33208	Complete	jg3950.t1	61.5	76
401779at33208	Complete	jg4331.t1	325.7	256
403171at33208	Complete	jg17802.t1	173.9	275
403817at33208	Complete	jg10821.t1	28.9	93
404988at33208	Complete	jg622.t1	258.8	310
405257at33208	Duplicated	jg6062.t1	328.6	364
405257at33208	Duplicated	jg6062.t2	328.3	364
406927at33208	Complete	jg8011.t1	106.2	159
407472at33208	Complete	jg4598.t1	381.3	350
409006at33208	Complete	jg17208.t1	272.4	290
409186at33208	Complete	jg10109.t1	404.6	458
411515at33208	Complete	jg12914.t1	296.2	257
411664at33208	Fragmented	jg5666.t1	22.0	70
411755at33208	Complete	jg13750.t1	260.2	364
412370at33208	Missing
412542at33208	Complete	jg4317.t1	316.7	222
412930at33208	Missing
413334at33208	Complete	jg2188.t1	225.9	281
414001at33208	Complete	jg4220.t1	358.0	274
414571at33208	Missing
414579at33208	Complete	jg11009.t1	290.6	239
414603at33208	Complete	jg7730.t1	57.1	231
415618at33208	Complete	jg9144.t1	197.2	200
416175at33208	Complete	jg16719.t1	289.4	262
418979at33208	Complete	jg8456.t1	154.7	123
419502at33208	Complete	jg5587.t1	286.7	208
419914at33208	Complete	jg17538.t1	246.1	323
421396at33208	Complete	jg14261.t1	330.8	237
421685at33208	Fragmented	jg11546.t1	102.2	153
421732at33208	Complete	jg7597.t1	114.3	272
422158at33208	Complete	jg2103.t1	331.8	296
422751at33208	Complete	jg18016.t1	395.3	333
423799at33208	Complete	jg16308.t1	147.6	198
423848at33208	Missing
424392at33208	Complete	jg8765.t1	335.3	230
424569at33208	Duplicated	jg13169.t1	219.5	158
424569at33208	Duplicated	jg14916.t1	194.6	159
424646at33208	Fragmented	jg13411.t1	79.4	128
427349at33208	Complete	jg18394.t1	289.6	196
427789at33208	Complete	jg17707.t2	394.3	396
428202at33208	Complete	jg7434.t1	450.7	353
428754at33208	Complete	jg10775.t1	214.8	335
429011at33208	Complete	jg14967.t1	148.9	167
429274at33208	Complete	jg4561.t3	200.9	209
429751at33208	Complete	jg8793.t1	166.4	438
430701at33208	Missing
432050at33208	Complete	jg10733.t1	323.4	242
432155at33208	Complete	jg5122.t1	176.8	158
432287at33208	Missing
432522at33208	Missing
433216at33208	Complete	jg17916.t2	331.8	249
433606at33208	Missing
434068at33208	Complete	jg9015.t1	386.5	356
434863at33208	Complete	jg8538.t1	199.8	238
435253at33208	Missing
435678at33208	Complete	jg2253.t1	255.0	340
435921at33208	Complete	jg17502.t1	125.8	107
435939at33208	Missing
436007at33208	Duplicated	jg9548.t2	576.0	408
436007at33208	Duplicated	jg9548.t1	575.8	408
436098at33208	Missing
436539at33208	Missing
437653at33208	Complete	jg6774.t1	122.9	135
438133at33208	Complete	jg9609.t1	472.9	301
438433at33208	Complete	jg11428.t1	311.8	202
438453at33208	Complete	jg5855.t1	378.8	240
439736at33208	Missing
440195at33208	Missing
440493at33208	Complete	jg4963.t1	198.0	238
441575at33208	Complete	jg8992.t1	448.8	630
442169at33208	Missing
442203at33208	Complete	jg5566.t1	385.5	346
442823at33208	Complete	jg11348.t1	230.9	302
443305at33208	Complete	jg11779.t1	187.9	370
443518at33208	Complete	jg4243.t1	326.4	241
443659at33208	Complete	jg2683.t1	100.8	123
443928at33208	Complete	jg8400.t1	372.3	288
444160at33208	Duplicated	jg2220.t1	270.7	197
444160at33208	Duplicated	jg2220.t2	242.8	174
444231at33208	Complete	jg9381.t1	85.7	122
445031at33208	Complete	jg6808.t1	248.5	309
445034at33208	Complete	jg13968.t1	317.7	315
445091at33208	Complete	jg14251.t1	44.3	184
446000at33208	Missing
446031at33208	Duplicated	jg5004.t1	303.4	241
446031at33208	Duplicated	jg5003.t1	277.1	241
447320at33208	Missing
447400at33208	Complete	jg11642.t1	99.3	149
448196at33208	Complete	jg6458.t1	355.8	219
448514at33208	Missing
449056at33208	Missing
449139at33208	Complete	jg2197.t1	371.6	316
449189at33208	Complete	jg4263.t1	237.3	341
450643at33208	Missing
450785at33208	Complete	jg7823.t1	115.4	101
451242at33208	Complete	jg4101.t1	151.9	200
451957at33208	Complete	jg7357.t1	396.7	263
452208at33208	Complete	jg9282.t1	194.6	173
452499at33208	Missing
452574at33208	Complete	jg7460.t1	403.9	340
453049at33208	Missing
453052at33208	Duplicated	jg17457.t2	327.8	321
453052at33208	Duplicated	jg17457.t1	327.2	321
453056at33208	Complete	jg6047.t1	350.3	367
453687at33208	Complete	jg17971.t1	343.7	283
454911at33208	Complete	jg13367.t1	328.1	637
455512at33208	Complete	jg7503.t1	192.2	181
455941at33208	Complete	jg9364.t1	170.4	233
456998at33208	Complete	jg4587.t1	174.7	224
457777at33208	Missing
458807at33208	Complete	jg13430.t1	263.8	259
458974at33208	Complete	jg10403.t1	101.9	131
458988at33208	Complete	jg7494.t1	278.0	432
459253at33208	Missing
460044at33208	Complete	jg4126.t1	322.2	293
460518at33208	Complete	jg18029.t1	393.2	281
461123at33208	Complete	jg5075.t1	168.0	217
461193at33208	Complete	jg15797.t1	148.5	190
462325at33208	Complete	jg5618.t1	280.4	272
462897at33208	Complete	jg9310.t1	367.8	328
463071at33208	Complete	jg16786.t1	190.1	234
464204at33208	Complete	jg4651.t1	303.4	279
464243at33208	Missing
464286at33208	Complete	jg17540.t1	170.9	325
464312at33208	Complete	jg8704.t1	211.8	310
464987at33208	Complete	jg11603.t1	201.9	165
465092at33208	Complete	jg12476.t1	284.0	219
465401at33208	Complete	jg11592.t1	239.5	203
465512at33208	Complete	jg5787.t1	383.0	780
465651at33208	Complete	jg9608.t1	103.6	128
465703at33208	Missing
465933at33208	Complete	jg10189.t1	289.6	222
466616at33208	Complete	jg16816.t1	411.8	536
466942at33208	Complete	jg1533.t1	120.5	194
467106at33208	Complete	jg7312.t1	287.9	254
467142at33208	Missing
467744at33208	Complete	jg13442.t1	167.1	260
468248at33208	Complete	jg1512.t1	329.4	263
468359at33208	Duplicated	jg13709.t1	277.5	275
468359at33208	Duplicated	jg13709.t2	246.4	227
468631at33208	Complete	jg12107.t1	119.7	161
468710at33208	Complete	jg11987.t1	71.8	156
468757at33208	Complete	jg616.t1	345.7	269
469367at33208	Complete	jg5282.t1	250.7	287
470197at33208	Missing
470523at33208	Complete	jg4701.t1	210.8	194
471608at33208	Complete	jg4557.t1	285.2	214
471787at33208	Complete	jg9244.t1	343.7	328
472313at33208	Complete	jg939.t1	300.0	257
472352at33208	Complete	jg2938.t1	173.8	250
473106at33208	Complete	jg5186.t1	401.3	289
474144at33208	Complete	jg1341.t1	202.2	232
474302at33208	Complete	jg10793.t1	177.0	243
474387at33208	Complete	jg10201.t1	263.2	294
475826at33208	Complete	jg13954.t1	88.9	169
476036at33208	Complete	jg6621.t1	295.5	238
477052at33208	Missing
477939at33208	Complete	jg17361.t1	242.9	296
477998at33208	Complete	jg8771.t1	101.9	310
478073at33208	Complete	jg17279.t1	365.1	226
478984at33208	Complete	jg18699.t1	267.1	239
480700at33208	Complete	jg6505.t1	141.7	155
480735at33208	Complete	jg16272.t1	243.9	236
481557at33208	Complete	jg13787.t1	125.0	246
482691at33208	Complete	jg18446.t1	350.3	240
483489at33208	Complete	jg5849.t1	245.6	278
485003at33208	Complete	jg3020.t1	195.6	202
485696at33208	Complete	jg10350.t1	115.5	222
486370at33208	Complete	jg9322.t1	213.9	245
486431at33208	Complete	jg8915.t1	199.9	379
486743at33208	Fragmented	jg7545.t1	60.1	91
486993at33208	Complete	jg14218.t1	265.5	247
487873at33208	Complete	jg2233.t1	57.2	112
487987at33208	Complete	jg7913.t1	145.6	147
488559at33208	Complete	jg11228.t1	99.6	132
488635at33208	Complete	jg17774.t1	208.8	239
489359at33208	Complete	jg7796.t1	108.5	204
489858at33208	Complete	jg17641.t1	122.8	146
489997at33208	Complete	jg13797.t1	238.3	297
490248at33208	Complete	jg1219.t1	181.5	167
490961at33208	Missing
491252at33208	Complete	jg13374.t1	174.2	178
491289at33208	Complete	jg12086.t1	247.7	242
492033at33208	Complete	jg4986.t1	245.5	164
493148at33208	Complete	jg6233.t1	91.7	172
493505at33208	Missing
493913at33208	Complete	jg1388.t1	361.9	381
494057at33208	Complete	jg1631.t1	138.3	170
495100at33208	Complete	jg4291.t1	351.4	215
495175at33208	Duplicated	jg14247.t1	218.4	181
495175at33208	Duplicated	jg11.t1	216.1	181
495207at33208	Complete	jg4127.t1	206.5	250
495311at33208	Complete	jg16307.t1	219.4	163
495329at33208	Missing
495389at33208	Complete	jg2075.t1	99.9	146
495605at33208	Complete	jg14845.t1	353.3	223
495802at33208	Missing
495926at33208	Complete	jg7786.t1	101.0	115
496070at33208	Complete	jg6866.t1	73.4	150
496219at33208	Complete	jg7486.t1	355.2	247
498535at33208	Complete	jg17588.t1	319.3	204
500261at33208	Complete	jg4723.t1	236.5	271
500808at33208	Missing
501396at33208	Complete	jg4443.t1	273.6	169
501546at33208	Complete	jg4749.t1	74.1	139
501788at33208	Complete	jg1342.t1	119.6	155
502128at33208	Missing
502407at33208	Complete	jg16525.t1	217.7	173
502429at33208	Complete	jg11564.t1	175.9	175
502584at33208	Missing
502691at33208	Complete	jg5089.t1	321.4	204
503333at33208	Complete	jg10199.t1	424.8	267
503828at33208	Missing
504207at33208	Duplicated	jg10114.t1	371.6	293
504207at33208	Duplicated	jg16893.t1	366.5	293
504292at33208	Complete	jg1862.t1	208.7	178
504691at33208	Missing
504731at33208	Complete	jg533.t1	332.7	237
504912at33208	Fragmented	jg13672.t1	42.9	83
505248at33208	Complete	jg13429.t1	179.7	167
505718at33208	Complete	jg5158.t1	54.1	74
508188at33208	Complete	jg9205.t1	248.2	253
508379at33208	Complete	jg4573.t1	133.3	131
508986at33208	Missing
509494at33208	Complete	jg9261.t1	209.1	144
509816at33208	Complete	jg203.t1	102.1	144
510174at33208	Complete	jg18801.t1	228.6	265
510522at33208	Complete	jg11462.t1	164.0	195
510581at33208	Complete	jg4385.t1	276.5	229
511272at33208	Complete	jg5801.t1	124.1	194
511386at33208	Complete	jg10196.t1	240.0	487
511575at33208	Complete	jg9431.t1	198.7	150
511668at33208	Complete	jg17930.t1	128.2	144
514121at33208	Complete	jg11006.t1	219.1	193
514296at33208	Complete	jg9390.t1	178.8	135
514565at33208	Complete	jg7919.t1	213.9	188
514675at33208	Complete	jg14191.t1	128.1	194
514698at33208	Complete	jg4068.t1	164.8	156
514724at33208	Complete	jg10086.t1	77.8	140
514727at33208	Complete	jg4079.t1	30.8	166
514740at33208	Complete	jg17739.t1	200.6	175
514834at33208	Complete	jg17929.t1	116.2	199
514892at33208	Complete	jg8349.t1	300.3	203
515058at33208	Duplicated	jg11104.t1	349.6	353
515058at33208	Duplicated	jg11132.t1	343.5	341
515377at33208	Duplicated	jg11586.t1	142.4	182
515377at33208	Duplicated	jg2053.t1	139.3	192
515410at33208	Complete	jg7951.t1	171.0	149
515425at33208	Duplicated	jg14137.t1	146.1	200
515425at33208	Duplicated	jg14119.t1	145.4	200
515528at33208	Complete	jg1649.t1	122.6	269
515640at33208	Complete	jg2885.t1	308.5	195
516078at33208	Complete	jg12583.t1	253.4	231
516321at33208	Complete	jg5775.t1	186.7	135
516481at33208	Complete	jg8848.t1	99.4	170
516659at33208	Missing
516716at33208	Fragmented	jg14322.t1	190.6	203
517311at33208	Duplicated	jg4994.t1	199.3	155
517311at33208	Duplicated	jg2936.t1	182.6	155
517525at33208	Complete	jg12525.t1	339.6	269
517686at33208	Complete	jg14728.t1	126.7	98
517968at33208	Complete	jg13658.t1	130.1	106
518288at33208	Complete	jg1553.t1	325.1	290
518569at33208	Complete	jg19054.t1	35.5	169
518635at33208	Complete	jg238.t1	274.9	348
519030at33208	Complete	jg16212.t1	72.0	126
519303at33208	Complete	jg7941.t1	321.4	346
519777at33208	Complete	jg5886.t1	122.2	248
520011at33208	Complete	jg7356.t1	121.1	159
521343at33208	Complete	jg6634.t1	65.2	142
522886at33208	Complete	jg18388.t1	182.0	235
522988at33208	Missing
523206at33208	Complete	jg13647.t1	116.9	130
523376at33208	Missing
523534at33208	Complete	jg4580.t1	193.3	148
524148at33208	Missing
524165at33208	Missing
524322at33208	Complete	jg5853.t1	108.1	128
525542at33208	Duplicated	jg9420.t1	158.4	173
525542at33208	Duplicated	jg12031.t1	155.9	166
525888at33208	Complete	jg17271.t2	185.2	153
526074at33208	Complete	jg5856.t1	240.7	160
526487at33208	Complete	jg13790.t1	307.0	181
