# BUSCO version is: 5.4.2 
# The lineage dataset is: metazoa_odb10 (Creation date: 2021-02-17, number of genomes: 65, number of BUSCOs: 954)
# Busco id	Status	Sequence	Score	Length
5951at33208	Missing
127766at33208	Duplicated	STRG_ONT-RNA_minimap2_transcripts.6143.1.p1	361.2	610
127766at33208	Duplicated	STRG_ONT-RNA_minimap2_transcripts.6143.3.p1	329.0	430
127766at33208	Duplicated	STRG_ONT-RNA_minimap2_transcripts.6143.2.p1	316.2	408
129179at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.17751.1.p1	820.5	576
130245at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.8756.1.p1	313.7	411
130256at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.16600.1.p1	592.8	559
131349at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.12049.1.p1	1255.6	897
131848at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.7448.1.p1	595.7	533
132087at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.10609.1.p2	419.8	293
134492at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.7816.1.p1	769.4	865
135294at33208	Fragmented	STRG_ONT-RNA_minimap2_transcripts.15895.1.p1	423.7	261
137383at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.17513.1.p1	704.6	625
139188at33208	Missing
143619at33208	Duplicated	STRG_ONT-RNA_minimap2_transcripts.8008.3.p1	227.4	288
143619at33208	Duplicated	STRG_ONT-RNA_minimap2_transcripts.8008.1.p1	227.3	288
143997at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.7387.1.p2	395.2	388
146671at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.16857.1.p1	699.4	544
147873at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.10874.1.p1	808.3	565
148067at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.1622.1.p1	538.8	821
148325at33208	Duplicated	STRG_ONT-RNA_minimap2_transcripts.3635.1.p2	307.7	298
148325at33208	Duplicated	STRG_ONT-RNA_minimap2_transcripts.3635.2.p1	307.7	298
152327at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.6986.1.p1	365.8	333
152977at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.15372.1.p1	313.3	448
153034at33208	Duplicated	STRG_ONT-RNA_minimap2_transcripts.8474.1.p1	561.6	495
153034at33208	Duplicated	STRG_ONT-RNA_minimap2_transcripts.8474.2.p1	561.4	495
157109at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.4166.1.p1	190.3	202
157138at33208	Missing
158845at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.1304.1.p1	333.9	445
158962at33208	Fragmented	STRG_ONT-RNA_minimap2_transcripts.15366.1.p1	190.9	354
162821at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.4794.1.p1	538.8	409
164767at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.2856.1.p1	682.0	696
166097at33208	Missing
168850at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.16871.1.p1	681.8	507
168924at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.7188.1.p1	359.5	594
169864at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.4509.1.p1	338.2	538
172677at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.4059.1.p1	148.2	192
176247at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.3669.1.p1	320.5	352
177718at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.5097.1.p1	333.1	390
177858at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.10.1.p1	846.7	584
178537at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.8626.1.p1	939.2	465
179485at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.4514.1.p1	481.6	497
180808at33208	Duplicated	STRG_ONT-RNA_minimap2_transcripts.5297.1.p2	750.5	475
180808at33208	Duplicated	STRG_ONT-RNA_minimap2_transcripts.5297.2.p2	747.5	474
182834at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.13026.1.p1	292.5	438
184508at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.13099.1.p1	281.3	491
184717at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.5597.1.p1	848.6	518
186208at33208	Fragmented	STRG_ONT-RNA_minimap2_transcripts.12447.1.p3	168.7	125
186707at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.1516.1.p1	347.0	519
187280at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.4764.1.p1	677.3	522
189414at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.17416.1.p1	385.7	431
190726at33208	Duplicated	STRG_ONT-RNA_minimap2_transcripts.13036.1.p1	286.3	362
190726at33208	Duplicated	STRG_ONT-RNA_minimap2_transcripts.13036.2.p1	247.6	365
191938at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.10685.1.p1	270.6	382
192250at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.3290.1.p1	210.1	206
194754at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.4523.1.p1	460.0	402
195986at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.6950.1.p1	747.5	603
196950at33208	Fragmented	STRG_ONT-RNA_minimap2_transcripts.12841.1.p1	346.2	315
197549at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.863.1.p2	85.5	386
197652at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.8462.1.p1	639.0	433
200997at33208	Duplicated	STRG_ONT-RNA_minimap2_transcripts.5245.1.p1	409.3	496
200997at33208	Duplicated	STRG_ONT-RNA_minimap2_transcripts.5245.2.p2	409.3	496
201397at33208	Missing
202545at33208	Missing
203128at33208	Duplicated	STRG_ONT-RNA_minimap2_transcripts.7324.1.p1	806.2	438
203128at33208	Duplicated	STRG_ONT-RNA_minimap2_transcripts.18928.1.p1	788.0	438
203698at33208	Missing
205220at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.17078.1.p1	724.6	642
206786at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.7101.1.p1	381.1	382
206858at33208	Missing
207599at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.10264.1.p1	362.6	367
208219at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.7236.1.p2	331.8	462
210614at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.16413.1.p1	490.8	657
212972at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.2564.1.p2	401.0	494
214788at33208	Duplicated	STRG_ONT-RNA_minimap2_transcripts.1214.4.p1	384.8	518
214788at33208	Duplicated	STRG_ONT-RNA_minimap2_transcripts.1218.1.p1	384.8	518
214788at33208	Duplicated	STRG_ONT-RNA_minimap2_transcripts.1214.5.p1	332.4	400
215654at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.5075.1.p2	477.6	408
216257at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.1266.1.p1	229.6	328
216563at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.9039.1.p1	211.0	291
218441at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.9073.1.p1	240.6	292
219795at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.7386.1.p1	416.9	518
219856at33208	Duplicated	STRG_ONT-RNA_minimap2_transcripts.12677.1.p1	600.4	394
219856at33208	Duplicated	STRG_ONT-RNA_minimap2_transcripts.12677.2.p1	569.5	394
222489at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.876.2.p1	610.0	367
223234at33208	Missing
224280at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.1075.1.p1	722.3	439
226335at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.16394.3.p1	568.4	363
226941at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.9256.1.p1	501.7	392
227087at33208	Duplicated	STRG_ONT-RNA_minimap2_transcripts.4964.1.p1	774.6	728
227087at33208	Duplicated	STRG_ONT-RNA_minimap2_transcripts.4964.3.p1	691.7	629
227453at33208	Duplicated	STRG_ONT-RNA_minimap2_transcripts.3827.1.p1	150.2	356
227453at33208	Duplicated	STRG_ONT-RNA_minimap2_transcripts.3827.2.p1	150.2	356
227979at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.3045.3.p1	688.3	594
231157at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.1243.1.p1	309.7	276
231700at33208	Missing
234290at33208	Duplicated	STRG_ONT-RNA_minimap2_transcripts.10355.1.p1	576.9	472
234290at33208	Duplicated	STRG_ONT-RNA_minimap2_transcripts.10355.4.p1	576.8	472
234290at33208	Duplicated	STRG_ONT-RNA_minimap2_transcripts.10355.2.p1	576.8	472
234290at33208	Duplicated	STRG_ONT-RNA_minimap2_transcripts.10355.3.p1	576.7	472
235149at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.3054.1.p1	223.2	490
235430at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.16866.1.p1	361.2	352
235458at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.10817.1.p1	379.9	356
239016at33208	Duplicated	STRG_ONT-RNA_minimap2_transcripts.1324.1.p1	308.2	387
239016at33208	Duplicated	STRG_ONT-RNA_minimap2_transcripts.1324.2.p1	288.8	330
239149at33208	Missing
239597at33208	Duplicated	STRG_ONT-RNA_minimap2_transcripts.1210.1.p2	370.4	503
239597at33208	Duplicated	STRG_ONT-RNA_minimap2_transcripts.1210.2.p2	346.7	349
240437at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.10237.1.p1	351.2	203
244863at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.7131.1.p1	286.7	488
245482at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.2826.1.p1	419.8	403
245567at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.15400.2.p1	361.1	442
246241at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.8832.1.p1	457.2	380
247183at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.11380.2.p1	338.3	582
247905at33208	Missing
249486at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.4725.4.p1	413.3	429
251076at33208	Missing
251577at33208	Duplicated	STRG_ONT-RNA_minimap2_transcripts.938.1.p1	206.1	210
251577at33208	Duplicated	STRG_ONT-RNA_minimap2_transcripts.937.1.p1	205.6	214
255117at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.6494.1.p1	753.3	717
255242at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.5518.1.p2	236.2	259
255924at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.15351.1.p3	532.9	441
257141at33208	Missing
257339at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.16467.1.p3	213.7	290
259581at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.16870.1.p1	102.9	374
260752at33208	Missing
261284at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.1585.1.p1	408.4	610
261614at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.610.34.p1	554.2	438
262757at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.6783.1.p2	230.0	259
266460at33208	Duplicated	STRG_ONT-RNA_minimap2_transcripts.10174.1.p1	513.8	439
266460at33208	Duplicated	STRG_ONT-RNA_minimap2_transcripts.10174.2.p1	483.5	368
266460at33208	Duplicated	STRG_ONT-RNA_minimap2_transcripts.10174.4.p1	464.9	418
266469at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.16878.1.p1	119.9	191
266808at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.12707.1.p1	422.4	364
267439at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.7079.1.p1	675.8	398
268134at33208	Duplicated	STRG_ONT-RNA_minimap2_transcripts.10700.1.p1	262.5	231
268134at33208	Duplicated	STRG_ONT-RNA_minimap2_transcripts.10706.1.p1	261.4	227
268397at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.14024.1.p1	674.2	617
270594at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.18014.1.p1	296.1	509
271297at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.17061.1.p1	263.0	232
271742at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.17536.1.p1	503.9	420
272605at33208	Missing
273040at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.11609.1.p1	131.9	126
273367at33208	Missing
273989at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.6327.1.p1	534.7	479
274044at33208	Duplicated	STRG_ONT-RNA_minimap2_transcripts.7227.1.p2	416.2	579
274044at33208	Duplicated	STRG_ONT-RNA_minimap2_transcripts.7227.2.p2	416.2	579
274064at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.12262.1.p1	390.6	262
274769at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.749.1.p1	405.2	380
274992at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.15512.1.p1	513.3	352
277935at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.7827.1.p1	419.1	576
278227at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.14920.1.p1	347.6	350
279631at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.8914.1.p1	501.4	472
279992at33208	Missing
280914at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.7134.1.p1	290.5	512
281304at33208	Duplicated	STRG_ONT-RNA_minimap2_transcripts.2904.1.p1	189.5	336
281304at33208	Duplicated	STRG_ONT-RNA_minimap2_transcripts.2905.1.p1	189.5	336
281693at33208	Duplicated	STRG_ONT-RNA_minimap2_transcripts.5428.1.p1	723.2	592
281693at33208	Duplicated	STRG_ONT-RNA_minimap2_transcripts.5428.2.p1	723.2	592
281693at33208	Duplicated	STRG_ONT-RNA_minimap2_transcripts.5428.3.p1	723.2	592
281693at33208	Duplicated	STRG_ONT-RNA_minimap2_transcripts.5428.4.p1	723.2	592
281693at33208	Duplicated	STRG_ONT-RNA_minimap2_transcripts.5428.5.p1	723.2	592
283637at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.2458.1.p1	587.2	357
284059at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.15824.1.p1	304.9	280
285146at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.17739.1.p3	335.3	313
285902at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.17629.1.p1	331.4	348
285966at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.17757.1.p1	282.6	420
286553at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.18795.1.p1	265.0	262
289235at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.4827.1.p2	113.7	213
289928at33208	Duplicated	STRG_ONT-RNA_minimap2_transcripts.12585.1.p1	56.9	276
289928at33208	Duplicated	STRG_ONT-RNA_minimap2_transcripts.1713.1.p1	54.7	178
291505at33208	Duplicated	STRG_ONT-RNA_minimap2_transcripts.17071.1.p2	487.6	435
291505at33208	Duplicated	STRG_ONT-RNA_minimap2_transcripts.17071.3.p1	487.6	435
291505at33208	Duplicated	STRG_ONT-RNA_minimap2_transcripts.17071.4.p1	487.6	435
291505at33208	Duplicated	STRG_ONT-RNA_minimap2_transcripts.17071.5.p1	487.6	435
291505at33208	Duplicated	STRG_ONT-RNA_minimap2_transcripts.17071.6.p2	487.6	435
291505at33208	Duplicated	STRG_ONT-RNA_minimap2_transcripts.17071.7.p1	487.6	435
291505at33208	Duplicated	STRG_ONT-RNA_minimap2_transcripts.17071.8.p1	487.6	435
291875at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.14419.1.p1	302.5	437
295556at33208	Missing
295775at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.3700.1.p3	230.2	267
300303at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.5269.1.p2	103.6	356
301572at33208	Duplicated	STRG_ONT-RNA_minimap2_transcripts.1680.1.p1	479.6	387
301572at33208	Duplicated	STRG_ONT-RNA_minimap2_transcripts.1680.2.p1	439.6	342
302186at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.3635.1.p1	105.1	289
302279at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.9832.1.p1	460.9	302
302921at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.18674.1.p2	71.1	147
303117at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.8607.1.p1	302.7	309
304388at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.587.1.p1	258.0	331
305260at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.9884.2.p2	349.4	265
306101at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.9073.1.p2	330.6	291
307109at33208	Missing
308610at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.8153.1.p1	344.2	361
311438at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.3164.1.p2	297.7	254
311758at33208	Duplicated	STRG_ONT-RNA_minimap2_transcripts.17741.1.p1	581.5	443
311758at33208	Duplicated	STRG_ONT-RNA_minimap2_transcripts.17741.2.p1	512.3	420
311761at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.3274.1.p1	133.8	329
312577at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.4808.1.p1	186.2	311
313091at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.7223.1.p2	328.0	276
315044at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.4874.1.p1	488.0	411
315393at33208	Duplicated	STRG_ONT-RNA_minimap2_transcripts.16.1.p1	508.8	327
315393at33208	Duplicated	STRG_ONT-RNA_minimap2_transcripts.17.1.p1	453.4	327
317470at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.1763.2.p1	322.6	347
318483at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.8439.1.p1	391.7	318
318532at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.16832.1.p1	578.2	336
319574at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.7094.1.p1	255.0	240
320390at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.5327.1.p1	257.0	484
321332at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.10408.1.p1	200.1	394
323399at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.4940.1.p1	501.2	378
323473at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.12758.1.p1	444.8	285
324249at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.2150.1.p1	205.8	330
325183at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.14453.1.p2	490.9	296
327301at33208	Missing
331112at33208	Missing
331186at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.10720.1.p1	262.3	407
332870at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.15061.1.p1	118.3	172
333062at33208	Duplicated	STRG_ONT-RNA_minimap2_transcripts.851.1.p1	273.5	359
333062at33208	Duplicated	STRG_ONT-RNA_minimap2_transcripts.852.1.p1	273.5	359
333800at33208	Missing
334272at33208	Missing
334331at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.3712.1.p1	522.8	404
334336at33208	Duplicated	STRG_ONT-RNA_minimap2_transcripts.7026.3.p1	315.8	401
334336at33208	Duplicated	STRG_ONT-RNA_minimap2_transcripts.7026.1.p1	314.8	401
334342at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.7235.1.p1	355.7	617
334764at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.9794.1.p1	364.9	285
334820at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.5149.1.p1	373.7	309
335107at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.10707.1.p1	277.7	252
336647at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.1337.1.p1	57.0	323
338191at33208	Duplicated	STRG_ONT-RNA_minimap2_transcripts.16846.1.p2	723.0	509
338191at33208	Duplicated	STRG_ONT-RNA_minimap2_transcripts.16847.1.p1	723.0	509
338482at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.17071.1.p3	319.0	421
339127at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.16425.1.p1	221.2	360
339319at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.7064.1.p2	163.0	226
340558at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.4924.1.p1	339.8	306
340577at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.1561.1.p1	476.2	481
344338at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.7354.1.p1	256.5	315
344346at33208	Missing
344442at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.1606.1.p1	129.3	192
344581at33208	Duplicated	STRG_ONT-RNA_minimap2_transcripts.5245.2.p4	297.1	243
344581at33208	Duplicated	STRG_ONT-RNA_minimap2_transcripts.5245.3.p4	297.1	243
344581at33208	Duplicated	STRG_ONT-RNA_minimap2_transcripts.5245.4.p2	297.1	243
344611at33208	Duplicated	STRG_ONT-RNA_minimap2_transcripts.4758.2.p1	177.2	235
344611at33208	Duplicated	STRG_ONT-RNA_minimap2_transcripts.4758.1.p1	176.3	250
345099at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.13599.1.p1	451.3	644
345959at33208	Missing
346541at33208	Missing
347600at33208	Duplicated	STRG_ONT-RNA_minimap2_transcripts.15374.1.p1	390.9	307
347600at33208	Duplicated	STRG_ONT-RNA_minimap2_transcripts.15373.1.p1	380.0	268
348449at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.2025.1.p2	152.7	295
348544at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.7860.1.p1	257.4	321
348761at33208	Duplicated	STRG_ONT-RNA_minimap2_transcripts.8979.1.p1	219.6	223
348761at33208	Duplicated	STRG_ONT-RNA_minimap2_transcripts.8979.2.p1	219.6	223
349064at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.17620.1.p1	291.3	284
349627at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.7180.1.p1	184.3	261
351226at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.16397.1.p2	77.3	183
352600at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.12471.1.p1	484.2	302
352854at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.6514.1.p1	320.8	330
353286at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.11860.1.p1	141.6	256
353768at33208	Missing
354829at33208	Duplicated	STRG_ONT-RNA_minimap2_transcripts.2891.1.p7	447.1	280
354829at33208	Duplicated	STRG_ONT-RNA_minimap2_transcripts.2891.2.p6	447.1	280
354829at33208	Duplicated	STRG_ONT-RNA_minimap2_transcripts.2891.3.p6	447.1	280
354949at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.6896.1.p1	229.9	296
355210at33208	Duplicated	STRG_ONT-RNA_minimap2_transcripts.13999.1.p1	212.4	348
355210at33208	Duplicated	STRG_ONT-RNA_minimap2_transcripts.13999.2.p1	212.4	348
355210at33208	Duplicated	STRG_ONT-RNA_minimap2_transcripts.13999.3.p1	212.4	348
355210at33208	Duplicated	STRG_ONT-RNA_minimap2_transcripts.13999.4.p1	212.4	348
355210at33208	Duplicated	STRG_ONT-RNA_minimap2_transcripts.13999.5.p1	212.4	348
355739at33208	Duplicated	STRG_ONT-RNA_minimap2_transcripts.848.1.p1	95.9	240
355739at33208	Duplicated	STRG_ONT-RNA_minimap2_transcripts.848.2.p2	95.9	240
356175at33208	Missing
356334at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.11467.1.p1	572.6	711
356503at33208	Missing
357580at33208	Duplicated	STRG_ONT-RNA_minimap2_transcripts.10213.1.p1	333.6	252
357580at33208	Duplicated	STRG_ONT-RNA_minimap2_transcripts.10214.1.p1	333.6	252
357580at33208	Duplicated	STRG_ONT-RNA_minimap2_transcripts.10214.2.p1	333.6	252
357580at33208	Duplicated	STRG_ONT-RNA_minimap2_transcripts.10215.1.p1	333.6	252
359075at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.8522.1.p1	361.4	335
359324at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.2703.1.p1	221.4	208
359369at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.12869.1.p1	316.9	245
359532at33208	Missing
360379at33208	Missing
360753at33208	Missing
361100at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.5684.1.p1	330.4	269
361203at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.12794.1.p1	520.8	385
361216at33208	Missing
363634at33208	Fragmented	STRG_ONT-RNA_minimap2_transcripts.11229.2.p1	42.3	101
363840at33208	Complete	STRG_ONT-RNA_minimap2_transcripts.2666.2.p1	115.4	283
