SeqName	ortholog_cluster_id	Gene.Name	EggNOG.Description	E.Value	Bit.Score	Best.Tax.Level	EC.Codes	n_GO	GOs	GO.Names	KEGG.KO	KEGG.Pathway	Description	Length	e.Value	GO.IDs	GO.mes	Enzyme.Codes	Enzyme.mes	InterPro.IDs	InterPro.GO.IDs	InterPro.GO.mes	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Avas.s004.g978.i1	paralog_cluster_18360	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	------	330	NA					no IPS match	no IPS match	no IPS match	219.600065628702	3.04124934397747	0.565495326167646	5.37802737396253	7.53063687891921e-08	3.99869362194492e-06
Avas.s005.g217.i1	paralog_cluster_05538	hs6st2	6-O-sulfation enzyme which catalyzes the transfer of sulfate from 3'-phosphoadenosine 5'-phosphosulfate (PAPS) to position 6 of the N-sulfoglucosamine residue (GlcNS) of heparan sulfate	1e-58	234.2	Actinopterygii	NA	4	P:GO:0048048; P:GO:0001569; P:GO:0015015; F:GO:0017095	P:embryonic eye morphogenesis; P:heparan sulfate proteoglycan biosynthetic process, enzymatic modification; F:heparan sulfate 6-O-sulfotransferase activity; P:branching involved in blood vessel morphogenesis	K08102	map00534	H6ST2_DANRE | Heparan-sulfate 6-O-sulfotransferase 2 OS=Danio rerio OX=7955 GN=hs6st2 PE=2 SV=2	388	2.5e-60	P:GO:0001569; P:GO:0015015; P:GO:0048048; P:GO:0048286; P:GO:0048666; P:GO:0060173; P:GO:0060716; F:GO:0005515; F:GO:0017095; F:GO:0050656; F:GO:0070492; C:GO:0016021	P:branching involved in blood vessel morphogenesis; P:heparan sulfate proteoglycan biosynthetic process, enzymatic modification; P:embryonic eye morphogenesis; P:lung alveolus development; P:neuron development; P:limb development; P:labyrinthine layer blood vessel development; F:protein binding; F:heparan sulfate 6-O-sulfotransferase activity; F:3'-phosphoadenosine 5'-phosphosulfate binding; F:oligosaccharide binding; C:integral component of membrane	EC:2.8.2	Transferring sulfur-containing groups	IPR005331 (PFAM)	F:GO:0008146; C:GO:0016021	F:sulfotransferase activity; C:integral component of membrane	196.840236404845	2.6373030431165	0.409393009348276	6.44198357787029	1.17922043157322e-10	1.02002567331084e-08
Avas.s005.g234.i1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	------	27	NA					no IPS match	no IPS match	no IPS match	40.3550263239898	-2.3824611768258	0.503085943966421	-4.73569417988911	2.1830657026645e-06	8.5458258126932e-05
Avas.s005.g302.i1	homolog_cluster_11902	NA	GTPase inhibitor activity	4.3e-29	136	Chordata	NA	NA	NA	NA	NA	NA	------	431	NA					IPR035234 (PFAM); IPR019577 (PFAM)	F:GO:0005509	F:calcium ion binding	150.841135160541	4.91446601597306	0.419542046435399	11.7138819761413	1.08209267888803e-31	6.00337555538948e-29
Avas.s005.g897.i1	paralog_cluster_06231	NA	Nuclear factor (erythroid-derived 2)-like 3	0.48	41.2	Metazoa	NA	NA	NA	NA	K09040	NA	------	144	NA					IPR004826 (PFAM)	P:GO:0006355; F:GO:0003677	P:regulation of transcription, D-templated; F:D binding	103.702356667387	2.79273475835647	0.50963169976452	5.47990786218142	4.25547384619188e-08	2.36907677202011e-06
Avas.s005.g900.i1	paralog_cluster_06231	cnc	regulation of odontoblast differentiation	0.00089	50.1	Opisthokonta	NA	26	P:GO:0008359; F:GO:0003700; P:GO:0051663; F:GO:0000976; P:GO:0006979; P:GO:0045995; C:GO:0005634; P:GO:0008340; P:GO:0051128; P:GO:0044087; C:GO:0005737; P:GO:2000112; P:GO:0034976; P:GO:1902875; P:GO:0008103; P:GO:0010628; P:GO:0060322; P:GO:0060465; P:GO:0007317; P:GO:1903429; P:GO:0045944; P:GO:0048813; P:GO:0060281; C:GO:0005703; P:GO:0036335; F:GO:0046982	P:response to oxidative stress; P:head development; P:regulation of pole plasm oskar mRNA localization; C:cytoplasm; P:regulation of cellular component organization; P:regulation of bicoid mRNA localization; P:oocyte microtubule cytoskeleton polarization; P:regulation of cellular component biogenesis; F:DNA-binding transcription factor activity; P:response to endoplasmic reticulum stress; P:dendrite morphogenesis; P:intestinal stem cell homeostasis; P:regulation of embryonic pattern specification; F:transcription cis-regulatory region binding; P:oocyte nucleus localization involved in oocyte dorsal/ventral axis specification; P:positive regulation of transcription by RNA polymerase II; P:regulation of oocyte development; P:positive regulation of gene expression; C:polytene chromosome puff; P:regulation of embryonic development; P:determination of adult lifespan; F:protein heterodimerization activity; P:regulation of cell maturation; P:pharynx development; C:nucleus; P:regulation of cellular macromolecule biosynthetic process	K09040,K09041	NA	------	125	NA					IPR004826 (PFAM)	P:GO:0006355; F:GO:0003677	P:regulation of transcription, D-templated; F:D binding	348.116708012879	5.02189832882469	0.418012046792575	12.0137645968769	3.00831866517276e-33	1.93603356015858e-30
Avas.s005.g390.i1	paralog_cluster_00097	tbb-4	Tubulin is the major constituent of microtubules. It binds two moles of GTP, one at an exchangeable site on the beta chain and one at a non-exchangeable site on the alpha chain	3.3e-194	684.5	Nematoda	NA	1	C:GO:0005879	C:axonemal microtubule	K07375	map04145, map04540, map05130	TBB1_DROME | Tubulin beta-1 chain OS=Drosophila melanogaster OX=7227 GN=betaTub56D PE=1 SV=2	442	3.1e-195	P:GO:0000278; P:GO:0031122; P:GO:1905789; P:GO:1905792; F:GO:0003924; F:GO:0005200; F:GO:0005525; C:GO:0005879; C:GO:0043005; C:GO:0043025	P:mitotic cell cycle; P:cytoplasmic microtubule organization; P:positive regulation of detection of mechanical stimulus involved in sensory perception of touch; P:positive regulation of mechanosensory behavior; F:GTPase activity; F:structural constituent of cytoskeleton; F:GTP binding; C:axonemal microtubule; C:neuron projection; C:neurol cell body	EC:3.6.1	Acting on acid anhydrides	IPR018316 (PFAM); IPR003008 (PFAM); IPR013838 (PROSITE_PATTERNS); IPR017975 (PROSITE_PATTERNS)	P:GO:0007017; F:GO:0003924; F:GO:0005525; C:GO:0005874	P:microtubule-based process; F:GTPase activity; F:GTP binding; C:microtubule	121.043727760837	2.63947548770354	0.402306698188901	6.5608539444804	5.35005039693623e-11	4.94695177220156e-09
Avas.s005.g418.i1	paralog_cluster_00036	NA	Rap protein signal transduction	9.1e-35	153.7	Metazoa	NA	NA	NA	NA	NA	NA	RALBA_XENLA | Ras-related protein ralB-A OS=Xenopus laevis OX=8355 GN=ralb-a PE=1 SV=1	197	4.1e-35	P:GO:0001843; P:GO:0001928; P:GO:0006935; P:GO:0007265; P:GO:0008543; P:GO:0009267; P:GO:0017157; P:GO:0030036; P:GO:0032091; P:GO:0032092; P:GO:0048070; P:GO:0051665; P:GO:0060178; P:GO:0071360; P:GO:0071902; P:GO:2000786; F:GO:0003924; F:GO:0005525; F:GO:0019003; F:GO:0031625; F:GO:0051117; C:GO:0005829; C:GO:0005886; C:GO:0005925; C:GO:0030496; C:GO:0030659	P:neural tube closure; P:regulation of exocyst assembly; P:chemotaxis; P:Ras protein sigl transduction; P:fibroblast growth factor receptor sigling pathway; P:cellular response to starvation; P:regulation of exocytosis; P:actin cytoskeleton organization; P:negative regulation of protein binding; P:positive regulation of protein binding; P:regulation of developmental pigmentation; P:membrane raft localization; P:regulation of exocyst localization; P:cellular response to exogenous dsR; P:positive regulation of protein serine/threonine kise activity; P:positive regulation of autophagosome assembly; F:GTPase activity; F:GTP binding; F:GDP binding; F:ubiquitin protein ligase binding; F:ATPase binding; C:cytosol; C:plasma membrane; C:focal adhesion; C:midbody; C:cytoplasmic vesicle membrane	EC:3.6.1	Acting on acid anhydrides	IPR001806 (PFAM); PS51419 (PROSITE_PROFILES); IPR001806 (PROSITE_PROFILES); PS51420 (PROSITE_PROFILES)	F:GO:0003924; F:GO:0005525	F:GTPase activity; F:GTP binding	261.753569994878	-1.33729508348436	0.225492702542667	-5.93054705719945	3.01927035467528e-09	2.02686205340873e-07
Avas.s005.g435.i1	homolog_cluster_11945	TRIM2	Tripartite motif-containing protein	3.9e-11	76.3	Bilateria	NA	NA	NA	NA	K11997	NA	LIN41_XENTR | E3-ubiquitin-protein ligase TRIM71 OS=Xenopus tropicalis OX=8364 GN=trim71 PE=3 SV=1	413	7.9e-20	P:GO:0009790; P:GO:0010468; P:GO:0044267; P:GO:0050794; F:GO:0005488	P:embryo development; P:regulation of gene expression; P:cellular protein metabolic process; P:regulation of cellular process; F:binding			no IPS match	no IPS match	no IPS match	26.980205646403	2.55664248163198	0.50947748670581	5.01816576462047	5.21671562779851e-07	2.28696833067167e-05
Avas.s005.g436.i1	paralog_cluster_00529	NA	chloride channel activity. It is involved in the biological process described with	5e-183	648.3	Insecta	NA	8	F:GO:0022839; C:GO:0005770; C:GO:0016020; F:GO:0015108; C:GO:0005764; P:GO:1902476; F:GO:0005247; P:GO:0050975	P:sensory perception of touch; C:membrane; F:ion gated channel activity; F:voltage-gated chloride channel activity; F:chloride transmembrane transporter activity; P:chloride transmembrane transport; C:late endosome; C:lysosome	K05016	NA	CLCN7_HUMAN | H(+)/Cl(-) exchange transporter 7 OS=Homo sapiens OX=9606 GN=CLCN7 PE=1 SV=2	846	5e-178	P:GO:0009268; P:GO:0030321; P:GO:0034220; P:GO:0050789; F:GO:0005247; F:GO:0005515; F:GO:0022804; C:GO:0005654; C:GO:0005765; C:GO:0005768; C:GO:0034707	P:response to pH; P:transepithelial chloride transport; P:ion transmembrane transport; P:regulation of biological process; F:voltage-gated chloride channel activity; F:protein binding; F:active transmembrane transporter activity; C:nucleoplasm; C:lysosomal membrane; C:endosome; C:chloride channel complex	EC:7	Translocases	IPR000644 (PFAM); IPR001807 (PFAM); IPR000644 (PROSITE_PROFILES)	P:GO:0006821; P:GO:0055085; F:GO:0005247; C:GO:0016020	P:chloride transport; P:transmembrane transport; F:voltage-gated chloride channel activity; C:membrane	88.3851195304119	1.62099661928938	0.322234082121296	5.03049400801496	4.89217677499545e-07	2.16832595407443e-05
Avas.s005.g486.i1	paralog_cluster_00259	NA	protein secretion by the type VII secretion system	3.3e-17	95.9	Bacteria	NA	NA	NA	NA	NA	NA	------	287	NA					no IPS match	no IPS match	no IPS match	3196.39400872036	3.03618026143004	0.417761063844941	7.26774351225076	3.65542000348527e-13	4.38895913702048e-11
Avas.s005.g488.i1	homolog_cluster_11967	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	------	557	NA					no IPS match	no IPS match	no IPS match	67.4928893392296	1.67504864038494	0.312349823248087	5.3627327941675	8.19722218008416e-08	4.30997083841092e-06
Avas.s005.g501.i1	paralog_cluster_05022	ppkA	von Willebrand factor (vWF) type A domain	6e-13	84.3	Oscillatoriales	EC:2.7.11.1	NA	NA	NA	K11912	map02025, map03070	UNC22_CAEEL | Twitchin OS=Caenorhabditis elegans OX=6239 GN=unc-22 PE=1 SV=3	1747	0.00068	P:GO:0006468; P:GO:0008344; P:GO:0016310; P:GO:0018105; P:GO:0018107; P:GO:0035095; P:GO:0040017; P:GO:0045989; P:GO:0051782; P:GO:0060298; P:GO:0090647; F:GO:0000166; F:GO:0004672; F:GO:0004674; F:GO:0004712; F:GO:0005516; F:GO:0005524; F:GO:0016301; F:GO:0016740; F:GO:0019901; F:GO:0046872; F:GO:0106310; C:GO:0005737; C:GO:0030017; C:GO:0031672	P:protein phosphorylation; P:adult locomotory behavior; P:phosphorylation; P:peptidyl-serine phosphorylation; P:peptidyl-threonine phosphorylation; P:behavioral response to nicotine; P:positive regulation of locomotion; P:positive regulation of striated muscle contraction; P:negative regulation of cell division; P:positive regulation of sarcomere organization; P:modulation of age-related behavioral decline; F:nucleotide binding; F:protein kise activity; F:protein serine/threonine kise activity; F:protein serine/threonine/tyrosine kise activity; F:calmodulin binding; F:ATP binding; F:kise activity; F:transferase activity; F:protein kise binding; F:metal ion binding; F:protein serine kise activity; C:cytoplasm; C:sarcomere; C:A band			IPR013098 (PFAM); IPR007110 (PROSITE_PROFILES); IPR007110 (PROSITE_PROFILES)	no GO terms	no GO terms	2738.51282408909	2.59711046538307	0.360391692204406	7.20635497865485	5.7469467295101e-13	6.74909678329109e-11
Avas.s005.g504.i1	paralog_cluster_05022	NA	heparan sulfate proteoglycan	9e-12	79.7	Metazoa	NA	NA	NA	NA	NA	NA	------	1070	NA					IPR013098 (PFAM)	no GO terms	no GO terms	2245.64375162832	3.4400773796765	0.332601144312209	10.3429511248083	4.50448207007738e-25	1.31768385500864e-22
Avas.s005.g505.i1	paralog_cluster_05022	NA	heparan sulfate proteoglycan	7e-27	131.3	Metazoa	NA	NA	NA	NA	NA	NA	------	2861	NA					IPR013098 (PFAM); IPR008160 (PFAM); IPR007110 (PROSITE_PROFILES)	no GO terms	no GO terms	741.02322361115	3.56554238789571	0.376748993755265	9.46397322088636	2.96459254950221e-21	6.91265645346972e-19
Avas.s005.g511.i1	paralog_cluster_05022	NA	heparan sulfate proteoglycan	5.9e-13	84.3	Metazoa	NA	NA	NA	NA	NA	NA	------	1722	NA					IPR013098 (PFAM); IPR013151 (PFAM); IPR008160 (PFAM); IPR007110 (PROSITE_PROFILES); IPR007110 (PROSITE_PROFILES)	no GO terms	no GO terms	725.605222305596	2.45272326939189	0.357986539162119	6.85143993160354	7.3110297631236e-12	7.44475682651238e-10
Avas.s005.g516.i1	paralog_cluster_00059	NA	Tubulin is the major constituent of microtubules. It binds two moles of GTP, one at an exchangeable site on the beta chain and one at a non-exchangeable site on the alpha chain	4.1e-184	651	Actinopterygii	NA	NA	NA	NA	K07374	map04145, map04210, map04530, map04540, map05130	TBA1D_BOVIN | Tubulin alpha-1D chain OS=Bos taurus OX=9913 GN=TUBA1D PE=1 SV=1	448	1.2e-183	P:GO:0000226; P:GO:0000278; F:GO:0003924; F:GO:0005200; F:GO:0005515; F:GO:0005525; C:GO:0005737; C:GO:0005874; C:GO:0036064	P:microtubule cytoskeleton organization; P:mitotic cell cycle; F:GTPase activity; F:structural constituent of cytoskeleton; F:protein binding; F:GTP binding; C:cytoplasm; C:microtubule; C:ciliary basal body	EC:3.6.1	Acting on acid anhydrides	IPR003008 (PFAM); IPR018316 (PFAM); IPR017975 (PROSITE_PATTERNS)	P:GO:0007017; F:GO:0003924; F:GO:0005525; C:GO:0005874	P:microtubule-based process; F:GTPase activity; F:GTP binding; C:microtubule	180.80996544769	2.06847292527431	0.344417941514071	6.00570607959982	1.90501024439527e-09	1.33259607922068e-07
Avas.s005.g624.i1	paralog_cluster_00194	TAGLN3	actin binding	7.7e-31	140.6	Metazoa	NA	11	P:GO:0035626; C:GO:0005865; C:GO:0005634; P:GO:0010629; P:GO:0006939; C:GO:0043209; P:GO:0000122; F:GO:0003779; F:GO:0070594; P:GO:0007417; P:GO:2000113	C:myelin sheath; P:smooth muscle contraction; P:negative regulation of gene expression; F:juvenile hormone response element binding; C:striated muscle thin filament; P:negative regulation of transcription by RNA polymerase II; P:central nervous system development; F:actin binding; C:nucleus; P:juvenile hormone mediated signaling pathway; P:negative regulation of cellular macromolecule biosynthetic process	K20526	NA	TAGL2_MOUSE | Transgelin-2 OS=Mus musculus OX=10090 GN=Tagln2 PE=1 SV=4	190	5.6e-29	P:GO:0030855; F:GO:0005515; C:GO:0043227; C:GO:0043229	P:epithelial cell differentiation; F:protein binding; C:membrane-bounded organelle; C:intracellular organelle			IPR001715 (PFAM); IPR000557 (PFAM); IPR000557 (PROSITE_PROFILES); IPR001715 (PROSITE_PROFILES)	F:GO:0005515	F:protein binding	530.430013082995	3.38218269237795	0.417095808353727	8.10888679444513	5.10856130574689e-16	8.38690233144508e-14
Avas.s005.g652.i1	homolog_cluster_12027	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	------	106	NA					IPR004826 (PFAM)	P:GO:0006355; F:GO:0003677	P:regulation of transcription, D-templated; F:D binding	2338.87186536998	4.22386808016197	0.392333933780465	10.7660024190655	4.98164357259609e-27	1.66978465498955e-24
Avas.s005.g672.i1	paralog_cluster_01815	ATP6V1E1	V-type proton ATPase subunit E	9.6e-65	253.4	Metazoa	NA	17	P:GO:0007430; C:GO:0033181; P:GO:0008286; P:GO:0033572; F:GO:0051117; C:GO:0000221; F:GO:0016887; F:GO:0042625; P:GO:0016241; P:GO:0015833; C:GO:0005768; P:GO:0045176; P:GO:0015988; C:GO:0016324; F:GO:0008553; C:GO:0005902; C:GO:0005829	F:ATPase-coupled ion transmembrane transporter activity; P:energy coupled proton transmembrane transport, against electrochemical gradient; P:peptide transport; F:ATP hydrolysis activity; C:vacuolar proton-transporting V-type ATPase, V1 domain; C:endosome; F:ATPase binding; C:microvillus; P:apical protein localization; C:cytosol; C:plasma membrane proton-transporting V-type ATPase complex; P:transferrin transport; P:terminal branching, open tracheal system; F:P-type proton-exporting transporter activity; P:insulin receptor signaling pathway; C:apical plasma membrane; P:regulation of macroautophagy	K02150	map00190, map01100, map04145, map04150, map04721, map04966, map05110, map05120, map05323	VATE1_HUMAN | V-type proton ATPase subunit E 1 OS=Homo sapiens OX=9606 GN=ATP6V1E1 PE=1 SV=1	226	1.1e-63	P:GO:0016241; P:GO:0045851; P:GO:1902600; F:GO:0046961; F:GO:0051117; C:GO:0000221; C:GO:0001669; C:GO:0005768; C:GO:0005829; C:GO:0005902; C:GO:0016324	P:regulation of macroautophagy; P:pH reduction; P:proton transmembrane transport; F:proton-transporting ATPase activity, rotatiol mechanism; F:ATPase binding; C:vacuolar proton-transporting V-type ATPase, V1 domain; C:acrosomal vesicle; C:endosome; C:cytosol; C:microvillus; C:apical plasma membrane	EC:7.1.3.1	H(+)-exporting diphosphatase	IPR002842 (PFAM)	P:GO:1902600; F:GO:0046961; C:GO:0033178	P:proton transmembrane transport; F:proton-transporting ATPase activity, rotatiol mechanism; C:proton-transporting two-sector ATPase complex, catalytic domain	1525.48184972375	1.1692935967845	0.244780950341107	4.77689785563406	1.78020142713898e-06	7.05459624661062e-05
Avas.s005.g703.i1	paralog_cluster_00016	NA	cytoskeleton organization	2.4e-214	751.1	Chordata	NA	NA	NA	NA	K05692	map04015, map04145, map04210, map04390, map04391, map04510, map04520, map04530, map04611, map04670, map04714, map04745, map04810, map04919, map04921, map05100, map05110, map05130, map05131, map05132, map05164, map05205, map05225, map05410, map05412, map05414, map05416, map05418	ACTC_PISOC | Actin, cytoplasmic OS=Pisaster ochraceus OX=7612 PE=3 SV=1	376	1e-215	F:GO:0005524; C:GO:0005737; C:GO:0005856	F:ATP binding; C:cytoplasm; C:cytoskeleton			IPR004000 (PFAM); IPR004001 (PROSITE_PATTERNS); IPR004001 (PROSITE_PATTERNS); IPR020902 (PROSITE_PATTERNS)	no GO terms	no GO terms	3398.84702064086	3.3449269879839	0.287724253511274	11.6254606525648	3.05938607669696e-31	1.64074875293258e-28
Avas.s005.g756.i1	homolog_cluster_12053	feoB	Ferrous iron transport protein B	0.0044	49.7	Thermoanaerobacterales	NA	NA	NA	NA	K04759	NA	------	469	NA					IPR006703 (PFAM)	F:GO:0005525	F:GTP binding	239.414365852023	1.9833339722707	0.351860476193118	5.63670575828516	1.73333903057741e-08	1.04448283381872e-06
Avas.s005.g810.i1	paralog_cluster_00387	NA	O-acyltransferase activity. It is involved in the biological process described with lipid metabolic process	6.7e-77	294.7	Arthropoda	NA	NA	NA	NA	NA	NA	PAG15_CANLF | Phospholipase A2 group XV OS=Canis lupus familiaris OX=9615 GN=PLA2G15 PE=1 SV=1	400	3.2e-66	P:GO:0044242; P:GO:0046470; F:GO:0004623; F:GO:0008374; F:GO:0046872; C:GO:0005615; C:GO:0005773	P:cellular lipid catabolic process; P:phosphatidylcholine metabolic process; F:phospholipase A2 activity; F:O-acyltransferase activity; F:metal ion binding; C:extracellular space; C:vacuole	EC:3.1.1.1; EC:3.1.1.4; EC:2.3.1	Carboxylesterase; Phospholipase A(2); Acyltransferases	IPR003386 (PFAM)	P:GO:0006629; F:GO:0008374	P:lipid metabolic process; F:O-acyltransferase activity	95.3538211741521	-2.32642806703225	0.476408044183774	-4.88326781093318	1.04342000211126e-06	4.38318130913004e-05
Avas.s005.g816.i1	paralog_cluster_00265	NA	aspartic-type endopeptidase activity. It is involved in the biological process described with proteolysis	2.2e-93	349.4	Arthropoda	NA	NA	NA	NA	NA	NA	ASPP_AEDAE | Lysosomal aspartic protease OS=Aedes aegypti OX=7159 GN=AAEL006169 PE=1 SV=2	385	6.5e-93	P:GO:0012501; P:GO:0019886; P:GO:0031667; P:GO:0042159; P:GO:0043280; P:GO:0070265; F:GO:0004190; F:GO:0005515; F:GO:0042277; C:GO:0005576; C:GO:0005765; C:GO:0005769; C:GO:0032009; C:GO:0035580; C:GO:0043202; C:GO:0045121; C:GO:1904813	P:programmed cell death; P:antigen processing and presentation of exogenous peptide antigen via MHC class II; P:response to nutrient levels; P:lipoprotein catabolic process; P:positive regulation of cysteine-type endopeptidase activity involved in apoptotic process; P:necrotic cell death; F:aspartic-type endopeptidase activity; F:protein binding; F:peptide binding; C:extracellular region; C:lysosomal membrane; C:early endosome; C:early phagosome; C:specific granule lumen; C:lysosomal lumen; C:membrane raft; C:ficolin-1-rich granule lumen	EC:3.4.23	Acting on peptide bonds (peptidases)	IPR033121 (PFAM); IPR001969 (PROSITE_PATTERNS); IPR001969 (PROSITE_PATTERNS); IPR033121 (PROSITE_PROFILES)	P:GO:0006508; F:GO:0004190	P:proteolysis; F:aspartic-type endopeptidase activity	594.581408623995	3.39411256639305	0.547091001592064	6.20392687234116	5.50713835322548e-10	4.21925471262118e-08
Avas.s005.g818.i1	paralog_cluster_01310	DCTD	dCMP deaminase activity	1.1e-60	239.6	Metazoa	EC:3.5.4.12	6	F:GO:0042802; P:GO:0006231; P:GO:0015949; F:GO:0004132; P:GO:0006226; C:GO:0005829	F:identical protein binding; P:dUMP biosynthetic process; P:nucleobase-containing small molecule interconversion; F:dCMP deaminase activity; C:cytosol; P:dTMP biosynthetic process	K01493	map00240, map01100	DCTD_POB | Deoxycytidylate deamise OS=Pongo abelii OX=9601 GN=DCTD PE=2 SV=1	172	2.8e-59	P:GO:0006226; P:GO:0006231; F:GO:0004132; F:GO:0008270; F:GO:0042802; C:GO:0005829	P:dUMP biosynthetic process; P:dTMP biosynthetic process; F:dCMP deamise activity; F:zinc ion binding; F:identical protein binding; C:cytosol	EC:3.5.4.12	dCMP deamise	IPR002125 (PFAM); IPR016192 (PROSITE_PATTERNS); IPR002125 (PROSITE_PROFILES)	F:GO:0008270; F:GO:0016787	F:zinc ion binding; F:hydrolase activity	143.763223910911	2.35953314514027	0.367476172568815	6.42091466406141	1.35457951589601e-10	1.14973717252922e-08
Avas.s005.g834.i1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	------	161	NA					no IPS match	no IPS match	no IPS match	1644.17702862199	-7.12197110923893	0.912911284038682	-7.80138358870056	6.12320764671973e-15	8.79609712750658e-13
Avas.s005.g852.i1	homolog_cluster_18394	ABCC4	ATP binding cassette subfamily C member 4	2.9e-116	427.2	Testudines	NA	NA	NA	NA	K05673	map01523, map02010, map04024, map04976	MRP4_HUMAN | ATP-binding cassette sub-family C member 4 OS=Homo sapiens OX=9606 GN=ABCC4 PE=1 SV=3	1332	2.3e-113	P:GO:0006869; P:GO:0010033; P:GO:0015718; P:GO:0015748; P:GO:0015849; P:GO:0016043; P:GO:0042908; P:GO:0048518; P:GO:0050794; P:GO:0051716; P:GO:0055085; P:GO:0071705; P:GO:0071715; P:GO:0140352; F:GO:0005319; F:GO:0140359; C:GO:0098590	P:lipid transport; P:response to organic substance; P:monocarboxylic acid transport; P:organophosphate ester transport; P:organic acid transport; P:cellular component organization; P:xenobiotic transport; P:positive regulation of biological process; P:regulation of cellular process; P:cellular response to stimulus; P:transmembrane transport; P:nitrogen compound transport; P:icosanoid transport; P:export from cell; F:lipid transporter activity; F:ABC-type transporter activity; C:plasma membrane region	EC:7	Translocases	IPR011527 (PFAM); IPR003439 (PFAM); IPR017871 (PROSITE_PATTERNS); IPR003439 (PROSITE_PROFILES); IPR003439 (PROSITE_PROFILES); IPR011527 (PROSITE_PROFILES); IPR011527 (PROSITE_PROFILES)	P:GO:0055085; F:GO:0005524; F:GO:0140359; C:GO:0016021	P:transmembrane transport; F:ATP binding; F:ABC-type transporter activity; C:integral component of membrane	22.136012857092	3.09262372741986	0.645351701147906	4.79215243706482	1.65001455509578e-06	6.636771044234e-05
