"transcript","L1"
"Avas.s001.g1844.i1","orphan_paralogs"
"Avas.s001.g185.i1","orphan_paralogs"
"Avas.s001.g186.i1","orphan_paralogs"
"Avas.s001.g1877.i1","orphan_paralogs"
"Avas.s001.g1883.i1","orphan_paralogs"
"Avas.s001.g1896.i1","orphan_paralogs"
"Avas.s001.g1903.i1","orphan_paralogs"
"Avas.s001.g1909.i1","orphan_paralogs"
"Avas.s001.g1929.i1","orphan_paralogs"
"Avas.s001.g1938.i1","orphan_paralogs"
"Avas.s001.g1941.i1","orphan_paralogs"
"Avas.s001.g1945.i1","orphan_paralogs"
"Avas.s001.g1949.i1","orphan_paralogs"
"Avas.s001.g1973.i1","orphan_paralogs"
"Avas.s001.g198.i1","orphan_paralogs"
"Avas.s001.g1987.i1","orphan_paralogs"
"Avas.s001.g199.i1","orphan_paralogs"
"Avas.s001.g1992.i1","orphan_paralogs"
"Avas.s001.g200.i1","orphan_paralogs"
"Avas.s001.g201.i1","orphan_paralogs"
"Avas.s001.g2010.i1","orphan_paralogs"
"Avas.s001.g2043.i1","orphan_paralogs"
"Avas.s001.g2044.i1","orphan_paralogs"
"Avas.s001.g2057.i1","orphan_paralogs"
"Avas.s001.g2067.i1","orphan_paralogs"
"Avas.s001.g2074.i1","orphan_paralogs"
"Avas.s001.g2088.i1","orphan_paralogs"
"Avas.s001.g2113.i1","orphan_paralogs"
"Avas.s001.g2142.i1","orphan_paralogs"
"Avas.s001.g2144.i1","orphan_paralogs"
"Avas.s001.g2156.i1","orphan_paralogs"
"Avas.s001.g2174.i1","orphan_paralogs"
"Avas.s001.g2179.i1","orphan_paralogs"
"Avas.s001.g2183.i1","orphan_paralogs"
"Avas.s001.g2205.i1","orphan_paralogs"
"Avas.s001.g2219.i1","orphan_paralogs"
"Avas.s001.g2221.i1","orphan_paralogs"
"Avas.s001.g2222.i1","orphan_paralogs"
"Avas.s001.g2247.i1","orphan_paralogs"
"Avas.s001.g2248.i1","orphan_paralogs"
"Avas.s001.g2253.i1","orphan_paralogs"
"Avas.s001.g2256.i1","orphan_paralogs"
"Avas.s001.g2257.i1","orphan_paralogs"
"Avas.s001.g226.i1","orphan_paralogs"
"Avas.s001.g260.i1","orphan_paralogs"
"Avas.s001.g287.i1","orphan_paralogs"
"Avas.s001.g306.i1","orphan_paralogs"
"Avas.s001.g318.i1","orphan_paralogs"
"Avas.s001.g47.i1","orphan_paralogs"
"Avas.s001.g505.i1","orphan_paralogs"
"Avas.s001.g567.i1","orphan_paralogs"
"Avas.s001.g604.i1","orphan_paralogs"
"Avas.s001.g621.i1","orphan_paralogs"
"Avas.s001.g645.i1","orphan_paralogs"
"Avas.s001.g715.i1","orphan_paralogs"
"Avas.s001.g72.i1","orphan_paralogs"
"Avas.s001.g732.i1","orphan_paralogs"
"Avas.s001.g748.i1","orphan_paralogs"
"Avas.s001.g759.i1","orphan_paralogs"
"Avas.s001.g761.i1","orphan_paralogs"
"Avas.s001.g790.i1","orphan_paralogs"
"Avas.s001.g791.i1","orphan_paralogs"
"Avas.s001.g792.i1","orphan_paralogs"
"Avas.s001.g793.i1","orphan_paralogs"
"Avas.s001.g794.i1","orphan_paralogs"
"Avas.s001.g796.i1","orphan_paralogs"
"Avas.s001.g816.i1","orphan_paralogs"
"Avas.s001.g831.i1","orphan_paralogs"
"Avas.s001.g843.i1","orphan_paralogs"
"Avas.s001.g845.i1","orphan_paralogs"
"Avas.s001.g853.i1","orphan_paralogs"
"Avas.s001.g868.i1","orphan_paralogs"
"Avas.s001.g874.i1","orphan_paralogs"
"Avas.s001.g887.i1","orphan_paralogs"
"Avas.s001.g893.i1","orphan_paralogs"
"Avas.s001.g928.i1","orphan_paralogs"
"Avas.s001.g956.i1","orphan_paralogs"
"Avas.s001.g979.i1","orphan_paralogs"
"Avas.s002.g1028.i1","orphan_paralogs"
"Avas.s002.g1029.i1","orphan_paralogs"
"Avas.s002.g134.i1","orphan_paralogs"
"Avas.s002.g141.i1","orphan_paralogs"
"Avas.s002.g149.i1","orphan_paralogs"
"Avas.s002.g166.i1","orphan_paralogs"
"Avas.s002.g174.i1","orphan_paralogs"
"Avas.s002.g176.i1","orphan_paralogs"
"Avas.s002.g200.i1","orphan_paralogs"
"Avas.s002.g23.i1","orphan_paralogs"
"Avas.s002.g243.i1","orphan_paralogs"
"Avas.s002.g25.i1","orphan_paralogs"
"Avas.s002.g250.i1","orphan_paralogs"
"Avas.s002.g251.i1","orphan_paralogs"
"Avas.s002.g252.i1","orphan_paralogs"
"Avas.s002.g256.i1","orphan_paralogs"
"Avas.s002.g260.i1","orphan_paralogs"
"Avas.s002.g28.i1","orphan_paralogs"
"Avas.s002.g284.i1","orphan_paralogs"
"Avas.s002.g285.i1","orphan_paralogs"
"Avas.s002.g286.i1","orphan_paralogs"
"Avas.s002.g288.i1","orphan_paralogs"
"Avas.s002.g31.i1","orphan_paralogs"
"Avas.s002.g33.i1","orphan_paralogs"
"Avas.s002.g34.i1","orphan_paralogs"
"Avas.s002.g344.i1","orphan_paralogs"
"Avas.s002.g367.i1","orphan_paralogs"
"Avas.s002.g377.i1","orphan_paralogs"
"Avas.s002.g378.i1","orphan_paralogs"
"Avas.s002.g38.i1","orphan_paralogs"
"Avas.s002.g391.i1","orphan_paralogs"
"Avas.s002.g418.i1","orphan_paralogs"
"Avas.s002.g427.i1","orphan_paralogs"
"Avas.s002.g429.i1","orphan_paralogs"
"Avas.s002.g43.i1","orphan_paralogs"
"Avas.s002.g46.i1","orphan_paralogs"
"Avas.s002.g51.i1","orphan_paralogs"
"Avas.s002.g566.i1","orphan_paralogs"
"Avas.s002.g70.i1","orphan_paralogs"
"Avas.s002.g79.i1","orphan_paralogs"
"Avas.s002.g81.i1","orphan_paralogs"
"Avas.s002.g89.i1","orphan_paralogs"
"Avas.s002.g99.i1","orphan_paralogs"
"Avas.s003.g1012.i1","orphan_paralogs"
"Avas.s003.g1013.i1","orphan_paralogs"
"Avas.s003.g1026.i1","orphan_paralogs"
"Avas.s003.g103.i1","orphan_paralogs"
"Avas.s003.g1047.i1","orphan_paralogs"
"Avas.s003.g1049.i1","orphan_paralogs"
"Avas.s003.g1064.i1","orphan_paralogs"
"Avas.s003.g112.i1","orphan_paralogs"
"Avas.s003.g14.i1","orphan_paralogs"
"Avas.s003.g15.i1","orphan_paralogs"
"Avas.s003.g184.i1","orphan_paralogs"
"Avas.s003.g185.i1","orphan_paralogs"
"Avas.s003.g218.i1","orphan_paralogs"
"Avas.s003.g260.i1","orphan_paralogs"
"Avas.s003.g275.i1","orphan_paralogs"
"Avas.s003.g285.i1","orphan_paralogs"
"Avas.s003.g287.i1","orphan_paralogs"
"Avas.s003.g291.i1","orphan_paralogs"
"Avas.s003.g312.i1","orphan_paralogs"
"Avas.s003.g314.i1","orphan_paralogs"
"Avas.s003.g341.i1","orphan_paralogs"
"Avas.s003.g344.i1","orphan_paralogs"
"Avas.s003.g357.i1","orphan_paralogs"
"Avas.s003.g364.i1","orphan_paralogs"
"Avas.s003.g368.i1","orphan_paralogs"
"Avas.s003.g370.i1","orphan_paralogs"
"Avas.s003.g372.i1","orphan_paralogs"
"Avas.s003.g375.i1","orphan_paralogs"
"Avas.s003.g379.i1","orphan_paralogs"
"Avas.s003.g382.i1","orphan_paralogs"
"Avas.s003.g385.i1","orphan_paralogs"
"Avas.s003.g390.i1","orphan_paralogs"
"Avas.s003.g424.i1","orphan_paralogs"
"Avas.s003.g478.i1","orphan_paralogs"
"Avas.s003.g51.i1","orphan_paralogs"
"Avas.s003.g513.i1","orphan_paralogs"
"Avas.s003.g518.i1","orphan_paralogs"
"Avas.s003.g519.i1","orphan_paralogs"
"Avas.s003.g52.i1","orphan_paralogs"
"Avas.s003.g524.i1","orphan_paralogs"
"Avas.s003.g526.i1","orphan_paralogs"
"Avas.s003.g535.i1","orphan_paralogs"
"Avas.s003.g54.i1","orphan_paralogs"
"Avas.s003.g540.i1","orphan_paralogs"
"Avas.s003.g564.i1","orphan_paralogs"
"Avas.s003.g678.i1","orphan_paralogs"
"Avas.s003.g69.i1","orphan_paralogs"
"Avas.s003.g710.i1","orphan_paralogs"
"Avas.s003.g749.i1","orphan_paralogs"
"Avas.s003.g878.i1","orphan_paralogs"
"Avas.s003.g926.i1","orphan_paralogs"
"Avas.s003.g955.i1","orphan_paralogs"
"Avas.s003.g957.i1","orphan_paralogs"
"Avas.s003.g970.i1","orphan_paralogs"
"Avas.s003.g993.i1","orphan_paralogs"
"Avas.s003.g995.i1","orphan_paralogs"
"Avas.s004.g107.i1","orphan_paralogs"
"Avas.s004.g12.i1","orphan_paralogs"
"Avas.s004.g138.i1","orphan_paralogs"
"Avas.s004.g140.i1","orphan_paralogs"
"Avas.s004.g150.i1","orphan_paralogs"
"Avas.s004.g153.i1","orphan_paralogs"
"Avas.s004.g192.i1","orphan_paralogs"
"Avas.s004.g201.i1","orphan_paralogs"
"Avas.s004.g217.i1","orphan_paralogs"
"Avas.s004.g252.i1","orphan_paralogs"
"Avas.s004.g26.i1","orphan_paralogs"
"Avas.s004.g267.i1","orphan_paralogs"
"Avas.s004.g278.i1","orphan_paralogs"
"Avas.s004.g29.i1","orphan_paralogs"
"Avas.s004.g3.i1","orphan_paralogs"
"Avas.s004.g309.i1","orphan_paralogs"
"Avas.s004.g324.i1","orphan_paralogs"
"Avas.s004.g371.i1","orphan_paralogs"
"Avas.s004.g390.i1","orphan_paralogs"
"Avas.s004.g412.i1","orphan_paralogs"
"Avas.s004.g417.i1","orphan_paralogs"
"Avas.s004.g44.i1","orphan_paralogs"
"Avas.s004.g54.i1","orphan_paralogs"
"Avas.s004.g585.i1","orphan_paralogs"
"Avas.s004.g586.i1","orphan_paralogs"
"Avas.s004.g600.i1","orphan_paralogs"
"Avas.s004.g608.i1","orphan_paralogs"
"Avas.s004.g626.i1","orphan_paralogs"
"Avas.s004.g651.i1","orphan_paralogs"
"Avas.s004.g671.i1","orphan_paralogs"
"Avas.s004.g676.i1","orphan_paralogs"
"Avas.s004.g680.i1","orphan_paralogs"
"Avas.s004.g681.i1","orphan_paralogs"
"Avas.s004.g713.i1","orphan_paralogs"
"Avas.s004.g725.i1","orphan_paralogs"
"Avas.s004.g726.i1","orphan_paralogs"
"Avas.s004.g745.i1","orphan_paralogs"
"Avas.s004.g76.i1","orphan_paralogs"
"Avas.s004.g768.i1","orphan_paralogs"
"Avas.s004.g775.i1","orphan_paralogs"
"Avas.s004.g776.i1","orphan_paralogs"
"Avas.s004.g782.i1","orphan_paralogs"
"Avas.s004.g800.i1","orphan_paralogs"
"Avas.s004.g905.i1","orphan_paralogs"
"Avas.s004.g907.i1","orphan_paralogs"
"Avas.s004.g91.i1","orphan_paralogs"
"Avas.s004.g948.i1","orphan_paralogs"
"Avas.s004.g969.i1","orphan_paralogs"
"Avas.s004.g974.i1","orphan_paralogs"
"Avas.s004.g978.i1","orphan_paralogs"
"Avas.s004.g982.i1","orphan_paralogs"
"Avas.s004.g985.i1","orphan_paralogs"
"Avas.s004.g989.i1","orphan_paralogs"
"Avas.s005.g1020.i1","orphan_paralogs"
"Avas.s005.g1028.i1","orphan_paralogs"
"Avas.s005.g1072.i1","orphan_paralogs"
"Avas.s005.g1089.i1","orphan_paralogs"
"Avas.s005.g1094.i1","orphan_paralogs"
"Avas.s005.g1119.i1","orphan_paralogs"
"Avas.s005.g1140.i1","orphan_paralogs"
"Avas.s005.g1143.i1","orphan_paralogs"
"Avas.s005.g1153.i1","orphan_paralogs"
"Avas.s005.g1159.i1","orphan_paralogs"
"Avas.s005.g1169.i1","orphan_paralogs"
"Avas.s005.g1170.i1","orphan_paralogs"
"Avas.s005.g1175.i1","orphan_paralogs"
"Avas.s005.g1183.i1","orphan_paralogs"
"Avas.s005.g1197.i1","orphan_paralogs"
"Avas.s005.g1224.i1","orphan_paralogs"
"Avas.s005.g1225.i1","orphan_paralogs"
"Avas.s005.g1228.i1","orphan_paralogs"
"Avas.s005.g1232.i1","orphan_paralogs"
"Avas.s005.g1236.i1","orphan_paralogs"
"Avas.s005.g15.i1","orphan_paralogs"
"Avas.s005.g217.i1","orphan_paralogs"
"Avas.s005.g225.i1","orphan_paralogs"
"Avas.s005.g235.i1","orphan_paralogs"
"Avas.s005.g240.i1","orphan_paralogs"
"Avas.s005.g251.i1","orphan_paralogs"
"Avas.s005.g259.i1","orphan_paralogs"
"Avas.s005.g267.i1","orphan_paralogs"
"Avas.s005.g283.i1","orphan_paralogs"
"Avas.s005.g284.i1","orphan_paralogs"
"Avas.s005.g302.i1","orphan_paralogs"
"Avas.s005.g323.i1","orphan_paralogs"
"Avas.s005.g325.i1","orphan_paralogs"
"Avas.s005.g326.i1","orphan_paralogs"
"Avas.s005.g370.i1","orphan_paralogs"
"Avas.s005.g387.i1","orphan_paralogs"
"Avas.s005.g390.i1","orphan_paralogs"
"Avas.s005.g417.i1","orphan_paralogs"
"Avas.s005.g418.i1","orphan_paralogs"
"Avas.s005.g435.i1","orphan_paralogs"
"Avas.s005.g436.i1","orphan_paralogs"
"Avas.s005.g444.i1","orphan_paralogs"
"Avas.s005.g486.i1","orphan_paralogs"
"Avas.s005.g488.i1","orphan_paralogs"
"Avas.s005.g495.i1","orphan_paralogs"
"Avas.s005.g501.i1","orphan_paralogs"
"Avas.s005.g504.i1","orphan_paralogs"
"Avas.s005.g505.i1","orphan_paralogs"
"Avas.s005.g511.i1","orphan_paralogs"
"Avas.s005.g516.i1","orphan_paralogs"
"Avas.s005.g522.i1","orphan_paralogs"
"Avas.s005.g523.i1","orphan_paralogs"
"Avas.s005.g576.i1","orphan_paralogs"
"Avas.s005.g606.i1","orphan_paralogs"
"Avas.s005.g622.i1","orphan_paralogs"
"Avas.s005.g624.i1","orphan_paralogs"
"Avas.s005.g632.i1","orphan_paralogs"
"Avas.s005.g652.i1","orphan_paralogs"
"Avas.s005.g663.i1","orphan_paralogs"
"Avas.s005.g672.i1","orphan_paralogs"
"Avas.s005.g703.i1","orphan_paralogs"
"Avas.s005.g716.i1","orphan_paralogs"
"Avas.s005.g742.i1","orphan_paralogs"
"Avas.s005.g756.i1","orphan_paralogs"
"Avas.s005.g769.i1","orphan_paralogs"
"Avas.s005.g778.i1","orphan_paralogs"
"Avas.s005.g793.i1","orphan_paralogs"
"Avas.s005.g810.i1","orphan_paralogs"
"Avas.s005.g811.i1","orphan_paralogs"
"Avas.s005.g816.i1","orphan_paralogs"
"Avas.s005.g818.i1","orphan_paralogs"
"Avas.s005.g826.i1","orphan_paralogs"
"Avas.s005.g852.i1","orphan_paralogs"
"Avas.s005.g857.i1","orphan_paralogs"
"Avas.s005.g861.i1","orphan_paralogs"
"Avas.s005.g865.i1","orphan_paralogs"
"Avas.s005.g871.i1","orphan_paralogs"
"Avas.s005.g897.i1","orphan_paralogs"
"Avas.s005.g898.i1","orphan_paralogs"
"Avas.s005.g900.i1","orphan_paralogs"
"Avas.s005.g910.i1","orphan_paralogs"
"Avas.s005.g931.i1","orphan_paralogs"
"Avas.s005.g948.i1","orphan_paralogs"
"Avas.s005.g949.i1","orphan_paralogs"
"Avas.s005.g958.i1","orphan_paralogs"
"Avas.s005.g961.i1","orphan_paralogs"
"Avas.s005.g978.i1","orphan_paralogs"
"Avas.s005.g991.i1","orphan_paralogs"
"Avas.s005.g997.i1","orphan_paralogs"
"Avas.s006.g1005.i1","orphan_paralogs"
"Avas.s006.g101.i1","orphan_paralogs"
"Avas.s006.g1024.i1","orphan_paralogs"
"Avas.s006.g1037.i1","orphan_paralogs"
"Avas.s006.g1039.i1","orphan_paralogs"
"Avas.s006.g1071.i1","orphan_paralogs"
"Avas.s006.g1081.i1","orphan_paralogs"
"Avas.s006.g1089.i1","orphan_paralogs"
"Avas.s006.g1096.i1","orphan_paralogs"
"Avas.s006.g1100.i1","orphan_paralogs"
"Avas.s006.g1115.i1","orphan_paralogs"
"Avas.s006.g1117.i1","orphan_paralogs"
"Avas.s006.g1118.i1","orphan_paralogs"
"Avas.s006.g134.i1","orphan_paralogs"
"Avas.s006.g135.i1","orphan_paralogs"
"Avas.s006.g137.i1","orphan_paralogs"
"Avas.s006.g149.i1","orphan_paralogs"
"Avas.s006.g151.i1","orphan_paralogs"
"Avas.s006.g170.i1","orphan_paralogs"
"Avas.s006.g181.i1","orphan_paralogs"
"Avas.s006.g199.i1","orphan_paralogs"
"Avas.s006.g21.i1","orphan_paralogs"
"Avas.s006.g227.i1","orphan_paralogs"
"Avas.s006.g230.i1","orphan_paralogs"
"Avas.s006.g234.i1","orphan_paralogs"
"Avas.s006.g24.i1","orphan_paralogs"
"Avas.s006.g252.i1","orphan_paralogs"
"Avas.s006.g255.i1","orphan_paralogs"
"Avas.s006.g266.i1","orphan_paralogs"
"Avas.s006.g268.i1","orphan_paralogs"
"Avas.s006.g281.i1","orphan_paralogs"
"Avas.s006.g306.i1","orphan_paralogs"
"Avas.s006.g361.i1","orphan_paralogs"
"Avas.s006.g363.i1","orphan_paralogs"
"Avas.s006.g368.i1","orphan_paralogs"
"Avas.s006.g390.i1","orphan_paralogs"
"Avas.s006.g404.i1","orphan_paralogs"
"Avas.s006.g406.i1","orphan_paralogs"
"Avas.s006.g407.i1","orphan_paralogs"
"Avas.s006.g431.i1","orphan_paralogs"
"Avas.s006.g439.i1","orphan_paralogs"
"Avas.s006.g458.i1","orphan_paralogs"
"Avas.s006.g477.i1","orphan_paralogs"
"Avas.s006.g478.i1","orphan_paralogs"
"Avas.s006.g479.i1","orphan_paralogs"
"Avas.s006.g482.i1","orphan_paralogs"
"Avas.s006.g483.i1","orphan_paralogs"
"Avas.s006.g506.i1","orphan_paralogs"
"Avas.s006.g510.i1","orphan_paralogs"
"Avas.s006.g515.i1","orphan_paralogs"
"Avas.s006.g523.i1","orphan_paralogs"
"Avas.s006.g527.i1","orphan_paralogs"
"Avas.s006.g533.i1","orphan_paralogs"
"Avas.s006.g555.i1","orphan_paralogs"
"Avas.s006.g576.i1","orphan_paralogs"
"Avas.s006.g611.i1","orphan_paralogs"
"Avas.s006.g626.i1","orphan_paralogs"
"Avas.s006.g63.i1","orphan_paralogs"
"Avas.s006.g71.i1","orphan_paralogs"
"Avas.s006.g72.i1","orphan_paralogs"
"Avas.s006.g74.i1","orphan_paralogs"
"Avas.s006.g77.i1","orphan_paralogs"
"Avas.s006.g796.i1","orphan_paralogs"
"Avas.s006.g81.i1","orphan_paralogs"
"Avas.s006.g814.i1","orphan_paralogs"
"Avas.s006.g833.i1","orphan_paralogs"
"Avas.s006.g858.i1","orphan_paralogs"
"Avas.s006.g859.i1","orphan_paralogs"
"Avas.s006.g88.i1","orphan_paralogs"
"Avas.s006.g902.i1","orphan_paralogs"
"Avas.s006.g907.i1","orphan_paralogs"
"Avas.s006.g919.i1","orphan_paralogs"
"Avas.s006.g921.i1","orphan_paralogs"
"Avas.s006.g962.i1","orphan_paralogs"
"Avas.s006.g968.i1","orphan_paralogs"
"Avas.s006.g970.i1","orphan_paralogs"
"Avas.s007.g100.i1","orphan_paralogs"
"Avas.s007.g127.i1","orphan_paralogs"
"Avas.s007.g140.i1","orphan_paralogs"
"Avas.s007.g145.i1","orphan_paralogs"
"Avas.s007.g221.i1","orphan_paralogs"
"Avas.s007.g224.i1","orphan_paralogs"
"Avas.s007.g228.i1","orphan_paralogs"
"Avas.s007.g233.i1","orphan_paralogs"
"Avas.s007.g249.i1","orphan_paralogs"
"Avas.s007.g258.i1","orphan_paralogs"
"Avas.s007.g279.i1","orphan_paralogs"
"Avas.s007.g300.i1","orphan_paralogs"
"Avas.s007.g32.i1","orphan_paralogs"
"Avas.s007.g329.i1","orphan_paralogs"
"Avas.s007.g345.i1","orphan_paralogs"
"Avas.s007.g369.i1","orphan_paralogs"
"Avas.s007.g388.i1","orphan_paralogs"
"Avas.s007.g395.i1","orphan_paralogs"
"Avas.s007.g422.i1","orphan_paralogs"
"Avas.s007.g465.i1","orphan_paralogs"
"Avas.s007.g479.i1","orphan_paralogs"
"Avas.s007.g480.i1","orphan_paralogs"
"Avas.s007.g483.i1","orphan_paralogs"
"Avas.s007.g492.i1","orphan_paralogs"
"Avas.s007.g497.i1","orphan_paralogs"
"Avas.s007.g499.i1","orphan_paralogs"
"Avas.s007.g506.i1","orphan_paralogs"
"Avas.s007.g54.i1","orphan_paralogs"
"Avas.s007.g57.i1","orphan_paralogs"
"Avas.s007.g591.i1","orphan_paralogs"
"Avas.s007.g677.i1","orphan_paralogs"
"Avas.s007.g679.i1","orphan_paralogs"
"Avas.s007.g693.i1","orphan_paralogs"
"Avas.s007.g701.i1","orphan_paralogs"
"Avas.s007.g705.i1","orphan_paralogs"
"Avas.s007.g713.i1","orphan_paralogs"
"Avas.s007.g732.i1","orphan_paralogs"
"Avas.s007.g733.i1","orphan_paralogs"
"Avas.s007.g734.i1","orphan_paralogs"
"Avas.s007.g759.i1","orphan_paralogs"
"Avas.s007.g790.i1","orphan_paralogs"
"Avas.s007.g798.i1","orphan_paralogs"
"Avas.s007.g799.i1","orphan_paralogs"
"Avas.s007.g806.i1","orphan_paralogs"
"Avas.s007.g813.i1","orphan_paralogs"
"Avas.s007.g814.i1","orphan_paralogs"
"Avas.s007.g848.i1","orphan_paralogs"
"Avas.s007.g862.i1","orphan_paralogs"
"Avas.s007.g864.i1","orphan_paralogs"
"Avas.s007.g866.i1","orphan_paralogs"
"Avas.s007.g90.i1","orphan_paralogs"
"Avas.s008.g1043.i1","orphan_paralogs"
"Avas.s008.g1050.i1","orphan_paralogs"
"Avas.s008.g1068.i1","orphan_paralogs"
"Avas.s008.g11.i1","orphan_paralogs"
"Avas.s008.g130.i1","orphan_paralogs"
"Avas.s008.g132.i1","orphan_paralogs"
"Avas.s008.g138.i1","orphan_paralogs"
"Avas.s008.g143.i1","orphan_paralogs"
"Avas.s008.g149.i1","orphan_paralogs"
"Avas.s008.g161.i1","orphan_paralogs"
"Avas.s008.g167.i1","orphan_paralogs"
"Avas.s008.g174.i1","orphan_paralogs"
"Avas.s008.g185.i1","orphan_paralogs"
"Avas.s008.g2.i1","orphan_paralogs"
"Avas.s008.g209.i1","orphan_paralogs"
"Avas.s008.g236.i1","orphan_paralogs"
"Avas.s008.g238.i1","orphan_paralogs"
"Avas.s008.g241.i1","orphan_paralogs"
"Avas.s008.g25.i1","orphan_paralogs"
"Avas.s008.g276.i1","orphan_paralogs"
"Avas.s008.g282.i1","orphan_paralogs"
"Avas.s008.g283.i1","orphan_paralogs"
"Avas.s008.g307.i1","orphan_paralogs"
"Avas.s008.g311.i1","orphan_paralogs"
"Avas.s008.g318.i1","orphan_paralogs"
"Avas.s008.g39.i1","orphan_paralogs"
"Avas.s008.g421.i1","orphan_paralogs"
"Avas.s008.g457.i1","orphan_paralogs"
"Avas.s008.g477.i1","orphan_paralogs"
"Avas.s008.g483.i1","orphan_paralogs"
"Avas.s008.g484.i1","orphan_paralogs"
"Avas.s008.g490.i1","orphan_paralogs"
"Avas.s008.g549.i1","orphan_paralogs"
"Avas.s008.g563.i1","orphan_paralogs"
"Avas.s008.g607.i1","orphan_paralogs"
"Avas.s008.g617.i1","orphan_paralogs"
"Avas.s008.g622.i1","orphan_paralogs"
"Avas.s008.g628.i1","orphan_paralogs"
"Avas.s008.g660.i1","orphan_paralogs"
"Avas.s008.g664.i1","orphan_paralogs"
"Avas.s008.g665.i1","orphan_paralogs"
"Avas.s008.g669.i1","orphan_paralogs"
"Avas.s008.g687.i1","orphan_paralogs"
"Avas.s008.g719.i1","orphan_paralogs"
"Avas.s008.g741.i1","orphan_paralogs"
"Avas.s008.g748.i1","orphan_paralogs"
"Avas.s008.g75.i1","orphan_paralogs"
"Avas.s008.g752.i1","orphan_paralogs"
"Avas.s008.g773.i1","orphan_paralogs"
"Avas.s008.g781.i1","orphan_paralogs"
"Avas.s008.g783.i1","orphan_paralogs"
"Avas.s008.g787.i1","orphan_paralogs"
"Avas.s008.g828.i1","orphan_paralogs"
"Avas.s008.g834.i1","orphan_paralogs"
"Avas.s008.g839.i1","orphan_paralogs"
"Avas.s008.g84.i1","orphan_paralogs"
"Avas.s008.g85.i1","orphan_paralogs"
"Avas.s008.g854.i1","orphan_paralogs"
"Avas.s008.g879.i1","orphan_paralogs"
"Avas.s008.g902.i1","orphan_paralogs"
"Avas.s008.g910.i1","orphan_paralogs"
"Avas.s008.g926.i1","orphan_paralogs"
"Avas.s008.g927.i1","orphan_paralogs"
"Avas.s008.g940.i1","orphan_paralogs"
"Avas.s008.g942.i1","orphan_paralogs"
"Avas.s008.g943.i1","orphan_paralogs"
"Avas.s008.g946.i1","orphan_paralogs"
"Avas.s008.g975.i1","orphan_paralogs"
"Avas.s009.g153.i1","orphan_paralogs"
"Avas.s009.g158.i1","orphan_paralogs"
"Avas.s009.g209.i1","orphan_paralogs"
"Avas.s009.g261.i1","orphan_paralogs"
"Avas.s009.g263.i1","orphan_paralogs"
"Avas.s009.g265.i1","orphan_paralogs"
