"transcript","L1"
"Avas.s009.g280.i1","paralog_cluster_00497"
"Avas.s013.g153.i1","paralog_cluster_00538"
"Avas.s013.g64.i1","paralog_cluster_00538"
"Avas.s013.g65.i1","paralog_cluster_00538"
"Avas.s013.g73.i1","paralog_cluster_00538"
"Avas.s006.g970.i1","paralog_cluster_00562"
"Avas.s008.g483.i1","paralog_cluster_00562"
"Avas.s008.g484.i1","paralog_cluster_00562"
"Avas.s011.g448.i1","paralog_cluster_00562"
"Avas.s016.g72.i1","paralog_cluster_00562"
"Avas.s016.g73.i1","paralog_cluster_00562"
"Avas.s016.g74.i1","paralog_cluster_00562"
"Avas.s016.g77.i1","paralog_cluster_00562"
"Avas.s015.g234.i1","paralog_cluster_00588"
"Avas.s028.g1.i1","paralog_cluster_00588"
"Avas.s007.g679.i1","paralog_cluster_00591"
"Avas.s007.g480.i1","paralog_cluster_00629"
"Avas.s007.g465.i1","paralog_cluster_00633"
"Avas.s007.g866.i1","paralog_cluster_00633"
"Avas.s015.g146.i1","paralog_cluster_00633"
"Avas.s015.g463.i1","paralog_cluster_00633"
"Avas.s015.g491.i1","paralog_cluster_00633"
"Avas.s023.g62.i1","paralog_cluster_00633"
"Avas.s010.g599.i1","paralog_cluster_00702"
"Avas.s006.g814.i1","paralog_cluster_00707"
"Avas.s021.g106.i1","paralog_cluster_00710"
"Avas.s021.g416.i1","paralog_cluster_00710"
"Avas.s021.g418.i1","paralog_cluster_00710"
"Avas.s020.g476.i1","paralog_cluster_00836"
"Avas.s019.g272.i1","paralog_cluster_00837"
"Avas.s019.g276.i1","paralog_cluster_00837"
"Avas.s060.g3.i1","paralog_cluster_00842"
"Avas.s002.g81.i1","paralog_cluster_00887"
"Avas.s001.g1065.i1","paralog_cluster_00939"
"Avas.s006.g63.i1","paralog_cluster_00939"
"Avas.s009.g261.i1","paralog_cluster_00947"
"Avas.s009.g263.i1","paralog_cluster_00947"
"Avas.s009.g265.i1","paralog_cluster_00947"
"Avas.s009.g269.i1","paralog_cluster_00947"
"Avas.s009.g270.i1","paralog_cluster_00947"
"Avas.s009.g271.i1","paralog_cluster_00947"
"Avas.s009.g272.i1","paralog_cluster_00947"
"Avas.s001.g133.i1","paralog_cluster_01007"
"Avas.s001.g138.i1","paralog_cluster_01007"
"Avas.s001.g173.i1","paralog_cluster_01007"
"Avas.s001.g177.i1","paralog_cluster_01007"
"Avas.s001.g179.i1","paralog_cluster_01007"
"Avas.s001.g184.i1","paralog_cluster_01007"
"Avas.s001.g185.i1","paralog_cluster_01007"
"Avas.s011.g480.i1","paralog_cluster_01019"
"Avas.s008.g926.i1","paralog_cluster_01081"
"Avas.s008.g927.i1","paralog_cluster_01081"
"Avas.s001.g1938.i1","paralog_cluster_01156"
"Avas.s020.g448.i1","paralog_cluster_01256"
"Avas.s020.g451.i1","paralog_cluster_01256"
"Avas.s020.g456.i1","paralog_cluster_01256"
"Avas.s015.g228.i1","paralog_cluster_01342"
"Avas.s015.g230.i1","paralog_cluster_01342"
"Avas.s008.g311.i1","paralog_cluster_01356"
"Avas.s009.g69.i1","paralog_cluster_01359"
"Avas.s001.g1166.i1","paralog_cluster_01467"
"Avas.s014.g1.i1","paralog_cluster_01471"
"Avas.s001.g199.i1","paralog_cluster_01633"
"Avas.s001.g200.i1","paralog_cluster_01633"
"Avas.s001.g201.i1","paralog_cluster_01633"
"Avas.s008.g943.i1","paralog_cluster_01633"
"Avas.s001.g761.i1","paralog_cluster_01634"
"Avas.s015.g216.i1","paralog_cluster_01634"
"Avas.s001.g790.i1","paralog_cluster_01884"
"Avas.s001.g791.i1","paralog_cluster_01884"
"Avas.s001.g792.i1","paralog_cluster_01884"
"Avas.s001.g793.i1","paralog_cluster_01884"
"Avas.s001.g794.i1","paralog_cluster_01884"
"Avas.s001.g853.i1","paralog_cluster_01884"
"Avas.s001.g868.i1","paralog_cluster_01884"
"Avas.s004.g768.i1","paralog_cluster_01896"
"Avas.s004.g776.i1","paralog_cluster_01896"
"Avas.s006.g833.i1","paralog_cluster_01908"
"Avas.s016.g112.i1","paralog_cluster_01908"
"Avas.s016.g113.i1","paralog_cluster_01908"
"Avas.s016.g117.i1","paralog_cluster_01908"
"Avas.s016.g120.i1","paralog_cluster_01908"
"Avas.s016.g121.i1","paralog_cluster_01908"
"Avas.s014.g199.i1","paralog_cluster_01922"
"Avas.s001.g107.i1","paralog_cluster_02133"
"Avas.s001.g567.i1","paralog_cluster_02469"
"Avas.s023.g258.i1","paralog_cluster_02469"
"Avas.s001.g1688.i1","paralog_cluster_02480"
"Avas.s020.g393.i1","paralog_cluster_02480"
"Avas.s009.g209.i1","paralog_cluster_02482"
"Avas.s019.g43.i1","paralog_cluster_02533"
"Avas.s019.g60.i1","paralog_cluster_02534"
"Avas.s009.g662.i1","paralog_cluster_02554"
"Avas.s009.g692.i1","paralog_cluster_02554"
"Avas.s009.g693.i1","paralog_cluster_02554"
"Avas.s010.g630.i1","paralog_cluster_02558"
"Avas.s013.g116.i1","paralog_cluster_02823"
"Avas.s006.g404.i1","paralog_cluster_02847"
"Avas.s006.g406.i1","paralog_cluster_02847"
"Avas.s014.g625.i1","paralog_cluster_02847"
"Avas.s001.g306.i1","paralog_cluster_03126"
"Avas.s008.g617.i1","paralog_cluster_03130"
"Avas.s001.g1193.i1","paralog_cluster_03137"
"Avas.s002.g200.i1","paralog_cluster_03162"
"Avas.s004.g201.i1","paralog_cluster_03173"
"Avas.s004.g76.i1","paralog_cluster_03173"
"Avas.s006.g907.i1","paralog_cluster_03191"
"Avas.s007.g693.i1","paralog_cluster_03191"
"Avas.s006.g134.i1","paralog_cluster_03196"
"Avas.s006.g135.i1","paralog_cluster_03196"
"Avas.s006.g137.i1","paralog_cluster_03196"
"Avas.s006.g1096.i1","paralog_cluster_03202"
"Avas.s020.g225.i1","paralog_cluster_03463"
"Avas.s002.g250.i1","paralog_cluster_03483"
"Avas.s002.g251.i1","paralog_cluster_03483"
"Avas.s002.g252.i1","paralog_cluster_03483"
"Avas.s020.g63.i1","paralog_cluster_03489"
"Avas.s009.g549.i1","paralog_cluster_03510"
"Avas.s020.g532.i1","paralog_cluster_03510"
"Avas.s011.g181.i1","paralog_cluster_03525"
"Avas.s011.g182.i1","paralog_cluster_03525"
"Avas.s011.g184.i1","paralog_cluster_03525"
"Avas.s013.g19.i1","paralog_cluster_03525"
"Avas.s013.g20.i1","paralog_cluster_03525"
"Avas.s009.g403.i1","paralog_cluster_03550"
"Avas.s013.g103.i1","paralog_cluster_03557"
"Avas.s018.g146.i1","paralog_cluster_03557"
"Avas.s088.g1.i1","paralog_cluster_03557"
"Avas.s088.g2.i1","paralog_cluster_03557"
"Avas.s001.g72.i1","paralog_cluster_03818"
"Avas.s001.g1896.i1","paralog_cluster_03830"
"Avas.s001.g2113.i1","paralog_cluster_03832"
"Avas.s001.g2257.i1","paralog_cluster_03832"
"Avas.s014.g712.i1","paralog_cluster_03913"
"Avas.s015.g73.i1","paralog_cluster_04173"
"Avas.s001.g1716.i1","paralog_cluster_04178"
"Avas.s001.g1717.i1","paralog_cluster_04178"
"Avas.s015.g222.i1","paralog_cluster_04180"
"Avas.s003.g878.i1","paralog_cluster_04197"
"Avas.s044.g4.i1","paralog_cluster_04197"
"Avas.s004.g726.i1","paralog_cluster_04205"
"Avas.s016.g187.i1","paralog_cluster_04207"
"Avas.s005.g495.i1","paralog_cluster_04208"
"Avas.s007.g479.i1","paralog_cluster_04212"
"Avas.s011.g183.i1","paralog_cluster_04236"
"Avas.s011.g185.i1","paralog_cluster_04236"
"Avas.s013.g597.i1","paralog_cluster_04237"
"Avas.s016.g152.i1","paralog_cluster_04246"
"Avas.s019.g342.i1","paralog_cluster_04246"
"Avas.s001.g260.i1","paralog_cluster_04550"
"Avas.s008.g477.i1","paralog_cluster_04550"
"Avas.s001.g1524.i1","paralog_cluster_04559"
"Avas.s014.g490.i1","paralog_cluster_04579"
"Avas.s004.g412.i1","paralog_cluster_04583"
"Avas.s007.g492.i1","paralog_cluster_04583"
"Avas.s009.g467.i1","paralog_cluster_04584"
"Avas.s006.g796.i1","paralog_cluster_04596"
"Avas.s011.g89.i1","paralog_cluster_04596"
"Avas.s007.g54.i1","paralog_cluster_04598"
"Avas.s016.g375.i1","paralog_cluster_04605"
"Avas.s008.g318.i1","paralog_cluster_04610"
"Avas.s008.g787.i1","paralog_cluster_04613"
"Avas.s019.g269.i1","paralog_cluster_04626"
"Avas.s019.g81.i1","paralog_cluster_04626"
"Avas.s018.g194.i1","paralog_cluster_04992"
"Avas.s010.g656.i1","paralog_cluster_04999"
"Avas.s009.g158.i1","paralog_cluster_05001"
"Avas.s004.g267.i1","paralog_cluster_05013"
"Avas.s005.g501.i1","paralog_cluster_05022"
"Avas.s005.g504.i1","paralog_cluster_05022"
"Avas.s005.g505.i1","paralog_cluster_05022"
"Avas.s005.g511.i1","paralog_cluster_05022"
"Avas.s006.g72.i1","paralog_cluster_05030"
"Avas.s006.g74.i1","paralog_cluster_05031"
"Avas.s008.g238.i1","paralog_cluster_05034"
"Avas.s015.g249.i1","paralog_cluster_05036"
"Avas.s033.g15.i1","paralog_cluster_05036"
"Avas.s009.g584.i1","paralog_cluster_05040"
"Avas.s009.g585.i1","paralog_cluster_05040"
"Avas.s022.g289.i1","paralog_cluster_05045"
"Avas.s011.g510.i1","paralog_cluster_05046"
"Avas.s011.g515.i1","paralog_cluster_05046"
"Avas.s011.g516.i1","paralog_cluster_05046"
"Avas.s011.g518.i1","paralog_cluster_05046"
"Avas.s011.g520.i1","paralog_cluster_05046"
"Avas.s013.g544.i1","paralog_cluster_05049"
"Avas.s023.g138.i1","paralog_cluster_05068"
"Avas.s001.g1740.i1","paralog_cluster_05516"
"Avas.s001.g2044.i1","paralog_cluster_05517"
"Avas.s001.g2183.i1","paralog_cluster_05521"
"Avas.s008.g209.i1","paralog_cluster_05521"
"Avas.s002.g70.i1","paralog_cluster_05523"
"Avas.s002.g141.i1","paralog_cluster_05524"
"Avas.s007.g483.i1","paralog_cluster_05526"
"Avas.s006.g902.i1","paralog_cluster_05528"
"Avas.s003.g926.i1","paralog_cluster_05532"
"Avas.s003.g1012.i1","paralog_cluster_05533"
"Avas.s004.g309.i1","paralog_cluster_05535"
"Avas.s005.g217.i1","paralog_cluster_05538"
"Avas.s011.g208.i1","paralog_cluster_05545"
"Avas.s006.g266.i1","paralog_cluster_05548"
"Avas.s006.g268.i1","paralog_cluster_05548"
"Avas.s006.g1071.i1","paralog_cluster_05550"
"Avas.s006.g482.i1","paralog_cluster_05550"
"Avas.s006.g611.i1","paralog_cluster_05553"
"Avas.s011.g191.i1","paralog_cluster_05553"
"Avas.s006.g1005.i1","paralog_cluster_05555"
"Avas.s016.g93.i1","paralog_cluster_05556"
"Avas.s016.g94.i1","paralog_cluster_05556"
"Avas.s007.g100.i1","paralog_cluster_05557"
"Avas.s007.g90.i1","paralog_cluster_05557"
"Avas.s008.g75.i1","paralog_cluster_05559"
"Avas.s008.g975.i1","paralog_cluster_05565"
"Avas.s010.g660.i1","paralog_cluster_05578"
"Avas.s013.g512.i1","paralog_cluster_05585"
"Avas.s013.g513.i1","paralog_cluster_05585"
"Avas.s014.g568.i1","paralog_cluster_05588"
"Avas.s014.g546.i1","paralog_cluster_05589"
"Avas.s016.g210.i1","paralog_cluster_05594"
"Avas.s017.g148.i1","paralog_cluster_05595"
"Avas.s003.g341.i1","paralog_cluster_06177"
"Avas.s007.g734.i1","paralog_cluster_06185"
"Avas.s001.g1718.i1","paralog_cluster_06186"
"Avas.s010.g548.i1","paralog_cluster_06187"
"Avas.s002.g46.i1","paralog_cluster_06193"
"Avas.s002.g284.i1","paralog_cluster_06196"
"Avas.s047.g4.i1","paralog_cluster_06205"
"Avas.s047.g8.i1","paralog_cluster_06205"
"Avas.s003.g519.i1","paralog_cluster_06210"
"Avas.s004.g29.i1","paralog_cluster_06217"
"Avas.s004.g680.i1","paralog_cluster_06222"
"Avas.s009.g408.i1","paralog_cluster_06226"
"Avas.s005.g897.i1","paralog_cluster_06231"
"Avas.s005.g900.i1","paralog_cluster_06231"
"Avas.s005.g1183.i1","paralog_cluster_06244"
"Avas.s007.g506.i1","paralog_cluster_06248"
"Avas.s006.g252.i1","paralog_cluster_06250"
"Avas.s006.g576.i1","paralog_cluster_06254"
"Avas.s006.g1024.i1","paralog_cluster_06258"
"Avas.s016.g373.i1","paralog_cluster_06258"
"Avas.s006.g1039.i1","paralog_cluster_06259"
"Avas.s006.g1100.i1","paralog_cluster_06261"
"Avas.s023.g164.i1","paralog_cluster_06287"
"Avas.s010.g666.i1","paralog_cluster_06291"
"Avas.s010.g667.i1","paralog_cluster_06291"
"Avas.s013.g123.i1","paralog_cluster_06307"
"Avas.s014.g260.i1","paralog_cluster_06310"
"Avas.s015.g319.i1","paralog_cluster_06313"
"Avas.s015.g288.i1","paralog_cluster_06314"
"Avas.s015.g290.i1","paralog_cluster_06314"
"Avas.s015.g362.i1","paralog_cluster_06316"
"Avas.s016.g150.i1","paralog_cluster_06320"
"Avas.s020.g161.i1","paralog_cluster_06333"
"Avas.s021.g141.i1","paralog_cluster_06340"
"Avas.s021.g142.i1","paralog_cluster_06340"
"Avas.s021.g143.i1","paralog_cluster_06340"
"Avas.s001.g106.i1","paralog_cluster_07113"
"Avas.s003.g382.i1","paralog_cluster_07118"
"Avas.s001.g1051.i1","paralog_cluster_07129"
"Avas.s001.g1325.i1","paralog_cluster_07141"
"Avas.s001.g1481.i1","paralog_cluster_07142"
"Avas.s001.g1973.i1","paralog_cluster_07147"
"Avas.s011.g65.i1","paralog_cluster_07148"
"Avas.s002.g256.i1","paralog_cluster_07158"
"Avas.s002.g391.i1","paralog_cluster_07162"
"Avas.s003.g1013.i1","paralog_cluster_07185"
"Avas.s004.g782.i1","paralog_cluster_07198"
"Avas.s005.g326.i1","paralog_cluster_07202"
"Avas.s005.g522.i1","paralog_cluster_07205"
"Avas.s005.g948.i1","paralog_cluster_07217"
"Avas.s005.g1225.i1","paralog_cluster_07225"
"Avas.s006.g71.i1","paralog_cluster_07226"
"Avas.s006.g478.i1","paralog_cluster_07232"
"Avas.s018.g100.i1","paralog_cluster_07232"
"Avas.s006.g479.i1","paralog_cluster_07233"
"Avas.s006.g483.i1","paralog_cluster_07233"
"Avas.s006.g527.i1","paralog_cluster_07238"
"Avas.s008.g1050.i1","paralog_cluster_07285"
"Avas.s012.g302.i1","paralog_cluster_07315"
"Avas.s014.g20.i1","paralog_cluster_07322"
"Avas.s014.g588.i1","paralog_cluster_07335"
"Avas.s014.g646.i1","paralog_cluster_07335"
"Avas.s015.g316.i1","paralog_cluster_07343"
"Avas.s015.g524.i1","paralog_cluster_07346"
"Avas.s016.g128.i1","paralog_cluster_07347"
"Avas.s016.g344.i1","paralog_cluster_07351"
"Avas.s018.g46.i1","paralog_cluster_07356"
"Avas.s020.g228.i1","paralog_cluster_07364"
"Avas.s021.g48.i1","paralog_cluster_07367"
"Avas.s021.g443.i1","paralog_cluster_07374"
"Avas.s022.g331.i1","paralog_cluster_07378"
"Avas.s011.g444.i1","paralog_cluster_08238"
"Avas.s006.g101.i1","paralog_cluster_08263"
"Avas.s001.g928.i1","paralog_cluster_08392"
"Avas.s001.g621.i1","paralog_cluster_08415"
"Avas.s001.g887.i1","paralog_cluster_08423"
"Avas.s001.g979.i1","paralog_cluster_08428"
"Avas.s001.g1155.i1","paralog_cluster_08436"
"Avas.s001.g2253.i1","paralog_cluster_08477"
"Avas.s001.g1945.i1","paralog_cluster_08480"
"Avas.s001.g2142.i1","paralog_cluster_08496"
"Avas.s001.g2156.i1","paralog_cluster_08497"
"Avas.s010.g42.i1","paralog_cluster_08505"
"Avas.s002.g23.i1","paralog_cluster_08508"
"Avas.s002.g25.i1","paralog_cluster_08509"
"Avas.s002.g33.i1","paralog_cluster_08510"
"Avas.s002.g43.i1","paralog_cluster_08511"
"Avas.s002.g99.i1","paralog_cluster_08518"
"Avas.s002.g286.i1","paralog_cluster_08527"
"Avas.s002.g288.i1","paralog_cluster_08527"
"Avas.s002.g377.i1","paralog_cluster_08528"
"Avas.s002.g418.i1","paralog_cluster_08529"
"Avas.s008.g628.i1","paralog_cluster_08529"
"Avas.s003.g69.i1","paralog_cluster_08546"
"Avas.s003.g344.i1","paralog_cluster_08557"
"Avas.s003.g513.i1","paralog_cluster_08565"
"Avas.s003.g535.i1","paralog_cluster_08567"
"Avas.s003.g995.i1","paralog_cluster_08578"
"Avas.s004.g91.i1","paralog_cluster_08601"
"Avas.s004.g107.i1","paralog_cluster_08603"
"Avas.s005.g284.i1","paralog_cluster_08625"
"Avas.s005.g370.i1","paralog_cluster_08631"
"Avas.s005.g606.i1","paralog_cluster_08650"
"Avas.s005.g1119.i1","paralog_cluster_08664"
"Avas.s021.g121.i1","paralog_cluster_08673"
"Avas.s005.g1170.i1","paralog_cluster_08675"
"Avas.s006.g149.i1","paralog_cluster_08683"
"Avas.s046.g7.i1","paralog_cluster_08709"
"Avas.s025.g111.i1","paralog_cluster_08718"
"Avas.s007.g258.i1","paralog_cluster_08727"
"Avas.s007.g705.i1","paralog_cluster_08742"
"Avas.s007.g713.i1","paralog_cluster_08743"
"Avas.s007.g813.i1","paralog_cluster_08747"
"Avas.s007.g862.i1","paralog_cluster_08752"
"Avas.s008.g490.i1","paralog_cluster_08778"
"Avas.s008.g719.i1","paralog_cluster_08787"
"Avas.s008.g942.i1","paralog_cluster_08799"
"Avas.s009.g153.i1","paralog_cluster_08811"
"Avas.s009.g295.i1","paralog_cluster_08817"
"Avas.s009.g340.i1","paralog_cluster_08819"
"Avas.s009.g461.i1","paralog_cluster_08824"
"Avas.s009.g501.i1","paralog_cluster_08825"
"Avas.s009.g502.i1","paralog_cluster_08825"
"Avas.s009.g531.i1","paralog_cluster_08829"
"Avas.s010.g387.i1","paralog_cluster_08842"
"Avas.s010.g473.i1","paralog_cluster_08848"
"Avas.s010.g696.i1","paralog_cluster_08854"
"Avas.s011.g38.i1","paralog_cluster_08860"
"Avas.s011.g210.i1","paralog_cluster_08866"
"Avas.s020.g421.i1","paralog_cluster_08873"
"Avas.s011.g702.i1","paralog_cluster_08879"
"Avas.s013.g133.i1","paralog_cluster_08888"
"Avas.s013.g471.i1","paralog_cluster_08894"
"Avas.s013.g542.i1","paralog_cluster_08896"
"Avas.s014.g126.i1","paralog_cluster_08912"
"Avas.s014.g658.i1","paralog_cluster_08921"
"Avas.s015.g300.i1","paralog_cluster_08933"
"Avas.s015.g503.i1","paralog_cluster_08935"
"Avas.s016.g286.i1","paralog_cluster_08948"
"Avas.s016.g523.i1","paralog_cluster_08951"
"Avas.s018.g155.i1","paralog_cluster_08971"
"Avas.s020.g169.i1","paralog_cluster_08995"
"Avas.s021.g191.i1","paralog_cluster_09026"
"Avas.s022.g181.i1","paralog_cluster_09049"
"Avas.s022.g232.i1","paralog_cluster_09051"
"Avas.s022.g456.i1","paralog_cluster_09055"
"Avas.s053.g2.i1","paralog_cluster_09079"
"Avas.s053.g3.i1","paralog_cluster_09079"
"Avas.s064.g4.i1","paralog_cluster_09080"
"Avas.s013.g605.i1","paralog_cluster_10576"
"Avas.s007.g57.i1","paralog_cluster_11598"
"Avas.s005.g1228.i1","paralog_cluster_12209"
"Avas.s008.g669.i1","paralog_cluster_12765"
"Avas.s010.g359.i1","paralog_cluster_12765"
"Avas.s015.g207.i1","paralog_cluster_13554"
"Avas.s020.g467.i1","paralog_cluster_14054"
