Name_of_contig	Average_coverage	Sum_of_coverages	Number_of_bases
ONT_TR_PE_scaff_188	26	159231	6007
ONT_TR_PE_scaff_189	30	184333	6025
ONT_TR_PE_scaff_190	29	178441	6074
ONT_TR_PE_scaff_191	37	229242	6103
ONT_TR_PE_scaff_192	37	227359	6138
ONT_TR_PE_scaff_193	60	369593	6156
ONT_TR_PE_scaff_194	51	322490	6203
ONT_TR_PE_scaff_197	24	149561	6113
ONT_TR_PE_scaff_198	50	302048	6004
ONT_TR_PE_scaff_200	57	362384	6350
ONT_TR_PE_scaff_201	22	141173	6364
ONT_TR_PE_scaff_207	46	315763	6739
ONT_TR_PE_scaff_209	26	183464	6807
ONT_TR_PE_scaff_210	54	372339	6810
ONT_TR_PE_scaff_211	38	262514	6819
ONT_TR_PE_scaff_214	59	407434	6896
ONT_TR_PE_scaff_216	14	101867	6979
ONT_TR_PE_scaff_217	61	420014	6854
ONT_TR_PE_scaff_219	70	488847	6917
ONT_TR_PE_scaff_221	52	369899	7071
ONT_TR_PE_scaff_222	25	178969	7111
ONT_TR_PE_scaff_223	51	339858	6625
ONT_TR_PE_scaff_225	35	258901	7286
ONT_TR_PE_scaff_228	43	326488	7535
ONT_TR_PE_scaff_229	56	427957	7552
ONT_TR_PE_scaff_230	29	226782	7562
ONT_TR_PE_scaff_231	37	293310	7726
ONT_TR_PE_scaff_232	48	380262	7815
ONT_TR_PE_scaff_233	54	430976	7919
ONT_TR_PE_scaff_234	84	667974	7932
ONT_TR_PE_scaff_238	26	176686	6788
ONT_TR_PE_scaff_239	181	1044935	5771
ONT_TR_PE_scaff_240	53	438253	8155
ONT_TR_PE_scaff_248	49	423482	8533
ONT_TR_PE_scaff_249	31	270220	8632
ONT_TR_PE_scaff_252	25	227174	8781
ONT_TR_PE_scaff_253	83	717724	8609
ONT_TR_PE_scaff_256	38	331336	8693
ONT_TR_PE_scaff_257	48	438588	8986
ONT_TR_PE_scaff_258	78	711663	9110
ONT_TR_PE_scaff_259	52	479970	9174
ONT_TR_PE_scaff_260	55	514804	9263
ONT_TR_PE_scaff_261	28	261198	9264
ONT_TR_PE_scaff_264	141	1321886	9344
ONT_TR_PE_scaff_265	38	341476	8843
ONT_TR_PE_scaff_266	28	269777	9562
ONT_TR_PE_scaff_269	36	358250	9729
ONT_TR_PE_scaff_271	38	382554	9839
ONT_TR_PE_scaff_278	28	303507	10518
ONT_TR_PE_scaff_280	28	303660	10654
ONT_TR_PE_scaff_282	27	292157	10691
ONT_TR_PE_scaff_283	189	1854204	9803
ONT_TR_PE_scaff_284	23	213103	9179
ONT_TR_PE_scaff_285	59	646014	10793
ONT_TR_PE_scaff_287	28	307711	10924
ONT_TR_PE_scaff_289	82	907544	11050
ONT_TR_PE_scaff_290	54	607402	11092
ONT_TR_PE_scaff_293	26	294038	11067
ONT_TR_PE_scaff_300	64	750727	11669
ONT_TR_PE_scaff_301	68	773338	11208
ONT_TR_PE_scaff_302	30	365120	11860
ONT_TR_PE_scaff_304	284	3388600	11904
ONT_TR_PE_scaff_305	66	800006	12023
ONT_TR_PE_scaff_306	75	914829	12046
ONT_TR_PE_scaff_307	37	450824	12063
ONT_TR_PE_scaff_308	58	709962	12064
ONT_TR_PE_scaff_309	26	311636	11587
ONT_TR_PE_scaff_311	55	678576	12207
ONT_TR_PE_scaff_314	53	662543	12481
ONT_TR_PE_scaff_318	53	677494	12732
ONT_TR_PE_scaff_320	72	937274	13017
ONT_TR_PE_scaff_321	82	1076509	13120
ONT_TR_PE_scaff_323	53	705273	13158
ONT_TR_PE_scaff_326	57	789116	13753
ONT_TR_PE_scaff_332	35	516467	14444
ONT_TR_PE_scaff_333	45	637332	13939
ONT_TR_PE_scaff_337	59	875175	14795
ONT_TR_PE_scaff_338	31	461833	14857
ONT_TR_PE_scaff_340	27	412516	15089
ONT_TR_PE_scaff_341	57	708568	12408
ONT_TR_PE_scaff_342	82	1179082	14277
ONT_TR_PE_scaff_343	71	1020085	14185
ONT_TR_PE_scaff_344	344	5292027	15346
ONT_TR_PE_scaff_348	33	541580	16048
ONT_TR_PE_scaff_349	27	420364	15247
ONT_TR_PE_scaff_350	35	577817	16481
ONT_TR_PE_scaff_351	29	500921	16784
ONT_TR_PE_scaff_352	71	1209564	16848
ONT_TR_PE_scaff_353	25	417580	16657
ONT_TR_PE_scaff_354	29	486511	16561
ONT_TR_PE_scaff_356	66	1150329	17366
ONT_TR_PE_scaff_357	50	879629	17339
ONT_TR_PE_scaff_358	43	774947	17900
ONT_TR_PE_scaff_359	45	801922	17661
ONT_TR_PE_scaff_360	35	661714	18463
ONT_TR_PE_scaff_361	54	991656	18356
ONT_TR_PE_scaff_362	49	917885	18637
ONT_TR_PE_scaff_368	139	2695309	19344
ONT_TR_PE_scaff_373	544	9968693	18312
ONT_TR_PE_scaff_380	50	1067397	21218
ONT_TR_PE_scaff_383	58	1260926	21380
ONT_TR_PE_scaff_384	31	669125	21571
ONT_TR_PE_scaff_385	46	993944	21536
ONT_TR_PE_scaff_386	51	762626	14779
ONT_TR_PE_scaff_387	31	695676	22028
ONT_TR_PE_scaff_391	42	1007779	23672
ONT_TR_PE_scaff_393	30	742937	24028
ONT_TR_PE_scaff_395	57	1426077	24658
ONT_TR_PE_scaff_398	34	647420	18982
ONT_TR_PE_scaff_402	32	861687	26852
ONT_TR_PE_scaff_405	97	2655862	27366
ONT_TR_PE_scaff_406	57	1618096	27972
ONT_TR_PE_scaff_409	42	1219227	28447
ONT_TR_PE_scaff_411	38	1105037	28745
ONT_TR_PE_scaff_414	105	3076983	29199
ONT_TR_PE_scaff_419	29	872528	29767
ONT_TR_PE_scaff_422	32	1019600	31022
ONT_TR_PE_scaff_423	33	1030038	30676
ONT_TR_PE_scaff_424	55	1675207	30405
ONT_TR_PE_scaff_426	38	1214435	31785
ONT_TR_PE_scaff_428	32	1026574	31739
ONT_TR_PE_scaff_429	53	1756225	32839
ONT_TR_PE_scaff_430	44	1370645	30578
ONT_TR_PE_scaff_431	103	3447847	33279
ONT_TR_PE_scaff_432	142	4738816	33329
ONT_TR_PE_scaff_434	96	3330984	34476
ONT_TR_PE_scaff_435	54	1854264	33899
ONT_TR_PE_scaff_448	27	1031140	37784
ONT_TR_PE_scaff_449	77	2953785	37935
ONT_TR_PE_scaff_450	79	3049579	38407
ONT_TR_PE_scaff_457	158	6518975	41213
ONT_TR_PE_scaff_458	104	2318769	22085
ONT_TR_PE_scaff_464	28	1237215	43450
ONT_TR_PE_scaff_465	52	1627014	30763
ONT_TR_PE_scaff_467	68	1462242	21397
ONT_TR_PE_scaff_470	74	3419558	45995
ONT_TR_PE_scaff_471	48	2225794	45685
ONT_TR_PE_scaff_472	62	1374362	21917
ONT_TR_PE_scaff_474	73	3515946	47980
ONT_TR_PE_scaff_475	39	792708	20267
ONT_TR_PE_scaff_476	98	4779535	48515
ONT_TR_PE_scaff_477	85	2060174	24077
ONT_TR_PE_scaff_478	42	1954084	45592
ONT_TR_PE_scaff_480	50	2477132	49421
ONT_TR_PE_scaff_481	28	1378708	48367
ONT_TR_PE_scaff_482	56	2825229	49883
ONT_TR_PE_scaff_483	34	1716802	49271
ONT_TR_PE_scaff_484	108	5500859	50825
ONT_TR_PE_scaff_485	30	1557794	50852
ONT_TR_PE_scaff_488	36	1722768	46812
ONT_TR_PE_scaff_490	58	3100988	52741
ONT_TR_PE_scaff_491	76	4072452	53117
ONT_TR_PE_scaff_492	67	3502333	51903
ONT_TR_PE_scaff_493	56	3072378	54467
ONT_TR_PE_scaff_494	421	21583808	51168
ONT_TR_PE_scaff_495	36	1069994	29532
ONT_TR_PE_scaff_496	52	2963297	56286
ONT_TR_PE_scaff_498	35	935251	26649
ONT_TR_PE_scaff_499	73	4167237	56975
ONT_TR_PE_scaff_501	26	411528	15504
ONT_TR_PE_scaff_502	54	3156631	57960
ONT_TR_PE_scaff_504	102	5995864	58771
ONT_TR_PE_scaff_505	34	2102743	60833
ONT_TR_PE_scaff_506	66	4098875	61415
ONT_TR_PE_scaff_507	108	6672675	61735
ONT_TR_PE_scaff_511	142	8340034	58444
ONT_TR_PE_scaff_512	89	5920434	66366
ONT_TR_PE_scaff_513	47	3174063	66236
ONT_TR_PE_scaff_514	350	22883135	65314
ONT_TR_PE_scaff_516	80	5540198	69069
ONT_TR_PE_scaff_518	60	4284796	70753
ONT_TR_PE_scaff_519	55	3861045	69984
ONT_TR_PE_scaff_520	31	1365051	43350
ONT_TR_PE_scaff_521	108	7790189	71776
ONT_TR_PE_scaff_522	9	638490	69480
ONT_TR_PE_scaff_523	47	3477733	72967
ONT_TR_PE_scaff_524	70	5165572	73008
ONT_TR_PE_scaff_525	88	6075499	68726
ONT_TR_PE_scaff_527	74	5561307	74378
ONT_TR_PE_scaff_528	58	4371157	75353
ONT_TR_PE_scaff_529	57	4080544	71505
ONT_TR_PE_scaff_530	103	7901914	75992
ONT_TR_PE_scaff_532	134	10333894	76764
ONT_TR_PE_scaff_533	34	2628470	76824
ONT_TR_PE_scaff_541	90	4692550	52136
ONT_TR_PE_scaff_542	46	3946611	84232
ONT_TR_PE_scaff_543	41	1553294	37219
ONT_TR_PE_scaff_545	111	9574288	86151
ONT_TR_PE_scaff_546	105	9322594	87970
ONT_TR_PE_scaff_547	103	9046063	87660
ONT_TR_PE_scaff_548	28	1326789	46336
ONT_TR_PE_scaff_549	102	9247771	90375
ONT_TR_PE_scaff_550	104	9448765	90592
ONT_TR_PE_scaff_551	92	8176104	88542
ONT_TR_PE_scaff_552	57	5291114	92716
ONT_TR_PE_scaff_553	97	6303843	64909
ONT_TR_PE_scaff_556	101	9829383	96595
ONT_TR_PE_scaff_557	37	1839890	49725
ONT_TR_PE_scaff_558	89	8827972	98936
ONT_TR_PE_scaff_559	56	5696749	101024
ONT_TR_PE_scaff_560	32	3307512	100975
ONT_TR_PE_scaff_561	45	4603469	101071
ONT_TR_PE_scaff_562	36	3733224	103682
ONT_TR_PE_scaff_563	103	7229735	69736
ONT_TR_PE_scaff_564	106	9841840	92048
ONT_TR_PE_scaff_565	54	5818909	106747
ONT_TR_PE_scaff_566	80	8764160	108275
ONT_TR_PE_scaff_567	87	8222086	94182
ONT_TR_PE_scaff_568	190	20798782	109142
ONT_TR_PE_scaff_569	68	7777927	112957
ONT_TR_PE_scaff_570	107	12297328	114893
ONT_TR_PE_scaff_571	71	5225592	72778
ONT_TR_PE_scaff_572	86	8845179	102307
ONT_TR_PE_scaff_573	84	9875373	117149
ONT_TR_PE_scaff_574	54	6500955	120335
ONT_TR_PE_scaff_575	45	5487625	121624
ONT_TR_PE_scaff_576	54	5495155	100212
ONT_TR_PE_scaff_577	194	23667239	121583
ONT_TR_PE_scaff_578	51	6052787	117712
ONT_TR_PE_scaff_579	60	5510738	91461
ONT_TR_PE_scaff_580	93	11225659	119662
ONT_TR_PE_scaff_581	100	12300414	122904
ONT_TR_PE_scaff_582	36	2164422	59248
ONT_TR_PE_scaff_583	43	5612954	128323
ONT_TR_PE_scaff_584	80	10545029	130715
ONT_TR_PE_scaff_585	95	8552759	89585
ONT_TR_PE_scaff_586	78	10243000	131292
ONT_TR_PE_scaff_587	99	13107566	131833
ONT_TR_PE_scaff_588	159	20989829	131928
ONT_TR_PE_scaff_589	40	2185453	54578
ONT_TR_PE_scaff_590	70	3535711	50438
ONT_TR_PE_scaff_591	163	17691814	108011
ONT_TR_PE_scaff_592	91	12142913	133327
ONT_TR_PE_scaff_593	105	12230009	116469
ONT_TR_PE_scaff_594	35	4882369	135787
ONT_TR_PE_scaff_595	113	15909705	140106
ONT_TR_PE_scaff_596	106	11638599	109466
ONT_TR_PE_scaff_597	98	8391571	85158
ONT_TR_PE_scaff_598	57	8529963	147777
ONT_TR_PE_scaff_599	109	5460439	49726
ONT_TR_PE_scaff_600	71	10705395	149459
ONT_TR_PE_scaff_601	88	13319648	150447
ONT_TR_PE_scaff_603	62	9392133	151274
ONT_TR_PE_scaff_604	106	10849127	101797
ONT_TR_PE_scaff_605	109	16728989	153109
ONT_TR_PE_scaff_606	103	15852265	153371
ONT_TR_PE_scaff_607	129	20131302	154890
ONT_TR_PE_scaff_608	92	12022973	129518
ONT_TR_PE_scaff_609	104	10737460	102722
ONT_TR_PE_scaff_610	107	14473796	135009
ONT_TR_PE_scaff_611	106	12412840	116878
ONT_TR_PE_scaff_612	92	7130947	77459
ONT_TR_PE_scaff_613	95	16044362	168671
ONT_TR_PE_scaff_614	93	17116907	183985
ONT_TR_PE_scaff_615	140	23878179	170555
ONT_TR_PE_scaff_616	83	16615277	198190
ONT_TR_PE_scaff_617	95	19153554	199994
ONT_TR_PE_scaff_619	97	20174126	205969
ONT_TR_PE_scaff_620	85	13663224	159360
ONT_TR_PE_scaff_621	109	22610213	206055
ONT_TR_PE_scaff_622	46	9703636	208751
ONT_TR_PE_scaff_623	100	21084138	209187
ONT_TR_PE_scaff_624	89	19099083	213544
ONT_TR_PE_scaff_625	70	14307513	203049
ONT_TR_PE_scaff_626	59	13266867	223752
ONT_TR_PE_scaff_627	108	20054355	185235
ONT_TR_PE_scaff_628	76	17230751	224414
ONT_TR_PE_scaff_629	47	9850185	207523
ONT_TR_PE_scaff_630	107	24621518	228736
ONT_TR_PE_scaff_631	126	29581055	233029
ONT_TR_PE_scaff_632	90	21300454	235912
ONT_TR_PE_scaff_633	92	21228036	228261
ONT_TR_PE_scaff_634	105	25246616	238611
ONT_TR_PE_scaff_635	105	24954639	237079
ONT_TR_PE_scaff_636	94	17751650	188457
ONT_TR_PE_scaff_637	109	26938440	247128
ONT_TR_PE_scaff_638	100	27405416	271712
ONT_TR_PE_scaff_639	105	28933613	273054
ONT_TR_PE_scaff_640	102	27055964	263353
ONT_TR_PE_scaff_641	103	20342289	197142
ONT_TR_PE_scaff_642	103	23682446	228428
ONT_TR_PE_scaff_643	44	5599575	125225
ONT_TR_PE_scaff_644	102	27689584	271101
ONT_TR_PE_scaff_645	77	22427689	288215
ONT_TR_PE_scaff_646	93	23253172	249296
ONT_TR_PE_scaff_647	91	26965323	295884
ONT_TR_PE_scaff_648	86	25936046	299513
ONT_TR_PE_scaff_649	136	41029482	299655
ONT_TR_PE_scaff_650	95	24859447	259339
ONT_TR_PE_scaff_651	105	32254495	305572
ONT_TR_PE_scaff_652	102	27038767	264346
ONT_TR_PE_scaff_653	100	26143768	259212
ONT_TR_PE_scaff_654	82	25376720	306828
ONT_TR_PE_scaff_655	131	41976821	318632
ONT_TR_PE_scaff_656	99	32048151	321731
ONT_TR_PE_scaff_657	121	39192305	322068
ONT_TR_PE_scaff_658	111	37012672	331174
ONT_TR_PE_scaff_659	90	29827869	329483
ONT_TR_PE_scaff_660	98	32808477	332411
ONT_TR_PE_scaff_661	105	31531285	298824
ONT_TR_PE_scaff_662	97	33769721	347417
ONT_TR_PE_scaff_663	110	38713062	350286
ONT_TR_PE_scaff_664	92	31894457	345743
ONT_TR_PE_scaff_665	91	33121954	362192
ONT_TR_PE_scaff_666	105	39541181	374883
ONT_TR_PE_scaff_667	99	38103886	384789
ONT_TR_PE_scaff_668	102	41042497	398634
ONT_TR_PE_scaff_669	103	41437428	398550
ONT_TR_PE_scaff_670	62	25048349	400990
ONT_TR_PE_scaff_671	97	40983713	418343
ONT_TR_PE_scaff_672	68	26977014	394619
ONT_TR_PE_scaff_673	109	46604077	425885
ONT_TR_PE_scaff_674	97	42631988	437794
ONT_TR_PE_scaff_675	95	37929091	399095
ONT_TR_PE_scaff_676	115	51507469	444182
ONT_TR_PE_scaff_677	108	48836851	451981
ONT_TR_PE_scaff_678	62	26793570	431254
ONT_TR_PE_scaff_679	91	41861710	458815
ONT_TR_PE_scaff_680	98	34654781	353208
ONT_TR_PE_scaff_681	99	46556202	467894
ONT_TR_PE_scaff_682	105	51733898	491418
ONT_TR_PE_scaff_683	102	50556423	494847
ONT_TR_PE_scaff_684	53	26801941	496479
ONT_TR_PE_scaff_685	101	51248523	505232
ONT_TR_PE_scaff_686	99	51063676	514165
ONT_TR_PE_scaff_687	102	52605451	513900
ONT_TR_PE_scaff_688	102	53154809	520493
ONT_TR_PE_scaff_689	107	58056828	538791
ONT_TR_PE_scaff_690	101	53498441	526712
ONT_TR_PE_scaff_691	105	61113078	580173
ONT_TR_PE_scaff_692	106	61829029	583095
ONT_TR_PE_scaff_693	62	37416675	596266
ONT_TR_PE_scaff_694	106	65199774	609996
ONT_TR_PE_scaff_695	112	72727938	647111
ONT_TR_PE_scaff_696	124	80446769	648111
ONT_TR_PE_scaff_697	104	68725261	654949
ONT_TR_PE_scaff_698	97	63976413	653950
ONT_TR_PE_scaff_699	106	75589687	709707
ONT_TR_PE_scaff_700	102	73623219	717896
ONT_TR_PE_scaff_701	108	77669547	716493
ONT_TR_PE_scaff_702	103	75114248	722899
ONT_TR_PE_scaff_703	102	75082016	731073
ONT_TR_PE_scaff_704	94	60779252	644878
ONT_TR_PE_scaff_705	96	71106853	739835
ONT_TR_PE_scaff_706	110	84397618	761257
ONT_TR_PE_scaff_707	140	111992915	797222
ONT_TR_PE_scaff_708	105	83101201	790065
ONT_TR_PE_scaff_709	103	82693030	800312
ONT_TR_PE_scaff_710	100	87785399	872599
ONT_TR_PE_scaff_711	98	80001967	812839
ONT_TR_PE_scaff_712	111	99080965	884973
ONT_TR_PE_scaff_713	102	93029764	909363
ONT_TR_PE_scaff_714	105	100063242	947629
ONT_TR_PE_scaff_715	99	94225747	948312
ONT_TR_PE_scaff_716	103	101289740	982207
ONT_TR_PE_scaff_717	133	127624210	955233
ONT_TR_PE_scaff_718	102	102380405	998954
ONT_TR_PE_scaff_719	100	109715647	1092184
ONT_TR_PE_scaff_720	99	109272610	1100577
ONT_TR_PE_scaff_721	46	52616951	1121459
ONT_TR_PE_scaff_722	99	110607431	1113072
ONT_TR_PE_scaff_723	105	133055317	1261143
ONT_TR_PE_scaff_724	103	132020566	1273575
ONT_TR_PE_scaff_725	102	131774535	1281972
ONT_TR_PE_scaff_726	98	133488762	1354812
ONT_TR_PE_scaff_727	108	169851120	1569044
ONT_TR_PE_scaff_728	108	182196594	1686038
ONT_TR_PE_scaff_729	104	205823266	1965728
ONT_TR_PE_scaff_730	103	208557253	2007696
ONT_TR_PE_scaff_731	100	220144198	2182889
ONT_TR_PE_scaff_732	106	247072716	2330205
ONT_TR_PE_scaff_733	107	431901918	4004055
