Name_of_contig	Average_coverage	Sum_of_coverages	Number_of_bases
ONT_TR_PE_scaff_119	57	206787	3597
ONT_TR_PE_scaff_121	30	111131	3628
ONT_TR_PE_scaff_122	65	239477	3684
ONT_TR_PE_scaff_123	71	265483	3690
ONT_TR_PE_scaff_129	147	604334	4101
ONT_TR_PE_scaff_133	39	169128	4233
ONT_TR_PE_scaff_139	104	452440	4343
ONT_TR_PE_scaff_140	75	338196	4482
ONT_TR_PE_scaff_141	67	305240	4530
ONT_TR_PE_scaff_146	132	625959	4737
ONT_TR_PE_scaff_149	22	109497	4863
ONT_TR_PE_scaff_151	20	99259	4901
ONT_TR_PE_scaff_153	76	381445	5019
ONT_TR_PE_scaff_154	26	133071	5048
ONT_TR_PE_scaff_157	27	142981	5179
ONT_TR_PE_scaff_159	80	419240	5210
ONT_TR_PE_scaff_160	77	406198	5211
ONT_TR_PE_scaff_161	82	432564	5220
ONT_TR_PE_scaff_162	43	226027	5235
ONT_TR_PE_scaff_163	32	172623	5244
ONT_TR_PE_scaff_166	146	778302	5304
ONT_TR_PE_scaff_167	27	145347	5376
ONT_TR_PE_scaff_169	25	136436	5413
ONT_TR_PE_scaff_170	49	271614	5435
ONT_TR_PE_scaff_171	75	415967	5477
ONT_TR_PE_scaff_172	45	248344	5501
ONT_TR_PE_scaff_174	115	643534	5549
ONT_TR_PE_scaff_175	31	177999	5625
ONT_TR_PE_scaff_176	51	291538	5627
ONT_TR_PE_scaff_177	105	595932	5664
ONT_TR_PE_scaff_179	22	129805	5772
ONT_TR_PE_scaff_181	90	528602	5849
ONT_TR_PE_scaff_183	29	172654	5885
ONT_TR_PE_scaff_184	36	218392	5914
ONT_TR_PE_scaff_185	33	197813	5972
ONT_TR_PE_scaff_186	25	152023	5977
ONT_TR_PE_scaff_187	31	191387	6007
ONT_TR_PE_scaff_188	38	234581	6016
ONT_TR_PE_scaff_189	30	183914	6025
ONT_TR_PE_scaff_190	39	239273	6074
ONT_TR_PE_scaff_191	25	155768	6103
ONT_TR_PE_scaff_192	29	181736	6139
ONT_TR_PE_scaff_193	61	376164	6156
ONT_TR_PE_scaff_194	47	294865	6203
ONT_TR_PE_scaff_197	26	166395	6266
ONT_TR_PE_scaff_198	52	330856	6277
ONT_TR_PE_scaff_200	66	423581	6350
ONT_TR_PE_scaff_201	19	123969	6396
ONT_TR_PE_scaff_207	54	369765	6739
ONT_TR_PE_scaff_209	39	270380	6807
ONT_TR_PE_scaff_210	43	294078	6810
ONT_TR_PE_scaff_211	30	209556	6822
ONT_TR_PE_scaff_214	46	320111	6896
ONT_TR_PE_scaff_216	19	138104	6980
ONT_TR_PE_scaff_217	67	472679	6996
ONT_TR_PE_scaff_219	69	491336	7060
ONT_TR_PE_scaff_221	52	368839	7087
ONT_TR_PE_scaff_222	36	262075	7111
ONT_TR_PE_scaff_223	40	289552	7146
ONT_TR_PE_scaff_225	56	408105	7287
ONT_TR_PE_scaff_228	44	338926	7536
ONT_TR_PE_scaff_229	48	366785	7563
ONT_TR_PE_scaff_230	21	159194	7565
ONT_TR_PE_scaff_231	31	243429	7726
ONT_TR_PE_scaff_232	46	360411	7820
ONT_TR_PE_scaff_233	48	382941	7919
ONT_TR_PE_scaff_234	83	663364	7933
ONT_TR_PE_scaff_238	26	211622	8118
ONT_TR_PE_scaff_239	70	566721	8046
ONT_TR_PE_scaff_240	48	395148	8156
ONT_TR_PE_scaff_248	35	300214	8533
ONT_TR_PE_scaff_249	22	196732	8673
ONT_TR_PE_scaff_252	30	264750	8787
ONT_TR_PE_scaff_253	75	667667	8859
ONT_TR_PE_scaff_256	40	357986	8910
ONT_TR_PE_scaff_257	40	369773	9036
ONT_TR_PE_scaff_258	72	661319	9165
ONT_TR_PE_scaff_259	49	454359	9199
ONT_TR_PE_scaff_260	48	444799	9263
ONT_TR_PE_scaff_261	23	221971	9265
ONT_TR_PE_scaff_264	147	1378217	9357
ONT_TR_PE_scaff_265	26	252290	9463
ONT_TR_PE_scaff_266	26	252016	9563
ONT_TR_PE_scaff_269	60	584557	9729
ONT_TR_PE_scaff_271	28	277804	9902
ONT_TR_PE_scaff_278	31	328221	10518
ONT_TR_PE_scaff_280	28	300890	10654
ONT_TR_PE_scaff_282	35	377485	10693
ONT_TR_PE_scaff_283	266	2851617	10698
ONT_TR_PE_scaff_284	25	273855	10739
ONT_TR_PE_scaff_285	61	666399	10793
ONT_TR_PE_scaff_287	27	301089	10927
ONT_TR_PE_scaff_289	79	877500	11050
ONT_TR_PE_scaff_290	51	574543	11092
ONT_TR_PE_scaff_293	26	303525	11276
ONT_TR_PE_scaff_300	62	731268	11669
ONT_TR_PE_scaff_301	71	839134	11695
ONT_TR_PE_scaff_302	22	271549	11861
ONT_TR_PE_scaff_304	210	2532638	12007
ONT_TR_PE_scaff_305	72	875158	12023
ONT_TR_PE_scaff_306	90	1093256	12047
ONT_TR_PE_scaff_307	48	585124	12063
ONT_TR_PE_scaff_308	57	688454	12064
ONT_TR_PE_scaff_309	33	408791	12121
ONT_TR_PE_scaff_311	62	759971	12227
ONT_TR_PE_scaff_314	52	653589	12481
ONT_TR_PE_scaff_318	54	703208	12938
ONT_TR_PE_scaff_320	84	1098052	13018
ONT_TR_PE_scaff_321	106	1400328	13120
ONT_TR_PE_scaff_323	60	809674	13311
ONT_TR_PE_scaff_326	45	619878	13763
ONT_TR_PE_scaff_332	25	368024	14445
ONT_TR_PE_scaff_333	37	543910	14499
ONT_TR_PE_scaff_337	55	827155	14795
ONT_TR_PE_scaff_338	23	355465	14858
ONT_TR_PE_scaff_340	29	440524	15089
ONT_TR_PE_scaff_341	48	599315	12389
ONT_TR_PE_scaff_342	79	1202547	15139
ONT_TR_PE_scaff_343	63	971817	15237
ONT_TR_PE_scaff_344	639	9809980	15347
ONT_TR_PE_scaff_348	33	541310	16048
ONT_TR_PE_scaff_349	28	465842	16170
ONT_TR_PE_scaff_350	26	436682	16492
ONT_TR_PE_scaff_351	28	470172	16791
ONT_TR_PE_scaff_352	59	996684	16848
ONT_TR_PE_scaff_353	24	423199	17030
ONT_TR_PE_scaff_354	26	457557	17044
ONT_TR_PE_scaff_356	58	1020559	17399
ONT_TR_PE_scaff_357	46	838159	17889
ONT_TR_PE_scaff_358	53	951935	17900
ONT_TR_PE_scaff_359	41	743870	18136
ONT_TR_PE_scaff_360	39	720904	18476
ONT_TR_PE_scaff_361	56	1046757	18576
ONT_TR_PE_scaff_362	38	725703	18637
ONT_TR_PE_scaff_368	161	3151026	19472
ONT_TR_PE_scaff_373	665	12531025	18836
ONT_TR_PE_scaff_380	77	1663308	21350
ONT_TR_PE_scaff_383	66	1415766	21380
ONT_TR_PE_scaff_384	26	571633	21571
ONT_TR_PE_scaff_385	48	1052937	21735
ONT_TR_PE_scaff_386	51	786523	15130
ONT_TR_PE_scaff_387	31	707484	22229
ONT_TR_PE_scaff_391	44	1071403	23940
ONT_TR_PE_scaff_393	25	617644	24028
ONT_TR_PE_scaff_395	56	1397178	24658
ONT_TR_PE_scaff_398	26	505068	18974
ONT_TR_PE_scaff_402	27	747226	27308
ONT_TR_PE_scaff_405	94	2589601	27314
ONT_TR_PE_scaff_406	52	1481768	27972
ONT_TR_PE_scaff_409	51	1461869	28448
ONT_TR_PE_scaff_411	38	1095679	28745
ONT_TR_PE_scaff_414	129	3784046	29199
ONT_TR_PE_scaff_419	28	866482	30080
ONT_TR_PE_scaff_422	33	1045144	31023
ONT_TR_PE_scaff_423	36	1144668	31137
ONT_TR_PE_scaff_424	56	1776590	31246
ONT_TR_PE_scaff_426	34	1095899	32045
ONT_TR_PE_scaff_428	42	1381096	32447
ONT_TR_PE_scaff_429	53	1755690	32850
ONT_TR_PE_scaff_430	35	1174145	33169
ONT_TR_PE_scaff_431	112	3734600	33279
ONT_TR_PE_scaff_432	160	5336884	33329
ONT_TR_PE_scaff_434	106	3679765	34477
ONT_TR_PE_scaff_435	58	2016244	34693
ONT_TR_PE_scaff_448	25	955939	37805
ONT_TR_PE_scaff_449	80	3052837	37935
ONT_TR_PE_scaff_450	91	3504266	38491
ONT_TR_PE_scaff_457	162	6723704	41396
ONT_TR_PE_scaff_458	94	2091461	22085
ONT_TR_PE_scaff_464	29	1282109	43452
ONT_TR_PE_scaff_465	49	1532775	31044
ONT_TR_PE_scaff_467	66	1470479	21956
ONT_TR_PE_scaff_470	75	3454563	45995
ONT_TR_PE_scaff_471	44	2095754	46611
ONT_TR_PE_scaff_472	54	1196610	21920
ONT_TR_PE_scaff_474	81	3889122	47987
ONT_TR_PE_scaff_475	48	1028388	21212
ONT_TR_PE_scaff_476	116	5651673	48619
ONT_TR_PE_scaff_477	81	1970843	24077
ONT_TR_PE_scaff_478	50	2466117	48841
ONT_TR_PE_scaff_480	48	2384555	49444
ONT_TR_PE_scaff_481	32	1599577	49874
ONT_TR_PE_scaff_482	61	3076945	50285
ONT_TR_PE_scaff_483	33	1683508	50664
ONT_TR_PE_scaff_484	111	5657925	50825
ONT_TR_PE_scaff_485	28	1466700	50882
ONT_TR_PE_scaff_488	47	2480561	52498
ONT_TR_PE_scaff_490	51	2750099	53259
ONT_TR_PE_scaff_491	84	4542590	53737
ONT_TR_PE_scaff_492	67	3661555	54484
ONT_TR_PE_scaff_493	60	3336953	54833
ONT_TR_PE_scaff_494	563	28929621	51296
ONT_TR_PE_scaff_495	31	964963	30184
ONT_TR_PE_scaff_496	50	2838183	56289
ONT_TR_PE_scaff_498	28	755678	26693
ONT_TR_PE_scaff_499	77	4411594	57086
ONT_TR_PE_scaff_501	33	697481	20878
ONT_TR_PE_scaff_502	54	3168884	58015
ONT_TR_PE_scaff_504	106	6294282	59205
ONT_TR_PE_scaff_505	38	2318265	60910
ONT_TR_PE_scaff_506	66	4066296	61475
ONT_TR_PE_scaff_507	104	6427287	61741
ONT_TR_PE_scaff_511	215	13994505	64849
ONT_TR_PE_scaff_512	92	6156663	66442
ONT_TR_PE_scaff_513	52	3487085	66861
ONT_TR_PE_scaff_514	401	27190407	67744
ONT_TR_PE_scaff_516	94	6633132	69989
ONT_TR_PE_scaff_518	60	4290099	70753
ONT_TR_PE_scaff_519	52	3742726	70894
ONT_TR_PE_scaff_520	38	1674627	43363
ONT_TR_PE_scaff_521	108	7809718	71778
ONT_TR_PE_scaff_522	32	2358268	72009
ONT_TR_PE_scaff_523	54	3951357	73147
ONT_TR_PE_scaff_524	76	5633096	73189
ONT_TR_PE_scaff_525	226	16582606	73218
ONT_TR_PE_scaff_527	76	5760165	74820
ONT_TR_PE_scaff_528	65	4957694	75406
ONT_TR_PE_scaff_529	72	5502977	75836
ONT_TR_PE_scaff_530	107	8277819	76791
ONT_TR_PE_scaff_532	136	10477823	77007
ONT_TR_PE_scaff_533	26	2097350	77847
ONT_TR_PE_scaff_541	104	5465534	52137
ONT_TR_PE_scaff_542	50	4260843	85162
ONT_TR_PE_scaff_543	41	1548109	37220
ONT_TR_PE_scaff_545	120	10392089	86119
ONT_TR_PE_scaff_546	100	8863745	87970
ONT_TR_PE_scaff_547	106	9540258	89250
ONT_TR_PE_scaff_548	30	1436442	46574
ONT_TR_PE_scaff_549	109	9949547	90823
ONT_TR_PE_scaff_550	111	10151975	91112
ONT_TR_PE_scaff_551	89	8224692	91990
ONT_TR_PE_scaff_552	52	4949111	93380
ONT_TR_PE_scaff_553	103	6725611	65000
ONT_TR_PE_scaff_556	102	10121178	98824
ONT_TR_PE_scaff_557	42	2110700	49804
ONT_TR_PE_scaff_558	105	10619476	100566
ONT_TR_PE_scaff_559	59	6036177	101746
ONT_TR_PE_scaff_560	31	3246858	101762
ONT_TR_PE_scaff_561	57	5917621	102028
ONT_TR_PE_scaff_562	33	3518782	103762
ONT_TR_PE_scaff_563	107	7524662	69769
ONT_TR_PE_scaff_564	107	9890072	92131
ONT_TR_PE_scaff_565	53	5725271	106951
ONT_TR_PE_scaff_566	90	9942396	109287
ONT_TR_PE_scaff_567	105	10059322	95507
ONT_TR_PE_scaff_568	209	23125567	110295
ONT_TR_PE_scaff_569	72	8189749	112964
ONT_TR_PE_scaff_570	105	12167149	115250
ONT_TR_PE_scaff_571	79	5818599	72965
ONT_TR_PE_scaff_572	91	9466218	103796
ONT_TR_PE_scaff_573	92	11087472	119236
ONT_TR_PE_scaff_574	77	9512931	122491
ONT_TR_PE_scaff_575	49	6011950	122614
ONT_TR_PE_scaff_576	57	5801648	100608
ONT_TR_PE_scaff_577	225	27745687	122979
ONT_TR_PE_scaff_578	62	7689164	123272
ONT_TR_PE_scaff_579	75	7018177	93286
ONT_TR_PE_scaff_580	94	11555357	122841
ONT_TR_PE_scaff_581	108	13504528	124986
ONT_TR_PE_scaff_582	33	2020641	59491
ONT_TR_PE_scaff_583	39	5132006	128638
ONT_TR_PE_scaff_584	82	10758637	130774
ONT_TR_PE_scaff_585	96	8645529	89747
ONT_TR_PE_scaff_586	73	9605206	131523
ONT_TR_PE_scaff_587	104	13842527	132495
ONT_TR_PE_scaff_588	172	22892243	132523
ONT_TR_PE_scaff_589	36	2026515	55902
ONT_TR_PE_scaff_590	66	3366466	50418
ONT_TR_PE_scaff_591	177	19169405	108005
ONT_TR_PE_scaff_592	89	12008508	134482
ONT_TR_PE_scaff_593	107	12645709	117917
ONT_TR_PE_scaff_594	35	4898557	136209
ONT_TR_PE_scaff_595	120	17069948	141838
ONT_TR_PE_scaff_596	108	12025364	111027
ONT_TR_PE_scaff_597	108	9280710	85497
ONT_TR_PE_scaff_598	59	8899901	149197
ONT_TR_PE_scaff_599	90	4547080	50161
ONT_TR_PE_scaff_600	71	10816955	151164
ONT_TR_PE_scaff_601	93	14224640	151617
ONT_TR_PE_scaff_603	59	9020245	152873
ONT_TR_PE_scaff_604	109	11197237	102185
ONT_TR_PE_scaff_605	111	17366761	155161
ONT_TR_PE_scaff_606	104	16167004	155415
ONT_TR_PE_scaff_607	153	23851869	155758
ONT_TR_PE_scaff_608	100	14618046	145692
ONT_TR_PE_scaff_609	111	11776282	105909
ONT_TR_PE_scaff_610	116	15919274	136994
ONT_TR_PE_scaff_611	105	12472127	117964
ONT_TR_PE_scaff_612	106	8373106	78979
ONT_TR_PE_scaff_613	105	18890347	178686
ONT_TR_PE_scaff_614	95	17661661	185362
ONT_TR_PE_scaff_615	139	24481589	174875
ONT_TR_PE_scaff_616	87	17370223	199008
ONT_TR_PE_scaff_617	104	21058438	200878
ONT_TR_PE_scaff_619	102	21374461	208173
ONT_TR_PE_scaff_620	95	15356904	160820
ONT_TR_PE_scaff_621	113	23687300	208829
ONT_TR_PE_scaff_622	49	10281738	209482
ONT_TR_PE_scaff_623	102	21548273	209882
ONT_TR_PE_scaff_624	99	21290309	214156
ONT_TR_PE_scaff_625	74	15135846	204520
ONT_TR_PE_scaff_626	60	13480284	224216
ONT_TR_PE_scaff_627	107	20125499	187428
ONT_TR_PE_scaff_628	82	18565933	225907
ONT_TR_PE_scaff_629	48	10206313	212181
ONT_TR_PE_scaff_630	116	27133958	233752
ONT_TR_PE_scaff_631	134	31767150	235458
ONT_TR_PE_scaff_632	90	21413352	237608
ONT_TR_PE_scaff_633	103	23628728	229194
ONT_TR_PE_scaff_634	110	26338770	239387
ONT_TR_PE_scaff_635	110	26383518	239753
ONT_TR_PE_scaff_636	96	18481791	190952
ONT_TR_PE_scaff_637	109	27295248	248966
ONT_TR_PE_scaff_638	106	29104127	274233
ONT_TR_PE_scaff_639	111	30557403	274290
ONT_TR_PE_scaff_640	103	27786572	268652
ONT_TR_PE_scaff_641	110	22033699	199115
ONT_TR_PE_scaff_642	109	25048797	229513
ONT_TR_PE_scaff_643	42	5382017	125750
ONT_TR_PE_scaff_644	100	27657842	274781
ONT_TR_PE_scaff_645	74	21511965	289600
ONT_TR_PE_scaff_646	103	26162723	251610
ONT_TR_PE_scaff_647	97	28915496	297520
ONT_TR_PE_scaff_648	86	26233155	303601
ONT_TR_PE_scaff_649	161	49023698	304188
ONT_TR_PE_scaff_650	97	25552081	260970
ONT_TR_PE_scaff_651	112	34637759	308251
ONT_TR_PE_scaff_652	111	29572704	265570
ONT_TR_PE_scaff_653	106	27828270	261083
ONT_TR_PE_scaff_654	120	38612268	319717
ONT_TR_PE_scaff_655	159	51112398	321373
ONT_TR_PE_scaff_656	105	34196055	323649
ONT_TR_PE_scaff_657	118	38444534	324510
ONT_TR_PE_scaff_658	113	37533941	331233
ONT_TR_PE_scaff_659	91	30513449	332578
ONT_TR_PE_scaff_660	102	34222726	333891
ONT_TR_PE_scaff_661	109	32908738	300949
ONT_TR_PE_scaff_662	105	37120172	351200
ONT_TR_PE_scaff_663	129	46211459	355894
ONT_TR_PE_scaff_664	101	35303974	349093
ONT_TR_PE_scaff_665	98	36064633	367546
ONT_TR_PE_scaff_666	106	40346860	377965
ONT_TR_PE_scaff_667	100	39105645	390922
ONT_TR_PE_scaff_668	104	42578894	406597
ONT_TR_PE_scaff_669	106	42678286	399185
ONT_TR_PE_scaff_670	59	24473810	409672
ONT_TR_PE_scaff_671	108	45871200	421188
ONT_TR_PE_scaff_672	70	27891702	397162
ONT_TR_PE_scaff_673	107	45915291	426071
ONT_TR_PE_scaff_674	95	42359365	443743
ONT_TR_PE_scaff_675	101	40914636	403264
ONT_TR_PE_scaff_676	120	53901939	446905
ONT_TR_PE_scaff_677	112	51352286	456505
ONT_TR_PE_scaff_678	66	29348692	440546
ONT_TR_PE_scaff_679	96	44493154	462090
ONT_TR_PE_scaff_680	104	37096779	355645
ONT_TR_PE_scaff_681	104	49327940	472821
ONT_TR_PE_scaff_682	107	53077119	494744
ONT_TR_PE_scaff_683	107	53420779	495372
ONT_TR_PE_scaff_684	47	23847596	499443
ONT_TR_PE_scaff_685	102	52593298	512095
ONT_TR_PE_scaff_686	102	52588475	515382
ONT_TR_PE_scaff_687	105	54627469	519364
ONT_TR_PE_scaff_688	104	55109256	524879
ONT_TR_PE_scaff_689	115	63015685	545127
ONT_TR_PE_scaff_690	106	57402835	537769
ONT_TR_PE_scaff_691	107	62800151	582999
ONT_TR_PE_scaff_692	108	63676376	587655
ONT_TR_PE_scaff_693	61	37512473	605580
ONT_TR_PE_scaff_694	117	72408366	615773
ONT_TR_PE_scaff_695	113	73954729	651104
ONT_TR_PE_scaff_696	123	80001143	650388
ONT_TR_PE_scaff_697	111	73675865	658337
ONT_TR_PE_scaff_698	104	68807394	657390
ONT_TR_PE_scaff_699	109	78379903	712815
ONT_TR_PE_scaff_700	108	78015887	721088
ONT_TR_PE_scaff_701	109	78997782	721368
ONT_TR_PE_scaff_702	108	78993477	730316
ONT_TR_PE_scaff_703	109	80652261	734189
ONT_TR_PE_scaff_704	101	66010890	650109
ONT_TR_PE_scaff_705	104	78517811	749645
ONT_TR_PE_scaff_706	113	86577977	765804
ONT_TR_PE_scaff_707	174	141928265	814186
ONT_TR_PE_scaff_708	108	86564094	794578
ONT_TR_PE_scaff_709	105	86300659	817423
ONT_TR_PE_scaff_710	106	93127136	877620
ONT_TR_PE_scaff_711	106	86963390	817773
ONT_TR_PE_scaff_712	119	106544120	893907
ONT_TR_PE_scaff_713	105	96540025	914114
ONT_TR_PE_scaff_714	108	103343145	953183
ONT_TR_PE_scaff_715	106	101686650	956342
ONT_TR_PE_scaff_716	105	104286747	989156
ONT_TR_PE_scaff_717	161	154879649	961177
ONT_TR_PE_scaff_718	104	105642989	1014083
ONT_TR_PE_scaff_719	106	116654307	1100161
ONT_TR_PE_scaff_720	106	117651690	1104983
ONT_TR_PE_scaff_721	41	47506036	1131196
ONT_TR_PE_scaff_722	106	120313804	1125989
ONT_TR_PE_scaff_723	108	137784857	1266661
ONT_TR_PE_scaff_724	109	139731507	1281491
ONT_TR_PE_scaff_725	106	139420010	1303039
ONT_TR_PE_scaff_726	103	144055383	1385664
ONT_TR_PE_scaff_727	109	173048637	1574276
ONT_TR_PE_scaff_728	108	183918839	1692479
ONT_TR_PE_scaff_729	106	211852118	1984340
ONT_TR_PE_scaff_730	106	215269492	2021150
ONT_TR_PE_scaff_731	105	232735223	2200362
ONT_TR_PE_scaff_732	109	256426231	2347102
ONT_TR_PE_scaff_733	108	438742405	4041486
