s1	Aphrocallistes_vastus_HiC-scaffold_022	22	1744046	0.021714	73090747	0.909994	-
g	Avas.s022.g65.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	71606572.5	0	0
g	Avas.s022.g66.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	71608379.5	0	0
g	Avas.s022.g69.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	71616875.5	0	0
g	Avas.s022.g87.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	71664554.5	0	0
g	Avas.s022.g97.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	71679122.0	0	0
g	Avas.s022.g98.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	71679623.5	0	0
g	Avas.s022.g108.i2	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	71704081.5	0	0
g	Avas.s022.g111.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	71727822.5	0	0
g	Avas.s022.g132.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	71802632.5	0	0
g	Avas.s022.g133.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	71808211.0	0	0
g	Avas.s022.g139.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	71837479.0	0	0
g	Avas.s022.g140.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	71838389.5	0	0
g	Avas.s022.g142.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	71840915.0	0	0
g	Avas.s022.g148.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	71856433.5	0	0
g	Avas.s022.g155.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	71894050.0	0	0
g	Avas.s022.g157.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	71896551.5	0	0
g	Avas.s022.g161.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	71902660.5	0	0
g	Avas.s022.g167.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	71928593.0	0	0
g	Avas.s022.g252.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72160638.5	0	0
g	Avas.s022.g253.i2	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72162192.0	0	0
g	Avas.s022.g276.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72218499.0	0	0
g	Avas.s022.g280.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72228973.0	0	0
g	Avas.s022.g291.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72259781.0	0	0
g	Avas.s022.g296.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72274096.0	0	0
g	Avas.s022.g297.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72275764.0	0	0
g	Avas.s022.g298.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72277610.0	0	0
g	Avas.s022.g299.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72278648.5	0	0
g	Avas.s022.g300.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72279892.0	0	0
g	Avas.s022.g301.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72281026.5	0	0
g	Avas.s022.g302.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72282365.0	0	0
g	Avas.s022.g304.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72284637.5	0	0
g	Avas.s022.g304.i2	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72284705.0	0	0
g	Avas.s022.g305.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72285762.5	0	0
g	Avas.s022.g306.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72287187.0	0	0
g	Avas.s022.g308.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72291294.5	0	0
g	Avas.s022.g310.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72297615.5	0	0
g	Avas.s022.g327.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72367483.0	0	0
g	Avas.s022.g328.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72370990.0	0	0
g	Avas.s022.g331.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72379465.5	0	0
g	Avas.s022.g332.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72381616.5	0	0
g	Avas.s022.g338.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72415942.0	0	0
g	Avas.s022.g341.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72420094.5	0	0
g	Avas.s022.g344.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72430465.5	0	0
g	Avas.s022.g345.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72431667.5	0	0
g	Avas.s022.g346.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72433043.0	0	0
g	Avas.s022.g362.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72481194.0	0	0
g	Avas.s022.g372.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72508141.0	0	0
g	Avas.s022.g375.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72522595.0	0	0
g	Avas.s022.g381.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72537211.5	0	0
g	Avas.s022.g386.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72551551.5	0	0
g	Avas.s022.g388.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72555573.0	0	0
g	Avas.s022.g410.i2	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72640318.0	0	0
g	Avas.s022.g416.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72658049.5	0	0
g	Avas.s022.g417.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72659460.0	0	0
g	Avas.s022.g422.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72678560.0	0	0
g	Avas.s022.g425.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72696438.5	0	0
g	Avas.s022.g427.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72701506.5	0	0
g	Avas.s022.g427.i2	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72701473.5	0	0
g	Avas.s022.g428.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72702215.5	0	0
g	Avas.s022.g430.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72705272.5	0	0
g	Avas.s022.g431.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72707297.5	0	0
g	Avas.s022.g432.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72709281.0	0	0
g	Avas.s022.g446.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72752329.0	0	0
g	Avas.s022.g447.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72753968.5	0	0
g	Avas.s022.g455.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72781590.0	0	0
g	Avas.s022.g458.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72792715.0	0	0
g	Avas.s022.g459.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72794452.0	0	0
g	Avas.s022.g460.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72797900.5	0	0
g	Avas.s022.g461.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72804648.0	0	0
g	Avas.s022.g468.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72836461.5	0	0
g	Avas.s022.g469.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72852077.5	0	0
g	Avas.s022.g470.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72861651.5	0	0
g	Avas.s022.g471.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72864246.5	0	0
g	Avas.s022.g481.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72898277.5	0	0
g	Avas.s022.g484.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72905254.5	0	0
g	Avas.s022.g485.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72906314.0	0	0
g	Avas.s022.g489.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72915982.5	0	0
g	Avas.s022.g491.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72920043.0	0	0
g	Avas.s022.g493.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72923467.5	0	0
g	Avas.s022.g498.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72940126.5	0	0
g	Avas.s022.g500.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72944465.5	0	0
g	Avas.s022.g503.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72950461.5	0	0
g	Avas.s022.g504.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72955790.5	0	0
g	Avas.s022.g505.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72959746.5	0	0
g	Avas.s022.g513.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72982726.5	0	0
g	Avas.s022.g522.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	73019171.0	0	0
g	Avas.s022.g528.i2	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	73045002.0	0	0
g	Avas.s022.g542.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	73081181.0	0	0
g	Avas.s022.g543.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	73086098.5	0	0
g	Avas.s022.g544.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	73089972.5	0	0
