#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
FANC_SAP             PF18081.1     51 Avas.s001.g957.i1    -            413    0.0096   16.1   0.2   1   1   5.6e-06      0.02   15.0   0.2    14    44    18    48    15    49 0.94 Fanconi anemia-associated nuclease SAP domain
NHL                  PF01436.21    28 Avas.s001.g1981.i1   -            415   7.5e-20   69.9   3.2   1   6   2.2e-07   0.00066   19.6   0.0     3    28   169   194   168   194 0.95 NHL repeat
NHL                  PF01436.21    28 Avas.s001.g1981.i1   -            415   7.5e-20   69.9   3.2   2   6   0.00061       1.8    8.7   0.0     1    23   209   230   209   235 0.83 NHL repeat
NHL                  PF01436.21    28 Avas.s001.g1981.i1   -            415   7.5e-20   69.9   3.2   3   6   7.8e-06     0.023   14.7   0.0     1    28   256   284   256   284 0.96 NHL repeat
NHL                  PF01436.21    28 Avas.s001.g1981.i1   -            415   7.5e-20   69.9   3.2   4   6         2   5.8e+03   -2.3   0.0     7    20   303   319   302   323 0.73 NHL repeat
NHL                  PF01436.21    28 Avas.s001.g1981.i1   -            415   7.5e-20   69.9   3.2   5   6   9.4e-07    0.0028   17.6   0.4     7    27   350   370   348   371 0.93 NHL repeat
NHL                  PF01436.21    28 Avas.s001.g1981.i1   -            415   7.5e-20   69.9   3.2   6   6     0.011        33    4.8   0.0     1    14   386   399   386   403 0.79 NHL repeat
Arylesterase         PF01731.20    86 Avas.s001.g1981.i1   -            415     4e-08   33.3   0.0   1   4   0.00029      0.87    9.8   0.0    53    83   167   196   161   199 0.84 Arylesterase
Arylesterase         PF01731.20    86 Avas.s001.g1981.i1   -            415     4e-08   33.3   0.0   2   4      0.13     4e+02    1.3   0.0    51    82   207   236   204   239 0.82 Arylesterase
Arylesterase         PF01731.20    86 Avas.s001.g1981.i1   -            415     4e-08   33.3   0.0   3   4   1.3e-06    0.0038   17.4   0.0    49    81   252   284   247   289 0.88 Arylesterase
Arylesterase         PF01731.20    86 Avas.s001.g1981.i1   -            415     4e-08   33.3   0.0   4   4       3.4     1e+04   -3.2   0.0    53    64   386   397   369   414 0.71 Arylesterase
SGL                  PF08450.12   246 Avas.s001.g1981.i1   -            415   1.3e-06   28.2   0.0   1   3    0.0028       8.2    5.9   0.0   183   216   165   200   140   207 0.74 SMP-30/Gluconolactonase/LRE-like region
SGL                  PF08450.12   246 Avas.s001.g1981.i1   -            415   1.3e-06   28.2   0.0   2   3   0.00025      0.75    9.3   0.0    98   165   221   288   213   297 0.75 SMP-30/Gluconolactonase/LRE-like region
SGL                  PF08450.12   246 Avas.s001.g1981.i1   -            415   1.3e-06   28.2   0.0   3   3   0.00026      0.78    9.3   0.0   189   235   350   397   323   408 0.86 SMP-30/Gluconolactonase/LRE-like region
DUF1387              PF07139.11   312 Avas.s001.g1981.i1   -            415    0.0054   16.5   1.9   1   2   1.8e-06    0.0054   16.5   1.9   190   228    28    66    23    87 0.89 Protein of unknown function (DUF1387)
DUF1387              PF07139.11   312 Avas.s001.g1981.i1   -            415    0.0054   16.5   1.9   2   2       1.1   3.2e+03   -2.5   0.0   285   307   129   151   126   154 0.86 Protein of unknown function (DUF1387)
DUF5128              PF17170.4    330 Avas.s001.g1981.i1   -            415     0.007   15.6   0.0   1   2    0.0019       5.8    6.0   0.0    60    86   176   202   167   207 0.87 6-bladed beta-propeller
DUF5128              PF17170.4    330 Avas.s001.g1981.i1   -            415     0.007   15.6   0.0   2   2   0.00077       2.3    7.3   0.0    58   128   215   286   208   329 0.92 6-bladed beta-propeller
Lactonase            PF10282.9    344 Avas.s001.g1981.i1   -            415     0.099   11.9   0.0   1   2      0.18   5.3e+02   -0.4   0.0   292   319   169   195   162   199 0.76 Lactonase, 7-bladed beta-propeller
Lactonase            PF10282.9    344 Avas.s001.g1981.i1   -            415     0.099   11.9   0.0   2   2   0.00019      0.55    9.4   0.0    62   118   231   289   216   302 0.72 Lactonase, 7-bladed beta-propeller
NHL                  PF01436.21    28 Avas.s004.g224.i1    -            377   8.9e-15   53.9   1.8   1   6   1.6e-06    0.0049   16.8   0.0     1    28   125   153   125   153 0.97 NHL repeat
NHL                  PF01436.21    28 Avas.s004.g224.i1    -            377   8.9e-15   53.9   1.8   2   6    0.0003       0.9    9.7   0.0     1    22   168   188   168   189 0.91 NHL repeat
NHL                  PF01436.21    28 Avas.s004.g224.i1    -            377   8.9e-15   53.9   1.8   3   6   8.6e-07    0.0026   17.7   0.1     1    28   216   242   216   242 0.97 NHL repeat
NHL                  PF01436.21    28 Avas.s004.g224.i1    -            377   8.9e-15   53.9   1.8   4   6       2.9   8.7e+03   -2.9   0.0     9    19   265   274   262   276 0.73 NHL repeat
NHL                  PF01436.21    28 Avas.s004.g224.i1    -            377   8.9e-15   53.9   1.8   5   6     0.043   1.3e+02    2.9   0.0    14    26   312   324   310   326 0.84 NHL repeat
NHL                  PF01436.21    28 Avas.s004.g224.i1    -            377   8.9e-15   53.9   1.8   6   6      0.22   6.7e+02    0.6   0.0     6    18   348   360   348   360 0.90 NHL repeat
TolB_like            PF15869.5    295 Avas.s004.g224.i1    -            377    0.0013   18.1   0.2   1   2   7.2e-06     0.021   14.0   0.0    18   109   168   258   160   276 0.74 TolB-like 6-blade propeller-like
TolB_like            PF15869.5    295 Avas.s004.g224.i1    -            377    0.0013   18.1   0.2   2   2      0.03        90    2.2   0.1    71   150   262   337   258   346 0.71 TolB-like 6-blade propeller-like
PhaP_Bmeg            PF09602.10   168 Avas.s004.g224.i1    -            377     0.013   15.4   0.1   1   1   8.8e-06     0.026   14.4   0.1   118   168    16    66     5    66 0.93 Polyhydroxyalkanoic acid inclusion protein (PhaP_Bmeg)
DUF745               PF05335.13   183 Avas.s004.g224.i1    -            377     0.035   13.8   0.0   1   1   1.8e-05     0.054   13.2   0.0   125   168    15    59     4    64 0.84 Protein of unknown function (DUF745)
DUF5006              PF16397.5    264 Avas.s004.g224.i1    -            377     0.072   12.3   0.0   1   1   4.3e-05      0.13   11.5   0.0   126   179   126   179   100   186 0.85 Domain of unknown function (DUF5006)
DHR10                PF18595.1    117 Avas.s004.g224.i1    -            377       3.7    7.6   5.5   1   1    0.0039        12    6.0   5.5    61   103    19    62    13    71 0.75 Designed helical repeat protein 10 domain
NHL                  PF01436.21    28 Avas.s004.g283.i1    -            410   5.1e-15   54.7   0.7   1   6   1.7e-06    0.0016   18.4   0.0     1    28   164   192   164   192 0.96 NHL repeat
NHL                  PF01436.21    28 Avas.s004.g283.i1    -            410   5.1e-15   54.7   0.7   2   6     0.035        33    4.8   0.0     1    20   207   225   207   231 0.90 NHL repeat
NHL                  PF01436.21    28 Avas.s004.g283.i1    -            410   5.1e-15   54.7   0.7   3   6   1.6e-06    0.0015   18.5   0.0     1    28   255   281   255   281 0.97 NHL repeat
NHL                  PF01436.21    28 Avas.s004.g283.i1    -            410   5.1e-15   54.7   0.7   4   6       9.5     9e+03   -2.9   0.0     9    19   304   313   301   315 0.74 NHL repeat
NHL                  PF01436.21    28 Avas.s004.g283.i1    -            410   5.1e-15   54.7   0.7   5   6     0.012        12    6.2   0.0    10    27   347   364   346   365 0.88 NHL repeat
NHL                  PF01436.21    28 Avas.s004.g283.i1    -            410   5.1e-15   54.7   0.7   6   6       2.3   2.2e+03   -1.0   0.0     3    14   384   395   382   399 0.76 NHL repeat
DUF5128              PF17170.4    330 Avas.s004.g283.i1    -            410   9.5e-08   31.6   5.8   1   2   2.9e-08   2.8e-05   23.5   0.1    87   143   153   208   149   249 0.81 6-bladed beta-propeller
DUF5128              PF17170.4    330 Avas.s004.g283.i1    -            410   9.5e-08   31.6   5.8   2   2    0.0016       1.5    7.9   0.1    91   147   248   301   246   316 0.72 6-bladed beta-propeller
TolB_like            PF15869.5    295 Avas.s004.g283.i1    -            410   4.7e-05   22.8   1.1   1   3      0.23   2.1e+02    0.9   0.0    53    91   151   191   134   207 0.75 TolB-like 6-blade propeller-like
TolB_like            PF15869.5    295 Avas.s004.g283.i1    -            410   4.7e-05   22.8   1.1   2   3   1.2e-05     0.012   14.9   0.0    18   101   207   290   197   306 0.81 TolB-like 6-blade propeller-like
TolB_like            PF15869.5    295 Avas.s004.g283.i1    -            410   4.7e-05   22.8   1.1   3   3     0.018        17    4.5   0.1    71   148   301   374   296   381 0.71 TolB-like 6-blade propeller-like
SGL                  PF08450.12   246 Avas.s004.g283.i1    -            410    0.0022   17.6   0.0   1   3     0.022        20    4.6   0.0   176   218   154   200   131   205 0.75 SMP-30/Gluconolactonase/LRE-like region
SGL                  PF08450.12   246 Avas.s004.g283.i1    -            410    0.0022   17.6   0.0   2   3    0.0053         5    6.6   0.0   116   154   277   315   261   333 0.88 SMP-30/Gluconolactonase/LRE-like region
SGL                  PF08450.12   246 Avas.s004.g283.i1    -            410    0.0022   17.6   0.0   3   3     0.093        88    2.5   0.0   179   206   377   405   335   409 0.63 SMP-30/Gluconolactonase/LRE-like region
IL2                  PF00715.17   145 Avas.s004.g283.i1    -            410     0.022   14.7   2.3   1   1   4.6e-05     0.044   13.7   2.3    35   132    28   129    12   133 0.81 Interleukin 2
Tektin               PF03148.14   383 Avas.s004.g283.i1    -            410     0.047   12.4   9.2   1   2    0.0012       1.1    7.9   6.0    26    92    17    83    13    86 0.94 Tektin family
Tektin               PF03148.14   383 Avas.s004.g283.i1    -            410     0.047   12.4   9.2   2   2   9.7e-05     0.092   11.5   7.0   235   301    46   114    37   117 0.87 Tektin family
Mod_r                PF07200.13   146 Avas.s004.g283.i1    -            410     0.092   12.9   6.5   1   1   0.00019      0.18   11.9   6.5    22   132    17   129    10   146 0.88 Modifier of rudimentary (Mod(r)) protein
DUF745               PF05335.13   183 Avas.s004.g283.i1    -            410      0.12   12.1   0.4   1   2   0.00026      0.25   11.1   0.1   125   169    15    60    11    66 0.84 Protein of unknown function (DUF745)
DUF745               PF05335.13   183 Avas.s004.g283.i1    -            410      0.12   12.1   0.4   2   2         2   1.9e+03   -1.6   0.0   104   139    69   106    58   117 0.52 Protein of unknown function (DUF745)
DUF1488              PF07369.11    82 Avas.s004.g283.i1    -            410      0.12   12.4   0.1   1   1   0.00036      0.34   10.9   0.1    46    75     9    38     3    43 0.83 Protein of unknown function (DUF1488)
FapA                 PF03961.13   454 Avas.s004.g283.i1    -            410      0.14   10.8   3.6   1   1    0.0002      0.19   10.3   3.6   333   409    33   109     5   141 0.69 Flagellar Assembly Protein A
DUF812               PF05667.11   595 Avas.s004.g283.i1    -            410      0.16   10.9   6.9   1   1   0.00023      0.22   10.4   6.9   399   470    18    86     1   109 0.79 Protein of unknown function (DUF812)
Exonuc_VII_L         PF02601.15   304 Avas.s004.g283.i1    -            410      0.18   11.3   1.7   1   1   0.00028      0.26   10.8   1.7   145   269    20   144     3   160 0.38 Exonuclease VII, large subunit
CENP-H               PF05837.12   112 Avas.s004.g283.i1    -            410      0.32   11.4   4.9   1   1   0.00058      0.55   10.7   4.9     4    77    35   110    31   120 0.88 Centromere protein H (CENP-H)
PhaP_Bmeg            PF09602.10   168 Avas.s004.g283.i1    -            410      0.47   10.4   6.4   1   2   0.00012      0.12   12.3   2.6   119   168    17    66    13    66 0.95 Polyhydroxyalkanoic acid inclusion protein (PhaP_Bmeg)
PhaP_Bmeg            PF09602.10   168 Avas.s004.g283.i1    -            410      0.47   10.4   6.4   2   2       2.4   2.3e+03   -1.6   0.1    86   103    90   107    67   144 0.58 Polyhydroxyalkanoic acid inclusion protein (PhaP_Bmeg)
Apolipoprotein       PF01442.18   190 Avas.s004.g283.i1    -            410      0.68    9.8   5.4   1   2    0.0023       2.2    8.1   0.8   142   186    10    54     2    58 0.59 Apolipoprotein A1/A4/E domain
Apolipoprotein       PF01442.18   190 Avas.s004.g283.i1    -            410      0.68    9.8   5.4   2   2     0.052        49    3.7   0.3     4    45    62   104    59   109 0.88 Apolipoprotein A1/A4/E domain
Fzo_mitofusin        PF04799.13   161 Avas.s004.g283.i1    -            410         3    7.4   6.4   1   2    0.0042       3.9    7.0   2.8    89   154    14    80     3    84 0.85 fzo-like conserved region
Fzo_mitofusin        PF04799.13   161 Avas.s004.g283.i1    -            410         3    7.4   6.4   2   2      0.16   1.5e+02    1.8   0.7    98   132    73   105    60   131 0.75 fzo-like conserved region
Seryl_tRNA_N         PF02403.22   108 Avas.s004.g283.i1    -            410         5    7.4  10.9   1   1     0.058        54    4.1  10.5    35    90    54   108    19   114 0.85 Seryl-tRNA synthetase N-terminal domain
DHR10                PF18595.1    117 Avas.s004.g283.i1    -            410       5.9    7.0  15.2   1   2     0.003       2.9    8.0   3.1    60    99    18    58    12    59 0.78 Designed helical repeat protein 10 domain
DHR10                PF18595.1    117 Avas.s004.g283.i1    -            410       5.9    7.0  15.2   2   2     0.034        32    4.6   4.4    36    67    58    89    58   110 0.74 Designed helical repeat protein 10 domain
DUF29                PF01724.16   138 Avas.s004.g283.i1    -            410         6    7.1   8.2   1   2     0.012        11    6.2   7.5    29    87    19    80     9   110 0.81 Domain of unknown function DUF29
DUF29                PF01724.16   138 Avas.s004.g283.i1    -            410         6    7.1   8.2   2   2       6.4   6.1e+03   -2.6   0.0    77   104   118   145   100   149 0.80 Domain of unknown function DUF29
NHL                  PF01436.21    28 Avas.s004.g285.i1    -            410   3.1e-16   58.5   0.1   1   4   9.2e-08   0.00012   22.0   0.0     1    28   163   191   163   191 0.96 NHL repeat
NHL                  PF01436.21    28 Avas.s004.g285.i1    -            410   3.1e-16   58.5   0.1   2   4    0.0017       2.2    8.5   0.0     1    26   206   230   206   232 0.89 NHL repeat
NHL                  PF01436.21    28 Avas.s004.g285.i1    -            410   3.1e-16   58.5   0.1   3   4   7.2e-06    0.0092   16.0   0.0     2    28   255   280   254   280 0.94 NHL repeat
NHL                  PF01436.21    28 Avas.s004.g285.i1    -            410   3.1e-16   58.5   0.1   4   4    0.0091        12    6.2   0.0    10    27   346   363   345   364 0.88 NHL repeat
DUF5128              PF17170.4    330 Avas.s004.g285.i1    -            410   1.9e-05   24.0   4.4   1   3   8.8e-05      0.11   11.6   0.2    92   143   158   207   149   247 0.77 6-bladed beta-propeller
DUF5128              PF17170.4    330 Avas.s004.g285.i1    -            410   1.9e-05   24.0   4.4   2   3   5.1e-05     0.065   12.4   0.2    91   157   247   310   240   342 0.84 6-bladed beta-propeller
DUF5128              PF17170.4    330 Avas.s004.g285.i1    -            410   1.9e-05   24.0   4.4   3   3      0.28   3.6e+02    0.1   0.1    65    89   351   375   310   391 0.81 6-bladed beta-propeller
Herpes_UL6           PF01763.16   563 Avas.s004.g285.i1    -            410    0.0034   16.0   1.9   1   1   3.8e-06    0.0049   15.5   1.9   363   476    13   126     7   129 0.75 Herpesvirus UL6 like
Filament             PF00038.21   312 Avas.s004.g285.i1    -            410      0.01   15.4   3.7   1   1   1.2e-05     0.015   14.9   3.7   179   272    14   109     6   120 0.88 Intermediate filament protein
7TMR-HDED            PF07697.11   218 Avas.s004.g285.i1    -            410     0.035   14.2   0.7   1   1   3.8e-05     0.049   13.8   0.7    43   152    14   139    12   181 0.71 7TM-HD extracellular
PhaP_Bmeg            PF09602.10   168 Avas.s004.g285.i1    -            410     0.068   13.1   2.7   1   1   0.00012      0.15   12.0   2.7   119   168    17    66    13    66 0.95 Polyhydroxyalkanoic acid inclusion protein (PhaP_Bmeg)
DUF745               PF05335.13   183 Avas.s004.g285.i1    -            410     0.082   12.6   0.4   1   1   0.00012      0.15   11.8   0.1   125   169    15    60    11    66 0.84 Protein of unknown function (DUF745)
zf-C4H2              PF10146.9    213 Avas.s004.g285.i1    -            410     0.092   13.0   0.4   1   1   0.00011      0.14   12.5   0.4    30   119    14   108     9   169 0.76 Zinc finger-containing protein
SGL                  PF08450.12   246 Avas.s004.g285.i1    -            410     0.095   12.3   0.0   1   3    0.0019       2.5    7.6   0.0   170   218   148   199   130   204 0.81 SMP-30/Gluconolactonase/LRE-like region
SGL                  PF08450.12   246 Avas.s004.g285.i1    -            410     0.095   12.3   0.0   2   3      0.24   3.1e+02    0.8   0.0   171   223   240   293   217   314 0.61 SMP-30/Gluconolactonase/LRE-like region
SGL                  PF08450.12   246 Avas.s004.g285.i1    -            410     0.095   12.3   0.0   3   3      0.24   3.1e+02    0.8   0.0    11    65   264   319   256   360 0.63 SMP-30/Gluconolactonase/LRE-like region
IL2                  PF00715.17   145 Avas.s004.g285.i1    -            410       0.1   12.5   1.3   1   1   0.00017      0.22   11.5   1.3    36   132    29   129    12   133 0.78 Interleukin 2
Tektin               PF03148.14   383 Avas.s004.g285.i1    -            410      0.19   10.4   8.8   1   2   0.00067      0.86    8.3   7.2    26    92    17    83    12    91 0.93 Tektin family
Tektin               PF03148.14   383 Avas.s004.g285.i1    -            410      0.19   10.4   8.8   2   2     0.038        49    2.5   0.1   271   301    84   114    81   117 0.85 Tektin family
FapA                 PF03961.13   454 Avas.s004.g285.i1    -            410      0.44    9.1   4.7   1   2    0.0004      0.51    8.9   3.6   331   410    32   110    13   137 0.83 Flagellar Assembly Protein A
FapA                 PF03961.13   454 Avas.s004.g285.i1    -            410      0.44    9.1   4.7   2   2       1.1   1.4e+03   -2.5   0.0   149   167   165   183   161   184 0.78 Flagellar Assembly Protein A
DUF29                PF01724.16   138 Avas.s004.g285.i1    -            410       3.1    8.0   6.6   1   2    0.0042       5.4    7.3   6.0    29    86    19    79    12   106 0.82 Domain of unknown function DUF29
DUF29                PF01724.16   138 Avas.s004.g285.i1    -            410       3.1    8.0   6.6   2   2       4.8   6.1e+03   -2.6   0.0    77   104   118   145    92   149 0.75 Domain of unknown function DUF29
DHR10                PF18595.1    117 Avas.s004.g285.i1    -            410       3.6    7.7  11.4   1   2    0.0029       3.7    7.6   2.8    74    99    33    58    13    59 0.78 Designed helical repeat protein 10 domain
DHR10                PF18595.1    117 Avas.s004.g285.i1    -            410       3.6    7.7  11.4   2   2     0.017        22    5.1   1.9    36    67    58    89    57   110 0.86 Designed helical repeat protein 10 domain
NHL                  PF01436.21    28 Avas.s004.g1076.i1   -            401   2.9e-12   45.9   0.6   1   5   2.6e-08   4.3e-05   23.3   0.1     1    28   163   191   163   191 0.96 NHL repeat
NHL                  PF01436.21    28 Avas.s004.g1076.i1   -            401   2.9e-12   45.9   0.6   2   5   0.00042      0.68   10.1   0.0     2    28   207   232   206   232 0.93 NHL repeat
NHL                  PF01436.21    28 Avas.s004.g1076.i1   -            401   2.9e-12   45.9   0.6   3   5     0.026        43    4.4   0.0     3    21   248   266   246   267 0.91 NHL repeat
NHL                  PF01436.21    28 Avas.s004.g1076.i1   -            401   2.9e-12   45.9   0.6   4   5       1.5   2.5e+03   -1.1   0.0    13    27   343   357   338   358 0.82 NHL repeat
NHL                  PF01436.21    28 Avas.s004.g1076.i1   -            401   2.9e-12   45.9   0.6   5   5      0.17   2.8e+02    1.8   0.0     1    16   375   390   375   392 0.83 NHL repeat
DUF4665              PF15679.5     99 Avas.s004.g1076.i1   -            401    0.0035   17.9   1.1   1   1   4.2e-06    0.0069   17.0   1.1     1    75    49   123    49   138 0.83 Domain of unknown function (DUF4665)
Binary_toxB          PF03495.14    78 Avas.s004.g1076.i1   -            401     0.056   13.6   0.0   1   1     9e-05      0.15   12.3   0.0    46    72    10    37     5    42 0.83 Clostridial binary toxin B/anthrax toxin PA Ca-binding domain
Spc24                PF08286.11   105 Avas.s004.g1076.i1   -            401     0.066   13.5   3.3   1   2   0.00016      0.26   11.5   1.8     3    75    55   129    53   156 0.78 Spc24 subunit of Ndc80
Spc24                PF08286.11   105 Avas.s004.g1076.i1   -            401     0.066   13.5   3.3   2   2      0.59   9.6e+02    0.1   0.0    55    75   371   391   346   395 0.76 Spc24 subunit of Ndc80
DUF2205              PF10224.9     75 Avas.s004.g1076.i1   -            401     0.084   12.9   3.0   1   1   0.00011      0.18   11.8   3.0     9    69    49   114    42   118 0.86 Short coiled-coil protein
Apolipoprotein       PF01442.18   190 Avas.s004.g1076.i1   -            401       0.1   12.5   1.0   1   1    0.0001      0.16   11.8   1.0   144   185    67   109    19   134 0.72 Apolipoprotein A1/A4/E domain
Lipoprotein_7        PF01540.16   353 Avas.s004.g1076.i1   -            401      0.12   11.7   2.2   1   1    0.0001      0.16   11.2   2.2   115   217    49   148    14   162 0.82 Adhesin lipoprotein
SpecificRecomb       PF10136.9    641 Avas.s004.g1076.i1   -            401      0.23    9.7   1.0   1   1   0.00018      0.29    9.4   1.0   162   257    43   137     5   148 0.88 Site-specific recombinase
BRE1                 PF08647.11    95 Avas.s004.g1076.i1   -            401      0.43   10.7   6.3   1   2   0.00014      0.24   11.5   1.3    45    87    31    74    20    80 0.85 BRE1 E3 ubiquitin ligase
BRE1                 PF08647.11    95 Avas.s004.g1076.i1   -            401      0.43   10.7   6.3   2   2      0.22   3.5e+02    1.3   0.3     4    25    90   108    83   140 0.68 BRE1 E3 ubiquitin ligase
DUF5595              PF18077.1     73 Avas.s004.g1076.i1   -            401       3.5    7.8   5.2   1   2    0.0023       3.7    7.7   0.4    28    68    15    55    12    63 0.80 Domain of unknown function (DUF5595)
DUF5595              PF18077.1     73 Avas.s004.g1076.i1   -            401       3.5    7.8   5.2   2   2      0.19   3.2e+02    1.5   0.6    39    72    72   107    62   108 0.69 Domain of unknown function (DUF5595)
